dimension,group,difference_backlog_start_2025,difference_new_principal_records,difference_principal_conversions,difference_principal_exits,difference_backlog_end_2040,accounting_residual,case,role,seed
joint,EB-3 / ROW,0,0,185655,-61123,-124532,0,catchall_60_65,primary,2042
joint,EB-4 / India,0,0,3323,-1169,-2154,0,catchall_60_65,primary,2042
joint,EB-4 / China,0,0,3256,-1012,-2244,0,catchall_60_65,primary,2042
joint,EB-4 / ROW,0,0,-8766,1658,7108,0,catchall_60_65,primary,2042
joint,EB-5 / India,0,0,-2242,215,2027,0,catchall_60_65,primary,2042
joint,EB-5 / China,0,0,-6676,1217,5459,0,catchall_60_65,primary,2042
joint,EB-5 / ROW,0,0,8326,-1006,-7320,0,catchall_60_65,primary,2042
overall,All,0,0,-3795,22262,-18467,0,catchall_60_65,primary,2043
nationality,India,0,0,-474719,147706,327013,0,catchall_60_65,primary,2043
nationality,China,0,0,-64165,9320,54845,0,catchall_60_65,primary,2043
nationality,ROW,0,0,535089,-134764,-400325,0,catchall_60_65,primary,2043
category,EB-1,0,0,-3147,-897,4044,0,catchall_60_65,primary,2043
category,EB-2,0,0,-8702,27315,-18613,0,catchall_60_65,primary,2043
category,EB-3,0,0,10859,-4892,-5967,0,catchall_60_65,primary,2043
category,EB-4,0,0,-2297,252,2045,0,catchall_60_65,primary,2043
category,EB-5,0,0,-508,484,24,0,catchall_60_65,primary,2043
joint,EB-1 / India,0,0,-39381,3798,35583,0,catchall_60_65,primary,2043
joint,EB-1 / China,0,0,-28417,3803,24614,0,catchall_60_65,primary,2043
joint,EB-1 / ROW,0,0,64651,-8498,-56153,0,catchall_60_65,primary,2043
joint,EB-2 / India,0,0,-280314,92953,187361,0,catchall_60_65,primary,2043
joint,EB-2 / China,0,0,-13714,819,12895,0,catchall_60_65,primary,2043
joint,EB-2 / ROW,0,0,285326,-66457,-218869,0,catchall_60_65,primary,2043
joint,EB-3 / India,0,0,-156447,51942,104505,0,catchall_60_65,primary,2043
joint,EB-3 / China,0,0,-18631,4386,14245,0,catchall_60_65,primary,2043
joint,EB-3 / ROW,0,0,185937,-61220,-124717,0,catchall_60_65,primary,2043
joint,EB-4 / India,0,0,3532,-1243,-2289,0,catchall_60_65,primary,2043
joint,EB-4 / China,0,0,3264,-972,-2292,0,catchall_60_65,primary,2043
joint,EB-4 / ROW,0,0,-9093,2467,6626,0,catchall_60_65,primary,2043
joint,EB-5 / India,0,0,-2109,256,1853,0,catchall_60_65,primary,2043
joint,EB-5 / China,0,0,-6667,1284,5383,0,catchall_60_65,primary,2043
joint,EB-5 / ROW,0,0,8268,-1056,-7212,0,catchall_60_65,primary,2043
overall,All,0,0,-3976,20870,-16894,0,catchall_60_65,primary,2044
nationality,India,0,0,-475180,147339,327841,0,catchall_60_65,primary,2044
nationality,China,0,0,-64380,9028,55352,0,catchall_60_65,primary,2044
nationality,ROW,0,0,535584,-135497,-400087,0,catchall_60_65,primary,2044
category,EB-1,0,0,-3357,-910,4267,0,catchall_60_65,primary,2044
category,EB-2,0,0,-9018,26308,-17290,0,catchall_60_65,primary,2044
category,EB-3,0,0,11167,-5427,-5740,0,catchall_60_65,primary,2044
category,EB-4,0,0,-2198,537,1661,0,catchall_60_65,primary,2044
category,EB-5,0,0,-570,362,208,0,catchall_60_65,primary,2044
joint,EB-1 / India,0,0,-39865,3791,36074,0,catchall_60_65,primary,2044
joint,EB-1 / China,0,0,-28878,3915,24963,0,catchall_60_65,primary,2044
joint,EB-1 / ROW,0,0,65386,-8616,-56770,0,catchall_60_65,primary,2044
joint,EB-2 / India,0,0,-280100,92708,187392,0,catchall_60_65,primary,2044
joint,EB-2 / China,0,0,-13667,379,13288,0,catchall_60_65,primary,2044
joint,EB-2 / ROW,0,0,284749,-66779,-217970,0,catchall_60_65,primary,2044
joint,EB-3 / India,0,0,-156579,51821,104758,0,catchall_60_65,primary,2044
joint,EB-3 / China,0,0,-18396,4589,13807,0,catchall_60_65,primary,2044
joint,EB-3 / ROW,0,0,186142,-61837,-124305,0,catchall_60_65,primary,2044
joint,EB-4 / India,0,0,3582,-1190,-2392,0,catchall_60_65,primary,2044
joint,EB-4 / China,0,0,3281,-1027,-2254,0,catchall_60_65,primary,2044
joint,EB-4 / ROW,0,0,-9061,2754,6307,0,catchall_60_65,primary,2044
joint,EB-5 / India,0,0,-2218,209,2009,0,catchall_60_65,primary,2044
joint,EB-5 / China,0,0,-6720,1172,5548,0,catchall_60_65,primary,2044
joint,EB-5 / ROW,0,0,8368,-1019,-7349,0,catchall_60_65,primary,2044
overall,All,0,0,-3292,20620,-17328,0,catchall_60_65,primary,2045
nationality,India,0,0,-476273,147362,328911,0,catchall_60_65,primary,2045
nationality,China,0,0,-63938,9097,54841,0,catchall_60_65,primary,2045
nationality,ROW,0,0,536919,-135839,-401080,0,catchall_60_65,primary,2045
category,EB-1,0,0,-3030,-723,3753,0,catchall_60_65,primary,2045
category,EB-2,0,0,-8951,25796,-16845,0,catchall_60_65,primary,2045
category,EB-3,0,0,11467,-4856,-6611,0,catchall_60_65,primary,2045
category,EB-4,0,0,-2294,-130,2424,0,catchall_60_65,primary,2045
category,EB-5,0,0,-484,533,-49,0,catchall_60_65,primary,2045
joint,EB-1 / India,0,0,-39247,3764,35483,0,catchall_60_65,primary,2045
joint,EB-1 / China,0,0,-28576,3995,24581,0,catchall_60_65,primary,2045
joint,EB-1 / ROW,0,0,64793,-8482,-56311,0,catchall_60_65,primary,2045
joint,EB-2 / India,0,0,-280904,92386,188518,0,catchall_60_65,primary,2045
joint,EB-2 / China,0,0,-13417,214,13203,0,catchall_60_65,primary,2045
joint,EB-2 / ROW,0,0,285370,-66804,-218566,0,catchall_60_65,primary,2045
joint,EB-3 / India,0,0,-157483,52109,105374,0,catchall_60_65,primary,2045
joint,EB-3 / China,0,0,-18653,4641,14012,0,catchall_60_65,primary,2045
joint,EB-3 / ROW,0,0,187603,-61606,-125997,0,catchall_60_65,primary,2045
joint,EB-4 / India,0,0,3503,-1131,-2372,0,catchall_60_65,primary,2045
joint,EB-4 / China,0,0,3409,-1057,-2352,0,catchall_60_65,primary,2045
joint,EB-4 / ROW,0,0,-9206,2058,7148,0,catchall_60_65,primary,2045
joint,EB-5 / India,0,0,-2142,234,1908,0,catchall_60_65,primary,2045
joint,EB-5 / China,0,0,-6701,1304,5397,0,catchall_60_65,primary,2045
joint,EB-5 / ROW,0,0,8359,-1005,-7354,0,catchall_60_65,primary,2045
overall,All,0,0,-4833,21425,-16592,0,catchall_60_65,primary,2046
nationality,India,0,0,-474599,147359,327240,0,catchall_60_65,primary,2046
nationality,China,0,0,-64108,9608,54500,0,catchall_60_65,primary,2046
nationality,ROW,0,0,533874,-135542,-398332,0,catchall_60_65,primary,2046
category,EB-1,0,0,-3458,-969,4427,0,catchall_60_65,primary,2046
category,EB-2,0,0,-8832,26917,-18085,0,catchall_60_65,primary,2046
category,EB-3,0,0,10431,-5261,-5170,0,catchall_60_65,primary,2046
category,EB-4,0,0,-2505,300,2205,0,catchall_60_65,primary,2046
category,EB-5,0,0,-469,438,31,0,catchall_60_65,primary,2046
joint,EB-1 / India,0,0,-39467,3646,35821,0,catchall_60_65,primary,2046
joint,EB-1 / China,0,0,-28689,3956,24733,0,catchall_60_65,primary,2046
joint,EB-1 / ROW,0,0,64698,-8571,-56127,0,catchall_60_65,primary,2046
joint,EB-2 / India,0,0,-279861,92918,186943,0,catchall_60_65,primary,2046
joint,EB-2 / China,0,0,-13996,945,13051,0,catchall_60_65,primary,2046
joint,EB-2 / ROW,0,0,285025,-66946,-218079,0,catchall_60_65,primary,2046
joint,EB-3 / India,0,0,-156768,51661,105107,0,catchall_60_65,primary,2046
joint,EB-3 / China,0,0,-18148,4443,13705,0,catchall_60_65,primary,2046
joint,EB-3 / ROW,0,0,185347,-61365,-123982,0,catchall_60_65,primary,2046
joint,EB-4 / India,0,0,3502,-1068,-2434,0,catchall_60_65,primary,2046
joint,EB-4 / China,0,0,3341,-1007,-2334,0,catchall_60_65,primary,2046
joint,EB-4 / ROW,0,0,-9348,2375,6973,0,catchall_60_65,primary,2046
joint,EB-5 / India,0,0,-2005,202,1803,0,catchall_60_65,primary,2046
joint,EB-5 / China,0,0,-6616,1271,5345,0,catchall_60_65,primary,2046
joint,EB-5 / ROW,0,0,8152,-1035,-7117,0,catchall_60_65,primary,2046
overall,All,0,0,-4025,21930,-17905,0,catchall_60_65,primary,2047
nationality,India,0,0,-476023,149074,326949,0,catchall_60_65,primary,2047
nationality,China,0,0,-63335,8705,54630,0,catchall_60_65,primary,2047
nationality,ROW,0,0,535333,-135849,-399484,0,catchall_60_65,primary,2047
category,EB-1,0,0,-3211,-772,3983,0,catchall_60_65,primary,2047
category,EB-2,0,0,-8760,27163,-18403,0,catchall_60_65,primary,2047
category,EB-3,0,0,10805,-4570,-6235,0,catchall_60_65,primary,2047
category,EB-4,0,0,-2363,-270,2633,0,catchall_60_65,primary,2047
category,EB-5,0,0,-496,379,117,0,catchall_60_65,primary,2047
joint,EB-1 / India,0,0,-39809,3939,35870,0,catchall_60_65,primary,2047
joint,EB-1 / China,0,0,-28719,3822,24897,0,catchall_60_65,primary,2047
joint,EB-1 / ROW,0,0,65317,-8533,-56784,0,catchall_60_65,primary,2047
joint,EB-2 / India,0,0,-280794,93822,186972,0,catchall_60_65,primary,2047
joint,EB-2 / China,0,0,-13268,226,13042,0,catchall_60_65,primary,2047
joint,EB-2 / ROW,0,0,285302,-66885,-218417,0,catchall_60_65,primary,2047
joint,EB-3 / India,0,0,-156727,52284,104443,0,catchall_60_65,primary,2047
joint,EB-3 / China,0,0,-17986,4497,13489,0,catchall_60_65,primary,2047
joint,EB-3 / ROW,0,0,185518,-61351,-124167,0,catchall_60_65,primary,2047
joint,EB-4 / India,0,0,3513,-1162,-2351,0,catchall_60_65,primary,2047
joint,EB-4 / China,0,0,3327,-1068,-2259,0,catchall_60_65,primary,2047
joint,EB-4 / ROW,0,0,-9203,1960,7243,0,catchall_60_65,primary,2047
joint,EB-5 / India,0,0,-2206,191,2015,0,catchall_60_65,primary,2047
joint,EB-5 / China,0,0,-6689,1228,5461,0,catchall_60_65,primary,2047
joint,EB-5 / ROW,0,0,8399,-1040,-7359,0,catchall_60_65,primary,2047
overall,All,0,0,-3155,20533,-17378,0,catchall_60_65,primary,2048
nationality,India,0,0,-474507,147889,326618,0,catchall_60_65,primary,2048
nationality,China,0,0,-64491,8815,55676,0,catchall_60_65,primary,2048
nationality,ROW,0,0,535843,-136171,-399672,0,catchall_60_65,primary,2048
category,EB-1,0,0,-3237,-676,3913,0,catchall_60_65,primary,2048
category,EB-2,0,0,-8345,25879,-17534,0,catchall_60_65,primary,2048
category,EB-3,0,0,11257,-4778,-6479,0,catchall_60_65,primary,2048
category,EB-4,0,0,-2380,-258,2638,0,catchall_60_65,primary,2048
category,EB-5,0,0,-450,366,84,0,catchall_60_65,primary,2048
joint,EB-1 / India,0,0,-39313,3918,35395,0,catchall_60_65,primary,2048
joint,EB-1 / China,0,0,-28702,3879,24823,0,catchall_60_65,primary,2048
joint,EB-1 / ROW,0,0,64778,-8473,-56305,0,catchall_60_65,primary,2048
joint,EB-2 / India,0,0,-279850,92601,187249,0,catchall_60_65,primary,2048
joint,EB-2 / China,0,0,-14101,404,13697,0,catchall_60_65,primary,2048
joint,EB-2 / ROW,0,0,285606,-67126,-218480,0,catchall_60_65,primary,2048
joint,EB-3 / India,0,0,-156759,52424,104335,0,catchall_60_65,primary,2048
joint,EB-3 / China,0,0,-18333,4401,13932,0,catchall_60_65,primary,2048
joint,EB-3 / ROW,0,0,186349,-61603,-124746,0,catchall_60_65,primary,2048
joint,EB-4 / India,0,0,3503,-1270,-2233,0,catchall_60_65,primary,2048
joint,EB-4 / China,0,0,3386,-1073,-2313,0,catchall_60_65,primary,2048
joint,EB-4 / ROW,0,0,-9269,2085,7184,0,catchall_60_65,primary,2048
joint,EB-5 / India,0,0,-2088,216,1872,0,catchall_60_65,primary,2048
joint,EB-5 / China,0,0,-6741,1204,5537,0,catchall_60_65,primary,2048
joint,EB-5 / ROW,0,0,8379,-1054,-7325,0,catchall_60_65,primary,2048
overall,All,0,0,-3217,20757,-17540,0,catchall_60_65,primary,2049
nationality,India,0,0,-474714,147713,327001,0,catchall_60_65,primary,2049
nationality,China,0,0,-64356,9923,54433,0,catchall_60_65,primary,2049
nationality,ROW,0,0,535853,-136879,-398974,0,catchall_60_65,primary,2049
category,EB-1,0,0,-3340,-828,4168,0,catchall_60_65,primary,2049
category,EB-2,0,0,-8048,26689,-18641,0,catchall_60_65,primary,2049
category,EB-3,0,0,11067,-5362,-5705,0,catchall_60_65,primary,2049
category,EB-4,0,0,-2358,-307,2665,0,catchall_60_65,primary,2049
category,EB-5,0,0,-538,565,-27,0,catchall_60_65,primary,2049
joint,EB-1 / India,0,0,-39338,3693,35645,0,catchall_60_65,primary,2049
joint,EB-1 / China,0,0,-28905,4044,24861,0,catchall_60_65,primary,2049
joint,EB-1 / ROW,0,0,64903,-8565,-56338,0,catchall_60_65,primary,2049
joint,EB-2 / India,0,0,-280554,93083,187471,0,catchall_60_65,primary,2049
joint,EB-2 / China,0,0,-13254,940,12314,0,catchall_60_65,primary,2049
joint,EB-2 / ROW,0,0,285760,-67334,-218426,0,catchall_60_65,primary,2049
joint,EB-3 / India,0,0,-156233,51826,104407,0,catchall_60_65,primary,2049
joint,EB-3 / China,0,0,-18937,4713,14224,0,catchall_60_65,primary,2049
joint,EB-3 / ROW,0,0,186237,-61901,-124336,0,catchall_60_65,primary,2049
joint,EB-4 / India,0,0,3577,-1091,-2486,0,catchall_60_65,primary,2049
joint,EB-4 / China,0,0,3449,-1079,-2370,0,catchall_60_65,primary,2049
joint,EB-4 / ROW,0,0,-9384,1863,7521,0,catchall_60_65,primary,2049
joint,EB-5 / India,0,0,-2166,202,1964,0,catchall_60_65,primary,2049
joint,EB-5 / China,0,0,-6709,1305,5404,0,catchall_60_65,primary,2049
joint,EB-5 / ROW,0,0,8337,-942,-7395,0,catchall_60_65,primary,2049
overall,All,0,0,-3509,22111,-18602,0,catchall_60_65,primary,2050
nationality,India,0,0,-474366,148385,325981,0,catchall_60_65,primary,2050
nationality,China,0,0,-64555,9670,54885,0,catchall_60_65,primary,2050
nationality,ROW,0,0,535412,-135944,-399468,0,catchall_60_65,primary,2050
category,EB-1,0,0,-3295,-885,4180,0,catchall_60_65,primary,2050
category,EB-2,0,0,-8303,27448,-19145,0,catchall_60_65,primary,2050
category,EB-3,0,0,10568,-4242,-6326,0,catchall_60_65,primary,2050
category,EB-4,0,0,-2011,-641,2652,0,catchall_60_65,primary,2050
category,EB-5,0,0,-468,431,37,0,catchall_60_65,primary,2050
joint,EB-1 / India,0,0,-39569,3837,35732,0,catchall_60_65,primary,2050
joint,EB-1 / China,0,0,-28581,3772,24809,0,catchall_60_65,primary,2050
joint,EB-1 / ROW,0,0,64855,-8494,-56361,0,catchall_60_65,primary,2050
joint,EB-2 / India,0,0,-280075,93070,187005,0,catchall_60_65,primary,2050
joint,EB-2 / China,0,0,-13634,879,12755,0,catchall_60_65,primary,2050
joint,EB-2 / ROW,0,0,285406,-66501,-218905,0,catchall_60_65,primary,2050
joint,EB-3 / India,0,0,-156059,52307,103752,0,catchall_60_65,primary,2050
joint,EB-3 / China,0,0,-19117,4828,14289,0,catchall_60_65,primary,2050
joint,EB-3 / ROW,0,0,185744,-61377,-124367,0,catchall_60_65,primary,2050
joint,EB-4 / India,0,0,3442,-1028,-2414,0,catchall_60_65,primary,2050
joint,EB-4 / China,0,0,3426,-1053,-2373,0,catchall_60_65,primary,2050
joint,EB-4 / ROW,0,0,-8879,1440,7439,0,catchall_60_65,primary,2050
joint,EB-5 / India,0,0,-2105,199,1906,0,catchall_60_65,primary,2050
joint,EB-5 / China,0,0,-6649,1244,5405,0,catchall_60_65,primary,2050
joint,EB-5 / ROW,0,0,8286,-1012,-7274,0,catchall_60_65,primary,2050
overall,All,0,0,-3416,21541,-18125,0,catchall_60_65,primary,2051
nationality,India,0,0,-475812,148272,327540,0,catchall_60_65,primary,2051
nationality,China,0,0,-64110,9118,54992,0,catchall_60_65,primary,2051
nationality,ROW,0,0,536506,-135849,-400657,0,catchall_60_65,primary,2051
category,EB-1,0,0,-3300,-709,4009,0,catchall_60_65,primary,2051
category,EB-2,0,0,-8618,26756,-18138,0,catchall_60_65,primary,2051
category,EB-3,0,0,11077,-5578,-5499,0,catchall_60_65,primary,2051
category,EB-4,0,0,-2103,664,1439,0,catchall_60_65,primary,2051
category,EB-5,0,0,-472,408,64,0,catchall_60_65,primary,2051
joint,EB-1 / India,0,0,-39657,3788,35869,0,catchall_60_65,primary,2051
joint,EB-1 / China,0,0,-28723,3917,24806,0,catchall_60_65,primary,2051
joint,EB-1 / ROW,0,0,65080,-8414,-56666,0,catchall_60_65,primary,2051
joint,EB-2 / India,0,0,-280666,93118,187548,0,catchall_60_65,primary,2051
joint,EB-2 / China,0,0,-13500,772,12728,0,catchall_60_65,primary,2051
joint,EB-2 / ROW,0,0,285548,-67134,-218414,0,catchall_60_65,primary,2051
joint,EB-3 / India,0,0,-156786,52368,104418,0,catchall_60_65,primary,2051
joint,EB-3 / China,0,0,-18585,4273,14312,0,catchall_60_65,primary,2051
joint,EB-3 / ROW,0,0,186448,-62219,-124229,0,catchall_60_65,primary,2051
joint,EB-4 / India,0,0,3393,-1199,-2194,0,catchall_60_65,primary,2051
joint,EB-4 / China,0,0,3365,-1030,-2335,0,catchall_60_65,primary,2051
joint,EB-4 / ROW,0,0,-8861,2893,5968,0,catchall_60_65,primary,2051
joint,EB-5 / India,0,0,-2096,197,1899,0,catchall_60_65,primary,2051
joint,EB-5 / China,0,0,-6667,1186,5481,0,catchall_60_65,primary,2051
joint,EB-5 / ROW,0,0,8291,-975,-7316,0,catchall_60_65,primary,2051
overall,All,0,0,-4164,20596,-16432,0,catchall_60_65,primary,2052
nationality,India,0,0,-474546,147881,326665,0,catchall_60_65,primary,2052
nationality,China,0,0,-63798,9245,54553,0,catchall_60_65,primary,2052
nationality,ROW,0,0,534180,-136530,-397650,0,catchall_60_65,primary,2052
category,EB-1,0,0,-3034,-881,3915,0,catchall_60_65,primary,2052
category,EB-2,0,0,-8943,27222,-18279,0,catchall_60_65,primary,2052
category,EB-3,0,0,11041,-4888,-6153,0,catchall_60_65,primary,2052
category,EB-4,0,0,-2658,-1236,3894,0,catchall_60_65,primary,2052
category,EB-5,0,0,-570,379,191,0,catchall_60_65,primary,2052
joint,EB-1 / India,0,0,-39423,3878,35545,0,catchall_60_65,primary,2052
joint,EB-1 / China,0,0,-28581,3724,24857,0,catchall_60_65,primary,2052
joint,EB-1 / ROW,0,0,64970,-8483,-56487,0,catchall_60_65,primary,2052
joint,EB-2 / India,0,0,-280232,93215,187017,0,catchall_60_65,primary,2052
joint,EB-2 / China,0,0,-13484,636,12848,0,catchall_60_65,primary,2052
joint,EB-2 / ROW,0,0,284773,-66629,-218144,0,catchall_60_65,primary,2052
joint,EB-3 / India,0,0,-156379,52007,104372,0,catchall_60_65,primary,2052
joint,EB-3 / China,0,0,-18373,4741,13632,0,catchall_60_65,primary,2052
joint,EB-3 / ROW,0,0,185793,-61636,-124157,0,catchall_60_65,primary,2052
joint,EB-4 / India,0,0,3605,-1392,-2213,0,catchall_60_65,primary,2052
joint,EB-4 / China,0,0,3439,-1080,-2359,0,catchall_60_65,primary,2052
joint,EB-4 / ROW,0,0,-9702,1236,8466,0,catchall_60_65,primary,2052
joint,EB-5 / India,0,0,-2117,173,1944,0,catchall_60_65,primary,2052
joint,EB-5 / China,0,0,-6799,1224,5575,0,catchall_60_65,primary,2052
joint,EB-5 / ROW,0,0,8346,-1018,-7328,0,catchall_60_65,primary,2052
overall,All,0,0,-3865,21511,-17646,0,catchall_60_65,primary,2053
nationality,India,0,0,-474194,146546,327648,0,catchall_60_65,primary,2053
nationality,China,0,0,-64737,9434,55303,0,catchall_60_65,primary,2053
nationality,ROW,0,0,535066,-134469,-400597,0,catchall_60_65,primary,2053
category,EB-1,0,0,-3450,-851,4301,0,catchall_60_65,primary,2053
category,EB-2,0,0,-8943,25426,-16483,0,catchall_60_65,primary,2053
category,EB-3,0,0,11499,-4399,-7100,0,catchall_60_65,primary,2053
category,EB-4,0,0,-2349,933,1416,0,catchall_60_65,primary,2053
category,EB-5,0,0,-622,402,220,0,catchall_60_65,primary,2053
joint,EB-1 / India,0,0,-39533,3746,35787,0,catchall_60_65,primary,2053
joint,EB-1 / China,0,0,-29083,3919,25164,0,catchall_60_65,primary,2053
joint,EB-1 / ROW,0,0,65166,-8516,-56650,0,catchall_60_65,primary,2053
joint,EB-2 / India,0,0,-280236,91955,188281,0,catchall_60_65,primary,2053
joint,EB-2 / China,0,0,-13712,741,12971,0,catchall_60_65,primary,2053
joint,EB-2 / ROW,0,0,285005,-67270,-217735,0,catchall_60_65,primary,2053
joint,EB-3 / India,0,0,-155711,51815,103896,0,catchall_60_65,primary,2053
joint,EB-3 / China,0,0,-18622,4654,13968,0,catchall_60_65,primary,2053
joint,EB-3 / ROW,0,0,185832,-60868,-124964,0,catchall_60_65,primary,2053
joint,EB-4 / India,0,0,3364,-1165,-2199,0,catchall_60_65,primary,2053
joint,EB-4 / China,0,0,3477,-1051,-2426,0,catchall_60_65,primary,2053
joint,EB-4 / ROW,0,0,-9190,3149,6041,0,catchall_60_65,primary,2053
joint,EB-5 / India,0,0,-2078,195,1883,0,catchall_60_65,primary,2053
joint,EB-5 / China,0,0,-6797,1171,5626,0,catchall_60_65,primary,2053
joint,EB-5 / ROW,0,0,8253,-964,-7289,0,catchall_60_65,primary,2053
overall,All,0,0,-4671,20286,-15615,0,catchall_60_65,primary,2054
nationality,India,0,0,-474665,147385,327280,0,catchall_60_65,primary,2054
nationality,China,0,0,-64295,9056,55239,0,catchall_60_65,primary,2054
nationality,ROW,0,0,534289,-136155,-398134,0,catchall_60_65,primary,2054
category,EB-1,0,0,-3295,-922,4217,0,catchall_60_65,primary,2054
category,EB-2,0,0,-9088,26141,-17053,0,catchall_60_65,primary,2054
category,EB-3,0,0,10445,-5451,-4994,0,catchall_60_65,primary,2054
category,EB-4,0,0,-2239,88,2151,0,catchall_60_65,primary,2054
category,EB-5,0,0,-494,430,64,0,catchall_60_65,primary,2054
joint,EB-1 / India,0,0,-39395,3729,35666,0,catchall_60_65,primary,2054
joint,EB-1 / China,0,0,-28687,3833,24854,0,catchall_60_65,primary,2054
joint,EB-1 / ROW,0,0,64787,-8484,-56303,0,catchall_60_65,primary,2054
joint,EB-2 / India,0,0,-280179,92511,187668,0,catchall_60_65,primary,2054
joint,EB-2 / China,0,0,-13775,696,13079,0,catchall_60_65,primary,2054
joint,EB-2 / ROW,0,0,284866,-67066,-217800,0,catchall_60_65,primary,2054
joint,EB-3 / India,0,0,-156589,52186,104403,0,catchall_60_65,primary,2054
joint,EB-3 / China,0,0,-18653,4381,14272,0,catchall_60_65,primary,2054
joint,EB-3 / ROW,0,0,185687,-62018,-123669,0,catchall_60_65,primary,2054
joint,EB-4 / India,0,0,3587,-1245,-2342,0,catchall_60_65,primary,2054
joint,EB-4 / China,0,0,3382,-1070,-2312,0,catchall_60_65,primary,2054
joint,EB-4 / ROW,0,0,-9208,2403,6805,0,catchall_60_65,primary,2054
joint,EB-5 / India,0,0,-2089,204,1885,0,catchall_60_65,primary,2054
joint,EB-5 / China,0,0,-6562,1216,5346,0,catchall_60_65,primary,2054
joint,EB-5 / ROW,0,0,8157,-990,-7167,0,catchall_60_65,primary,2054
overall,All,0,0,-4025,20437,-16412,0,catchall_60_65,primary,2055
nationality,India,0,0,-475052,147008,328044,0,catchall_60_65,primary,2055
nationality,China,0,0,-63918,8864,55054,0,catchall_60_65,primary,2055
nationality,ROW,0,0,534945,-135435,-399510,0,catchall_60_65,primary,2055
category,EB-1,0,0,-3086,-856,3942,0,catchall_60_65,primary,2055
category,EB-2,0,0,-8606,26830,-18224,0,catchall_60_65,primary,2055
category,EB-3,0,0,10372,-5507,-4865,0,catchall_60_65,primary,2055
category,EB-4,0,0,-2272,-346,2618,0,catchall_60_65,primary,2055
category,EB-5,0,0,-433,316,117,0,catchall_60_65,primary,2055
joint,EB-1 / India,0,0,-39746,3830,35916,0,catchall_60_65,primary,2055
joint,EB-1 / China,0,0,-28672,3843,24829,0,catchall_60_65,primary,2055
joint,EB-1 / ROW,0,0,65332,-8529,-56803,0,catchall_60_65,primary,2055
joint,EB-2 / India,0,0,-280426,92902,187524,0,catchall_60_65,primary,2055
joint,EB-2 / China,0,0,-13456,707,12749,0,catchall_60_65,primary,2055
joint,EB-2 / ROW,0,0,285276,-66779,-218497,0,catchall_60_65,primary,2055
joint,EB-3 / India,0,0,-156258,51414,104844,0,catchall_60_65,primary,2055
joint,EB-3 / China,0,0,-18753,4293,14460,0,catchall_60_65,primary,2055
joint,EB-3 / ROW,0,0,185383,-61214,-124169,0,catchall_60_65,primary,2055
joint,EB-4 / India,0,0,3472,-1339,-2133,0,catchall_60_65,primary,2055
joint,EB-4 / China,0,0,3407,-1085,-2322,0,catchall_60_65,primary,2055
joint,EB-4 / ROW,0,0,-9151,2078,7073,0,catchall_60_65,primary,2055
joint,EB-5 / India,0,0,-2094,201,1893,0,catchall_60_65,primary,2055
joint,EB-5 / China,0,0,-6444,1106,5338,0,catchall_60_65,primary,2055
joint,EB-5 / ROW,0,0,8105,-991,-7114,0,catchall_60_65,primary,2055
overall,All,0,0,-3245,20758,-17513,0,catchall_60_65,primary,2056
nationality,India,0,0,-475330,147902,327428,0,catchall_60_65,primary,2056
nationality,China,0,0,-64319,9234,55085,0,catchall_60_65,primary,2056
nationality,ROW,0,0,536404,-136378,-400026,0,catchall_60_65,primary,2056
category,EB-1,0,0,-2996,-766,3762,0,catchall_60_65,primary,2056
category,EB-2,0,0,-8363,27445,-19082,0,catchall_60_65,primary,2056
category,EB-3,0,0,10772,-5256,-5516,0,catchall_60_65,primary,2056
category,EB-4,0,0,-2123,-1162,3285,0,catchall_60_65,primary,2056
category,EB-5,0,0,-535,497,38,0,catchall_60_65,primary,2056
joint,EB-1 / India,0,0,-39546,3706,35840,0,catchall_60_65,primary,2056
joint,EB-1 / China,0,0,-28747,3854,24893,0,catchall_60_65,primary,2056
joint,EB-1 / ROW,0,0,65297,-8326,-56971,0,catchall_60_65,primary,2056
joint,EB-2 / India,0,0,-280763,93750,187013,0,catchall_60_65,primary,2056
joint,EB-2 / China,0,0,-13581,557,13024,0,catchall_60_65,primary,2056
joint,EB-2 / ROW,0,0,285981,-66862,-219119,0,catchall_60_65,primary,2056
joint,EB-3 / India,0,0,-156451,51396,105055,0,catchall_60_65,primary,2056
joint,EB-3 / China,0,0,-18625,4540,14085,0,catchall_60_65,primary,2056
joint,EB-3 / ROW,0,0,185848,-61192,-124656,0,catchall_60_65,primary,2056
joint,EB-4 / India,0,0,3556,-1122,-2434,0,catchall_60_65,primary,2056
joint,EB-4 / China,0,0,3338,-1051,-2287,0,catchall_60_65,primary,2056
joint,EB-4 / ROW,0,0,-9017,1011,8006,0,catchall_60_65,primary,2056
joint,EB-5 / India,0,0,-2126,172,1954,0,catchall_60_65,primary,2056
joint,EB-5 / China,0,0,-6704,1334,5370,0,catchall_60_65,primary,2056
joint,EB-5 / ROW,0,0,8295,-1009,-7286,0,catchall_60_65,primary,2056
overall,All,0,0,-4016,21039,-17023,0,catchall_60_65,primary,2057
nationality,India,0,0,-475852,147848,328004,0,catchall_60_65,primary,2057
nationality,China,0,0,-63856,9621,54235,0,catchall_60_65,primary,2057
nationality,ROW,0,0,535692,-136430,-399262,0,catchall_60_65,primary,2057
category,EB-1,0,0,-3221,-821,4042,0,catchall_60_65,primary,2057
