dimension,group,quantity,policy,value,case,role,seed
category,EB-2,principal_backlog_2024,Historical,508221.0,catchall_60_65,primary,2034
category,EB-3,principal_backlog_2024,Historical,287931.0,catchall_60_65,primary,2034
category,EB-4,principal_backlog_2024,Historical,302140.0,catchall_60_65,primary,2034
category,EB-5,principal_backlog_2024,Historical,19913.0,catchall_60_65,primary,2034
joint,EB-1 / India,principal_backlog_2024,Historical,18864.0,catchall_60_65,primary,2034
joint,EB-1 / China,principal_backlog_2024,Historical,12707.0,catchall_60_65,primary,2034
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2034
joint,EB-2 / India,principal_backlog_2024,Historical,392350.0,catchall_60_65,primary,2034
joint,EB-2 / China,principal_backlog_2024,Historical,71790.0,catchall_60_65,primary,2034
joint,EB-2 / ROW,principal_backlog_2024,Historical,44081.0,catchall_60_65,primary,2034
joint,EB-3 / India,principal_backlog_2024,Historical,174158.0,catchall_60_65,primary,2034
joint,EB-3 / China,principal_backlog_2024,Historical,40153.0,catchall_60_65,primary,2034
joint,EB-3 / ROW,principal_backlog_2024,Historical,73620.0,catchall_60_65,primary,2034
joint,EB-4 / India,principal_backlog_2024,Historical,7108.0,catchall_60_65,primary,2034
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2034
joint,EB-4 / ROW,principal_backlog_2024,Historical,295032.0,catchall_60_65,primary,2034
joint,EB-5 / India,principal_backlog_2024,Historical,2196.0,catchall_60_65,primary,2034
joint,EB-5 / China,principal_backlog_2024,Historical,17717.0,catchall_60_65,primary,2034
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2034
overall,All,age21_events_2009_2024,Historical,22812.0,catchall_60_65,primary,2035
overall,All,principal_exits_2009_2024,Historical,239645.0,catchall_60_65,primary,2035
nationality,India,age21_events_2009_2024,Historical,14051.0,catchall_60_65,primary,2035
nationality,India,principal_exits_2009_2024,Historical,96415.0,catchall_60_65,primary,2035
nationality,China,age21_events_2009_2024,Historical,2070.0,catchall_60_65,primary,2035
nationality,China,principal_exits_2009_2024,Historical,32516.0,catchall_60_65,primary,2035
nationality,ROW,age21_events_2009_2024,Historical,6691.0,catchall_60_65,primary,2035
nationality,ROW,principal_exits_2009_2024,Historical,110714.0,catchall_60_65,primary,2035
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2035
category,EB-1,principal_exits_2009_2024,Historical,2347.0,catchall_60_65,primary,2035
category,EB-2,age21_events_2009_2024,Historical,6277.0,catchall_60_65,primary,2035
category,EB-2,principal_exits_2009_2024,Historical,68503.0,catchall_60_65,primary,2035
category,EB-3,age21_events_2009_2024,Historical,9446.0,catchall_60_65,primary,2035
category,EB-3,principal_exits_2009_2024,Historical,85299.0,catchall_60_65,primary,2035
category,EB-4,age21_events_2009_2024,Historical,6860.0,catchall_60_65,primary,2035
category,EB-4,principal_exits_2009_2024,Historical,81591.0,catchall_60_65,primary,2035
category,EB-5,age21_events_2009_2024,Historical,228.0,catchall_60_65,primary,2035
category,EB-5,principal_exits_2009_2024,Historical,1905.0,catchall_60_65,primary,2035
overall,All,principal_backlog_2024,Historical,1148489.0,catchall_60_65,primary,2035
nationality,India,principal_backlog_2024,Historical,594097.0,catchall_60_65,primary,2035
nationality,China,principal_backlog_2024,Historical,142583.0,catchall_60_65,primary,2035
nationality,ROW,principal_backlog_2024,Historical,411809.0,catchall_60_65,primary,2035
category,EB-1,principal_backlog_2024,Historical,31427.0,catchall_60_65,primary,2035
category,EB-2,principal_backlog_2024,Historical,507984.0,catchall_60_65,primary,2035
category,EB-3,principal_backlog_2024,Historical,287042.0,catchall_60_65,primary,2035
category,EB-4,principal_backlog_2024,Historical,301933.0,catchall_60_65,primary,2035
category,EB-5,principal_backlog_2024,Historical,20103.0,catchall_60_65,primary,2035
joint,EB-1 / India,principal_backlog_2024,Historical,18829.0,catchall_60_65,primary,2035
joint,EB-1 / China,principal_backlog_2024,Historical,12598.0,catchall_60_65,primary,2035
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2035
joint,EB-2 / India,principal_backlog_2024,Historical,392414.0,catchall_60_65,primary,2035
joint,EB-2 / China,principal_backlog_2024,Historical,71837.0,catchall_60_65,primary,2035
joint,EB-2 / ROW,principal_backlog_2024,Historical,43733.0,catchall_60_65,primary,2035
joint,EB-3 / India,principal_backlog_2024,Historical,173504.0,catchall_60_65,primary,2035
joint,EB-3 / China,principal_backlog_2024,Historical,40200.0,catchall_60_65,primary,2035
joint,EB-3 / ROW,principal_backlog_2024,Historical,73338.0,catchall_60_65,primary,2035
joint,EB-4 / India,principal_backlog_2024,Historical,7195.0,catchall_60_65,primary,2035
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2035
joint,EB-4 / ROW,principal_backlog_2024,Historical,294738.0,catchall_60_65,primary,2035
joint,EB-5 / India,principal_backlog_2024,Historical,2155.0,catchall_60_65,primary,2035
joint,EB-5 / China,principal_backlog_2024,Historical,17948.0,catchall_60_65,primary,2035
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2035
overall,All,age21_events_2009_2024,Historical,23249.0,catchall_60_65,primary,2036
overall,All,principal_exits_2009_2024,Historical,239069.0,catchall_60_65,primary,2036
nationality,India,age21_events_2009_2024,Historical,14418.0,catchall_60_65,primary,2036
nationality,India,principal_exits_2009_2024,Historical,96268.0,catchall_60_65,primary,2036
nationality,China,age21_events_2009_2024,Historical,1969.0,catchall_60_65,primary,2036
nationality,China,principal_exits_2009_2024,Historical,32193.0,catchall_60_65,primary,2036
nationality,ROW,age21_events_2009_2024,Historical,6862.0,catchall_60_65,primary,2036
nationality,ROW,principal_exits_2009_2024,Historical,110608.0,catchall_60_65,primary,2036
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2036
category,EB-1,principal_exits_2009_2024,Historical,2290.0,catchall_60_65,primary,2036
category,EB-2,age21_events_2009_2024,Historical,6377.0,catchall_60_65,primary,2036
category,EB-2,principal_exits_2009_2024,Historical,68411.0,catchall_60_65,primary,2036
category,EB-3,age21_events_2009_2024,Historical,9609.0,catchall_60_65,primary,2036
category,EB-3,principal_exits_2009_2024,Historical,84754.0,catchall_60_65,primary,2036
category,EB-4,age21_events_2009_2024,Historical,7069.0,catchall_60_65,primary,2036
category,EB-4,principal_exits_2009_2024,Historical,81668.0,catchall_60_65,primary,2036
category,EB-5,age21_events_2009_2024,Historical,193.0,catchall_60_65,primary,2036
category,EB-5,principal_exits_2009_2024,Historical,1946.0,catchall_60_65,primary,2036
overall,All,principal_backlog_2024,Historical,1148846.0,catchall_60_65,primary,2036
nationality,India,principal_backlog_2024,Historical,594941.0,catchall_60_65,primary,2036
nationality,China,principal_backlog_2024,Historical,142555.0,catchall_60_65,primary,2036
nationality,ROW,principal_backlog_2024,Historical,411350.0,catchall_60_65,primary,2036
category,EB-1,principal_backlog_2024,Historical,31247.0,catchall_60_65,primary,2036
category,EB-2,principal_backlog_2024,Historical,507706.0,catchall_60_65,primary,2036
category,EB-3,principal_backlog_2024,Historical,288347.0,catchall_60_65,primary,2036
category,EB-4,principal_backlog_2024,Historical,301483.0,catchall_60_65,primary,2036
category,EB-5,principal_backlog_2024,Historical,20063.0,catchall_60_65,primary,2036
joint,EB-1 / India,principal_backlog_2024,Historical,18609.0,catchall_60_65,primary,2036
joint,EB-1 / China,principal_backlog_2024,Historical,12638.0,catchall_60_65,primary,2036
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2036
joint,EB-2 / India,principal_backlog_2024,Historical,392692.0,catchall_60_65,primary,2036
joint,EB-2 / China,principal_backlog_2024,Historical,72067.0,catchall_60_65,primary,2036
joint,EB-2 / ROW,principal_backlog_2024,Historical,42947.0,catchall_60_65,primary,2036
joint,EB-3 / India,principal_backlog_2024,Historical,174415.0,catchall_60_65,primary,2036
joint,EB-3 / China,principal_backlog_2024,Historical,39937.0,catchall_60_65,primary,2036
joint,EB-3 / ROW,principal_backlog_2024,Historical,73995.0,catchall_60_65,primary,2036
joint,EB-4 / India,principal_backlog_2024,Historical,7075.0,catchall_60_65,primary,2036
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2036
joint,EB-4 / ROW,principal_backlog_2024,Historical,294408.0,catchall_60_65,primary,2036
joint,EB-5 / India,principal_backlog_2024,Historical,2150.0,catchall_60_65,primary,2036
joint,EB-5 / China,principal_backlog_2024,Historical,17913.0,catchall_60_65,primary,2036
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2036
overall,All,age21_events_2009_2024,Historical,22997.0,catchall_60_65,primary,2037
overall,All,principal_exits_2009_2024,Historical,239031.0,catchall_60_65,primary,2037
nationality,India,age21_events_2009_2024,Historical,14183.0,catchall_60_65,primary,2037
nationality,India,principal_exits_2009_2024,Historical,96134.0,catchall_60_65,primary,2037
nationality,China,age21_events_2009_2024,Historical,2066.0,catchall_60_65,primary,2037
nationality,China,principal_exits_2009_2024,Historical,32145.0,catchall_60_65,primary,2037
nationality,ROW,age21_events_2009_2024,Historical,6748.0,catchall_60_65,primary,2037
nationality,ROW,principal_exits_2009_2024,Historical,110752.0,catchall_60_65,primary,2037
category,EB-1,age21_events_2009_2024,Historical,0.0,catchall_60_65,primary,2037
category,EB-1,principal_exits_2009_2024,Historical,2302.0,catchall_60_65,primary,2037
category,EB-2,age21_events_2009_2024,Historical,6250.0,catchall_60_65,primary,2037
category,EB-2,principal_exits_2009_2024,Historical,68416.0,catchall_60_65,primary,2037
category,EB-3,age21_events_2009_2024,Historical,9604.0,catchall_60_65,primary,2037
category,EB-3,principal_exits_2009_2024,Historical,84418.0,catchall_60_65,primary,2037
category,EB-4,age21_events_2009_2024,Historical,6938.0,catchall_60_65,primary,2037
category,EB-4,principal_exits_2009_2024,Historical,82022.0,catchall_60_65,primary,2037
category,EB-5,age21_events_2009_2024,Historical,205.0,catchall_60_65,primary,2037
category,EB-5,principal_exits_2009_2024,Historical,1873.0,catchall_60_65,primary,2037
overall,All,principal_backlog_2024,Historical,1148669.0,catchall_60_65,primary,2037
nationality,India,principal_backlog_2024,Historical,593993.0,catchall_60_65,primary,2037
nationality,China,principal_backlog_2024,Historical,143294.0,catchall_60_65,primary,2037
nationality,ROW,principal_backlog_2024,Historical,411382.0,catchall_60_65,primary,2037
category,EB-1,principal_backlog_2024,Historical,31474.0,catchall_60_65,primary,2037
category,EB-2,principal_backlog_2024,Historical,507319.0,catchall_60_65,primary,2037
category,EB-3,principal_backlog_2024,Historical,288394.0,catchall_60_65,primary,2037
category,EB-4,principal_backlog_2024,Historical,301414.0,catchall_60_65,primary,2037
category,EB-5,principal_backlog_2024,Historical,20068.0,catchall_60_65,primary,2037
joint,EB-1 / India,principal_backlog_2024,Historical,18689.0,catchall_60_65,primary,2037
joint,EB-1 / China,principal_backlog_2024,Historical,12785.0,catchall_60_65,primary,2037
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2037
joint,EB-2 / India,principal_backlog_2024,Historical,392061.0,catchall_60_65,primary,2037
joint,EB-2 / China,principal_backlog_2024,Historical,71834.0,catchall_60_65,primary,2037
joint,EB-2 / ROW,principal_backlog_2024,Historical,43424.0,catchall_60_65,primary,2037
joint,EB-3 / India,principal_backlog_2024,Historical,174050.0,catchall_60_65,primary,2037
joint,EB-3 / China,principal_backlog_2024,Historical,40699.0,catchall_60_65,primary,2037
joint,EB-3 / ROW,principal_backlog_2024,Historical,73645.0,catchall_60_65,primary,2037
joint,EB-4 / India,principal_backlog_2024,Historical,7101.0,catchall_60_65,primary,2037
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2037
joint,EB-4 / ROW,principal_backlog_2024,Historical,294313.0,catchall_60_65,primary,2037
joint,EB-5 / India,principal_backlog_2024,Historical,2092.0,catchall_60_65,primary,2037
joint,EB-5 / China,principal_backlog_2024,Historical,17976.0,catchall_60_65,primary,2037
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2037
overall,All,age21_events_2009_2024,Historical,23330.0,catchall_60_65,primary,2038
overall,All,principal_exits_2009_2024,Historical,239304.0,catchall_60_65,primary,2038
nationality,India,age21_events_2009_2024,Historical,14344.0,catchall_60_65,primary,2038
nationality,India,principal_exits_2009_2024,Historical,96005.0,catchall_60_65,primary,2038
nationality,China,age21_events_2009_2024,Historical,2024.0,catchall_60_65,primary,2038
nationality,China,principal_exits_2009_2024,Historical,32427.0,catchall_60_65,primary,2038
nationality,ROW,age21_events_2009_2024,Historical,6962.0,catchall_60_65,primary,2038
nationality,ROW,principal_exits_2009_2024,Historical,110872.0,catchall_60_65,primary,2038
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2038
category,EB-1,principal_exits_2009_2024,Historical,2328.0,catchall_60_65,primary,2038
category,EB-2,age21_events_2009_2024,Historical,6171.0,catchall_60_65,primary,2038
category,EB-2,principal_exits_2009_2024,Historical,68483.0,catchall_60_65,primary,2038
category,EB-3,age21_events_2009_2024,Historical,9812.0,catchall_60_65,primary,2038
category,EB-3,principal_exits_2009_2024,Historical,84835.0,catchall_60_65,primary,2038
category,EB-4,age21_events_2009_2024,Historical,7126.0,catchall_60_65,primary,2038
category,EB-4,principal_exits_2009_2024,Historical,81681.0,catchall_60_65,primary,2038
category,EB-5,age21_events_2009_2024,Historical,218.0,catchall_60_65,primary,2038
category,EB-5,principal_exits_2009_2024,Historical,1977.0,catchall_60_65,primary,2038
overall,All,principal_backlog_2024,Historical,1147626.0,catchall_60_65,primary,2038
nationality,India,principal_backlog_2024,Historical,593319.0,catchall_60_65,primary,2038
nationality,China,principal_backlog_2024,Historical,142845.0,catchall_60_65,primary,2038
nationality,ROW,principal_backlog_2024,Historical,411462.0,catchall_60_65,primary,2038
category,EB-1,principal_backlog_2024,Historical,30901.0,catchall_60_65,primary,2038
category,EB-2,principal_backlog_2024,Historical,507146.0,catchall_60_65,primary,2038
category,EB-3,principal_backlog_2024,Historical,287520.0,catchall_60_65,primary,2038
category,EB-4,principal_backlog_2024,Historical,301929.0,catchall_60_65,primary,2038
category,EB-5,principal_backlog_2024,Historical,20130.0,catchall_60_65,primary,2038
joint,EB-1 / India,principal_backlog_2024,Historical,18316.0,catchall_60_65,primary,2038
joint,EB-1 / China,principal_backlog_2024,Historical,12585.0,catchall_60_65,primary,2038
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2038
joint,EB-2 / India,principal_backlog_2024,Historical,391807.0,catchall_60_65,primary,2038
joint,EB-2 / China,principal_backlog_2024,Historical,71861.0,catchall_60_65,primary,2038
joint,EB-2 / ROW,principal_backlog_2024,Historical,43478.0,catchall_60_65,primary,2038
joint,EB-3 / India,principal_backlog_2024,Historical,174082.0,catchall_60_65,primary,2038
joint,EB-3 / China,principal_backlog_2024,Historical,40346.0,catchall_60_65,primary,2038
joint,EB-3 / ROW,principal_backlog_2024,Historical,73092.0,catchall_60_65,primary,2038
joint,EB-4 / India,principal_backlog_2024,Historical,7037.0,catchall_60_65,primary,2038
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2038
joint,EB-4 / ROW,principal_backlog_2024,Historical,294892.0,catchall_60_65,primary,2038
joint,EB-5 / India,principal_backlog_2024,Historical,2077.0,catchall_60_65,primary,2038
joint,EB-5 / China,principal_backlog_2024,Historical,18053.0,catchall_60_65,primary,2038
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2038
overall,All,age21_events_2009_2024,Historical,23357.0,catchall_60_65,primary,2039
overall,All,principal_exits_2009_2024,Historical,239611.0,catchall_60_65,primary,2039
