dimension,group,quantity,policy,value,case,role,seed
joint,EB-1 / China,principal_backlog_2024,Historical,12766.0,catchall_60_65,primary,2039
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2039
joint,EB-2 / India,principal_backlog_2024,Historical,391780.0,catchall_60_65,primary,2039
joint,EB-2 / China,principal_backlog_2024,Historical,71812.0,catchall_60_65,primary,2039
joint,EB-2 / ROW,principal_backlog_2024,Historical,43639.0,catchall_60_65,primary,2039
joint,EB-3 / India,principal_backlog_2024,Historical,173294.0,catchall_60_65,primary,2039
joint,EB-3 / China,principal_backlog_2024,Historical,40085.0,catchall_60_65,primary,2039
joint,EB-3 / ROW,principal_backlog_2024,Historical,74265.0,catchall_60_65,primary,2039
joint,EB-4 / India,principal_backlog_2024,Historical,7180.0,catchall_60_65,primary,2039
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2039
joint,EB-4 / ROW,principal_backlog_2024,Historical,294301.0,catchall_60_65,primary,2039
joint,EB-5 / India,principal_backlog_2024,Historical,2098.0,catchall_60_65,primary,2039
joint,EB-5 / China,principal_backlog_2024,Historical,17988.0,catchall_60_65,primary,2039
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2039
overall,All,age21_events_2009_2024,Historical,23096.0,catchall_60_65,primary,2040
overall,All,principal_exits_2009_2024,Historical,239287.0,catchall_60_65,primary,2040
nationality,India,age21_events_2009_2024,Historical,14043.0,catchall_60_65,primary,2040
nationality,India,principal_exits_2009_2024,Historical,96072.0,catchall_60_65,primary,2040
nationality,China,age21_events_2009_2024,Historical,2110.0,catchall_60_65,primary,2040
nationality,China,principal_exits_2009_2024,Historical,32436.0,catchall_60_65,primary,2040
nationality,ROW,age21_events_2009_2024,Historical,6943.0,catchall_60_65,primary,2040
nationality,ROW,principal_exits_2009_2024,Historical,110779.0,catchall_60_65,primary,2040
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2040
category,EB-1,principal_exits_2009_2024,Historical,2338.0,catchall_60_65,primary,2040
category,EB-2,age21_events_2009_2024,Historical,6307.0,catchall_60_65,primary,2040
category,EB-2,principal_exits_2009_2024,Historical,68161.0,catchall_60_65,primary,2040
category,EB-3,age21_events_2009_2024,Historical,9440.0,catchall_60_65,primary,2040
category,EB-3,principal_exits_2009_2024,Historical,84685.0,catchall_60_65,primary,2040
category,EB-4,age21_events_2009_2024,Historical,7140.0,catchall_60_65,primary,2040
category,EB-4,principal_exits_2009_2024,Historical,82132.0,catchall_60_65,primary,2040
category,EB-5,age21_events_2009_2024,Historical,207.0,catchall_60_65,primary,2040
category,EB-5,principal_exits_2009_2024,Historical,1971.0,catchall_60_65,primary,2040
overall,All,principal_backlog_2024,Historical,1148796.0,catchall_60_65,primary,2040
nationality,India,principal_backlog_2024,Historical,594511.0,catchall_60_65,primary,2040
nationality,China,principal_backlog_2024,Historical,142254.0,catchall_60_65,primary,2040
nationality,ROW,principal_backlog_2024,Historical,412031.0,catchall_60_65,primary,2040
category,EB-1,principal_backlog_2024,Historical,31694.0,catchall_60_65,primary,2040
category,EB-2,principal_backlog_2024,Historical,508153.0,catchall_60_65,primary,2040
category,EB-3,principal_backlog_2024,Historical,287729.0,catchall_60_65,primary,2040
category,EB-4,principal_backlog_2024,Historical,301309.0,catchall_60_65,primary,2040
category,EB-5,principal_backlog_2024,Historical,19911.0,catchall_60_65,primary,2040
joint,EB-1 / India,principal_backlog_2024,Historical,18856.0,catchall_60_65,primary,2040
joint,EB-1 / China,principal_backlog_2024,Historical,12838.0,catchall_60_65,primary,2040
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2040
joint,EB-2 / India,principal_backlog_2024,Historical,392541.0,catchall_60_65,primary,2040
joint,EB-2 / China,principal_backlog_2024,Historical,71733.0,catchall_60_65,primary,2040
joint,EB-2 / ROW,principal_backlog_2024,Historical,43879.0,catchall_60_65,primary,2040
joint,EB-3 / India,principal_backlog_2024,Historical,173866.0,catchall_60_65,primary,2040
joint,EB-3 / China,principal_backlog_2024,Historical,39914.0,catchall_60_65,primary,2040
joint,EB-3 / ROW,principal_backlog_2024,Historical,73949.0,catchall_60_65,primary,2040
joint,EB-4 / India,principal_backlog_2024,Historical,7106.0,catchall_60_65,primary,2040
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2040
joint,EB-4 / ROW,principal_backlog_2024,Historical,294203.0,catchall_60_65,primary,2040
joint,EB-5 / India,principal_backlog_2024,Historical,2142.0,catchall_60_65,primary,2040
joint,EB-5 / China,principal_backlog_2024,Historical,17769.0,catchall_60_65,primary,2040
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2040
overall,All,age21_events_2009_2024,Historical,23413.0,catchall_60_65,primary,2041
overall,All,principal_exits_2009_2024,Historical,239138.0,catchall_60_65,primary,2041
nationality,India,age21_events_2009_2024,Historical,14266.0,catchall_60_65,primary,2041
nationality,India,principal_exits_2009_2024,Historical,96380.0,catchall_60_65,primary,2041
nationality,China,age21_events_2009_2024,Historical,2128.0,catchall_60_65,primary,2041
nationality,China,principal_exits_2009_2024,Historical,32125.0,catchall_60_65,primary,2041
nationality,ROW,age21_events_2009_2024,Historical,7019.0,catchall_60_65,primary,2041
nationality,ROW,principal_exits_2009_2024,Historical,110633.0,catchall_60_65,primary,2041
category,EB-1,age21_events_2009_2024,Historical,4.0,catchall_60_65,primary,2041
category,EB-1,principal_exits_2009_2024,Historical,2326.0,catchall_60_65,primary,2041
category,EB-2,age21_events_2009_2024,Historical,6304.0,catchall_60_65,primary,2041
category,EB-2,principal_exits_2009_2024,Historical,68206.0,catchall_60_65,primary,2041
category,EB-3,age21_events_2009_2024,Historical,9693.0,catchall_60_65,primary,2041
category,EB-3,principal_exits_2009_2024,Historical,84714.0,catchall_60_65,primary,2041
category,EB-4,age21_events_2009_2024,Historical,7217.0,catchall_60_65,primary,2041
category,EB-4,principal_exits_2009_2024,Historical,81944.0,catchall_60_65,primary,2041
category,EB-5,age21_events_2009_2024,Historical,195.0,catchall_60_65,primary,2041
category,EB-5,principal_exits_2009_2024,Historical,1948.0,catchall_60_65,primary,2041
overall,All,principal_backlog_2024,Historical,1148646.0,catchall_60_65,primary,2041
nationality,India,principal_backlog_2024,Historical,594320.0,catchall_60_65,primary,2041
nationality,China,principal_backlog_2024,Historical,142182.0,catchall_60_65,primary,2041
nationality,ROW,principal_backlog_2024,Historical,412144.0,catchall_60_65,primary,2041
category,EB-1,principal_backlog_2024,Historical,31499.0,catchall_60_65,primary,2041
category,EB-2,principal_backlog_2024,Historical,507196.0,catchall_60_65,primary,2041
category,EB-3,principal_backlog_2024,Historical,288089.0,catchall_60_65,primary,2041
category,EB-4,principal_backlog_2024,Historical,301739.0,catchall_60_65,primary,2041
category,EB-5,principal_backlog_2024,Historical,20123.0,catchall_60_65,primary,2041
joint,EB-1 / India,principal_backlog_2024,Historical,18798.0,catchall_60_65,primary,2041
joint,EB-1 / China,principal_backlog_2024,Historical,12701.0,catchall_60_65,primary,2041
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2041
joint,EB-2 / India,principal_backlog_2024,Historical,392000.0,catchall_60_65,primary,2041
joint,EB-2 / China,principal_backlog_2024,Historical,71517.0,catchall_60_65,primary,2041
joint,EB-2 / ROW,principal_backlog_2024,Historical,43679.0,catchall_60_65,primary,2041
joint,EB-3 / India,principal_backlog_2024,Historical,174233.0,catchall_60_65,primary,2041
joint,EB-3 / China,principal_backlog_2024,Historical,40074.0,catchall_60_65,primary,2041
joint,EB-3 / ROW,principal_backlog_2024,Historical,73782.0,catchall_60_65,primary,2041
joint,EB-4 / India,principal_backlog_2024,Historical,7056.0,catchall_60_65,primary,2041
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2041
joint,EB-4 / ROW,principal_backlog_2024,Historical,294683.0,catchall_60_65,primary,2041
joint,EB-5 / India,principal_backlog_2024,Historical,2233.0,catchall_60_65,primary,2041
joint,EB-5 / China,principal_backlog_2024,Historical,17890.0,catchall_60_65,primary,2041
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2041
overall,All,age21_events_2009_2024,Historical,23382.0,catchall_60_65,primary,2042
overall,All,principal_exits_2009_2024,Historical,239487.0,catchall_60_65,primary,2042
nationality,India,age21_events_2009_2024,Historical,14396.0,catchall_60_65,primary,2042
nationality,India,principal_exits_2009_2024,Historical,96241.0,catchall_60_65,primary,2042
nationality,China,age21_events_2009_2024,Historical,2114.0,catchall_60_65,primary,2042
nationality,China,principal_exits_2009_2024,Historical,32393.0,catchall_60_65,primary,2042
nationality,ROW,age21_events_2009_2024,Historical,6872.0,catchall_60_65,primary,2042
nationality,ROW,principal_exits_2009_2024,Historical,110853.0,catchall_60_65,primary,2042
category,EB-1,age21_events_2009_2024,Historical,0.0,catchall_60_65,primary,2042
category,EB-1,principal_exits_2009_2024,Historical,2412.0,catchall_60_65,primary,2042
category,EB-2,age21_events_2009_2024,Historical,6407.0,catchall_60_65,primary,2042
category,EB-2,principal_exits_2009_2024,Historical,68559.0,catchall_60_65,primary,2042
category,EB-3,age21_events_2009_2024,Historical,9617.0,catchall_60_65,primary,2042
category,EB-3,principal_exits_2009_2024,Historical,84828.0,catchall_60_65,primary,2042
category,EB-4,age21_events_2009_2024,Historical,7128.0,catchall_60_65,primary,2042
category,EB-4,principal_exits_2009_2024,Historical,81731.0,catchall_60_65,primary,2042
category,EB-5,age21_events_2009_2024,Historical,230.0,catchall_60_65,primary,2042
category,EB-5,principal_exits_2009_2024,Historical,1957.0,catchall_60_65,primary,2042
overall,All,principal_backlog_2024,Historical,1147615.0,catchall_60_65,primary,2042
nationality,India,principal_backlog_2024,Historical,592863.0,catchall_60_65,primary,2042
nationality,China,principal_backlog_2024,Historical,142060.0,catchall_60_65,primary,2042
nationality,ROW,principal_backlog_2024,Historical,412692.0,catchall_60_65,primary,2042
category,EB-1,principal_backlog_2024,Historical,30969.0,catchall_60_65,primary,2042
category,EB-2,principal_backlog_2024,Historical,507066.0,catchall_60_65,primary,2042
category,EB-3,principal_backlog_2024,Historical,287933.0,catchall_60_65,primary,2042
category,EB-4,principal_backlog_2024,Historical,301675.0,catchall_60_65,primary,2042
category,EB-5,principal_backlog_2024,Historical,19972.0,catchall_60_65,primary,2042
joint,EB-1 / India,principal_backlog_2024,Historical,18342.0,catchall_60_65,primary,2042
joint,EB-1 / China,principal_backlog_2024,Historical,12627.0,catchall_60_65,primary,2042
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2042
joint,EB-2 / India,principal_backlog_2024,Historical,391394.0,catchall_60_65,primary,2042
joint,EB-2 / China,principal_backlog_2024,Historical,71607.0,catchall_60_65,primary,2042
joint,EB-2 / ROW,principal_backlog_2024,Historical,44065.0,catchall_60_65,primary,2042
joint,EB-3 / India,principal_backlog_2024,Historical,173661.0,catchall_60_65,primary,2042
joint,EB-3 / China,principal_backlog_2024,Historical,40057.0,catchall_60_65,primary,2042
joint,EB-3 / ROW,principal_backlog_2024,Historical,74215.0,catchall_60_65,primary,2042
joint,EB-4 / India,principal_backlog_2024,Historical,7263.0,catchall_60_65,primary,2042
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2042
joint,EB-4 / ROW,principal_backlog_2024,Historical,294412.0,catchall_60_65,primary,2042
joint,EB-5 / India,principal_backlog_2024,Historical,2203.0,catchall_60_65,primary,2042
joint,EB-5 / China,principal_backlog_2024,Historical,17769.0,catchall_60_65,primary,2042
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2042
overall,All,age21_events_2009_2024,Historical,23476.0,catchall_60_65,primary,2043
overall,All,principal_exits_2009_2024,Historical,239035.0,catchall_60_65,primary,2043
nationality,India,age21_events_2009_2024,Historical,14402.0,catchall_60_65,primary,2043
nationality,India,principal_exits_2009_2024,Historical,96250.0,catchall_60_65,primary,2043
nationality,China,age21_events_2009_2024,Historical,2084.0,catchall_60_65,primary,2043
nationality,China,principal_exits_2009_2024,Historical,32264.0,catchall_60_65,primary,2043
nationality,ROW,age21_events_2009_2024,Historical,6990.0,catchall_60_65,primary,2043
nationality,ROW,principal_exits_2009_2024,Historical,110521.0,catchall_60_65,primary,2043
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2043
category,EB-1,principal_exits_2009_2024,Historical,2270.0,catchall_60_65,primary,2043
category,EB-2,age21_events_2009_2024,Historical,6459.0,catchall_60_65,primary,2043
category,EB-2,principal_exits_2009_2024,Historical,68171.0,catchall_60_65,primary,2043
category,EB-3,age21_events_2009_2024,Historical,9618.0,catchall_60_65,primary,2043
category,EB-3,principal_exits_2009_2024,Historical,84969.0,catchall_60_65,primary,2043
category,EB-4,age21_events_2009_2024,Historical,7174.0,catchall_60_65,primary,2043
category,EB-4,principal_exits_2009_2024,Historical,81715.0,catchall_60_65,primary,2043
category,EB-5,age21_events_2009_2024,Historical,224.0,catchall_60_65,primary,2043
category,EB-5,principal_exits_2009_2024,Historical,1910.0,catchall_60_65,primary,2043
overall,All,principal_backlog_2024,Historical,1149214.0,catchall_60_65,primary,2043
nationality,India,principal_backlog_2024,Historical,593807.0,catchall_60_65,primary,2043
nationality,China,principal_backlog_2024,Historical,143015.0,catchall_60_65,primary,2043
nationality,ROW,principal_backlog_2024,Historical,412392.0,catchall_60_65,primary,2043
category,EB-1,principal_backlog_2024,Historical,31274.0,catchall_60_65,primary,2043
category,EB-2,principal_backlog_2024,Historical,508273.0,catchall_60_65,primary,2043
category,EB-3,principal_backlog_2024,Historical,287851.0,catchall_60_65,primary,2043
category,EB-4,principal_backlog_2024,Historical,301709.0,catchall_60_65,primary,2043
category,EB-5,principal_backlog_2024,Historical,20107.0,catchall_60_65,primary,2043
joint,EB-1 / India,principal_backlog_2024,Historical,18643.0,catchall_60_65,primary,2043
joint,EB-1 / China,principal_backlog_2024,Historical,12631.0,catchall_60_65,primary,2043
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2043
joint,EB-2 / India,principal_backlog_2024,Historical,392182.0,catchall_60_65,primary,2043
joint,EB-2 / China,principal_backlog_2024,Historical,72175.0,catchall_60_65,primary,2043
joint,EB-2 / ROW,principal_backlog_2024,Historical,43916.0,catchall_60_65,primary,2043
joint,EB-3 / India,principal_backlog_2024,Historical,173664.0,catchall_60_65,primary,2043
joint,EB-3 / China,principal_backlog_2024,Historical,40302.0,catchall_60_65,primary,2043
joint,EB-3 / ROW,principal_backlog_2024,Historical,73885.0,catchall_60_65,primary,2043
joint,EB-4 / India,principal_backlog_2024,Historical,7118.0,catchall_60_65,primary,2043
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2043
joint,EB-4 / ROW,principal_backlog_2024,Historical,294591.0,catchall_60_65,primary,2043
joint,EB-5 / India,principal_backlog_2024,Historical,2200.0,catchall_60_65,primary,2043
joint,EB-5 / China,principal_backlog_2024,Historical,17907.0,catchall_60_65,primary,2043
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2043
overall,All,age21_events_2009_2024,Historical,23421.0,catchall_60_65,primary,2044
overall,All,principal_exits_2009_2024,Historical,238992.0,catchall_60_65,primary,2044
nationality,India,age21_events_2009_2024,Historical,14464.0,catchall_60_65,primary,2044
nationality,India,principal_exits_2009_2024,Historical,96169.0,catchall_60_65,primary,2044
nationality,China,age21_events_2009_2024,Historical,2076.0,catchall_60_65,primary,2044
nationality,China,principal_exits_2009_2024,Historical,32148.0,catchall_60_65,primary,2044
nationality,ROW,age21_events_2009_2024,Historical,6881.0,catchall_60_65,primary,2044
nationality,ROW,principal_exits_2009_2024,Historical,110675.0,catchall_60_65,primary,2044
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2044
category,EB-1,principal_exits_2009_2024,Historical,2280.0,catchall_60_65,primary,2044
category,EB-2,age21_events_2009_2024,Historical,6530.0,catchall_60_65,primary,2044
category,EB-2,principal_exits_2009_2024,Historical,68470.0,catchall_60_65,primary,2044
category,EB-3,age21_events_2009_2024,Historical,9579.0,catchall_60_65,primary,2044
category,EB-3,principal_exits_2009_2024,Historical,84804.0,catchall_60_65,primary,2044
category,EB-4,age21_events_2009_2024,Historical,7093.0,catchall_60_65,primary,2044
category,EB-4,principal_exits_2009_2024,Historical,81557.0,catchall_60_65,primary,2044
category,EB-5,age21_events_2009_2024,Historical,218.0,catchall_60_65,primary,2044
category,EB-5,principal_exits_2009_2024,Historical,1881.0,catchall_60_65,primary,2044
overall,All,principal_backlog_2024,Historical,1149651.0,catchall_60_65,primary,2044
nationality,India,principal_backlog_2024,Historical,594203.0,catchall_60_65,primary,2044
nationality,China,principal_backlog_2024,Historical,142617.0,catchall_60_65,primary,2044
nationality,ROW,principal_backlog_2024,Historical,412831.0,catchall_60_65,primary,2044
category,EB-1,principal_backlog_2024,Historical,31779.0,catchall_60_65,primary,2044
category,EB-2,principal_backlog_2024,Historical,507841.0,catchall_60_65,primary,2044
category,EB-3,principal_backlog_2024,Historical,288017.0,catchall_60_65,primary,2044
category,EB-4,principal_backlog_2024,Historical,301960.0,catchall_60_65,primary,2044
category,EB-5,principal_backlog_2024,Historical,20054.0,catchall_60_65,primary,2044
joint,EB-1 / India,principal_backlog_2024,Historical,19032.0,catchall_60_65,primary,2044
joint,EB-1 / China,principal_backlog_2024,Historical,12747.0,catchall_60_65,primary,2044
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2044
joint,EB-2 / India,principal_backlog_2024,Historical,391788.0,catchall_60_65,primary,2044
joint,EB-2 / China,principal_backlog_2024,Historical,71750.0,catchall_60_65,primary,2044
joint,EB-2 / ROW,principal_backlog_2024,Historical,44303.0,catchall_60_65,primary,2044
joint,EB-3 / India,principal_backlog_2024,Historical,174111.0,catchall_60_65,primary,2044
joint,EB-3 / China,principal_backlog_2024,Historical,40174.0,catchall_60_65,primary,2044
joint,EB-3 / ROW,principal_backlog_2024,Historical,73732.0,catchall_60_65,primary,2044
joint,EB-4 / India,principal_backlog_2024,Historical,7164.0,catchall_60_65,primary,2044
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2044
joint,EB-4 / ROW,principal_backlog_2024,Historical,294796.0,catchall_60_65,primary,2044
joint,EB-5 / India,principal_backlog_2024,Historical,2108.0,catchall_60_65,primary,2044
joint,EB-5 / China,principal_backlog_2024,Historical,17946.0,catchall_60_65,primary,2044
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2044
overall,All,age21_events_2009_2024,Historical,23350.0,catchall_60_65,primary,2045
overall,All,principal_exits_2009_2024,Historical,238875.0,catchall_60_65,primary,2045
nationality,India,age21_events_2009_2024,Historical,14149.0,catchall_60_65,primary,2045
nationality,India,principal_exits_2009_2024,Historical,96321.0,catchall_60_65,primary,2045
nationality,China,age21_events_2009_2024,Historical,2166.0,catchall_60_65,primary,2045
nationality,China,principal_exits_2009_2024,Historical,32359.0,catchall_60_65,primary,2045
nationality,ROW,age21_events_2009_2024,Historical,7035.0,catchall_60_65,primary,2045
nationality,ROW,principal_exits_2009_2024,Historical,110195.0,catchall_60_65,primary,2045
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2045
category,EB-1,principal_exits_2009_2024,Historical,2420.0,catchall_60_65,primary,2045
category,EB-2,age21_events_2009_2024,Historical,6217.0,catchall_60_65,primary,2045
category,EB-2,principal_exits_2009_2024,Historical,68483.0,catchall_60_65,primary,2045
category,EB-3,age21_events_2009_2024,Historical,9720.0,catchall_60_65,primary,2045
category,EB-3,principal_exits_2009_2024,Historical,84180.0,catchall_60_65,primary,2045
category,EB-4,age21_events_2009_2024,Historical,7170.0,catchall_60_65,primary,2045
category,EB-4,principal_exits_2009_2024,Historical,81834.0,catchall_60_65,primary,2045
category,EB-5,age21_events_2009_2024,Historical,240.0,catchall_60_65,primary,2045
category,EB-5,principal_exits_2009_2024,Historical,1958.0,catchall_60_65,primary,2045
overall,All,principal_backlog_2024,Historical,1149040.0,catchall_60_65,primary,2045
nationality,India,principal_backlog_2024,Historical,595619.0,catchall_60_65,primary,2045
nationality,China,principal_backlog_2024,Historical,143168.0,catchall_60_65,primary,2045
nationality,ROW,principal_backlog_2024,Historical,410253.0,catchall_60_65,primary,2045
category,EB-1,principal_backlog_2024,Historical,31419.0,catchall_60_65,primary,2045
category,EB-2,principal_backlog_2024,Historical,507478.0,catchall_60_65,primary,2045
category,EB-3,principal_backlog_2024,Historical,288113.0,catchall_60_65,primary,2045
category,EB-4,principal_backlog_2024,Historical,301775.0,catchall_60_65,primary,2045
category,EB-5,principal_backlog_2024,Historical,20255.0,catchall_60_65,primary,2045
joint,EB-1 / India,principal_backlog_2024,Historical,18650.0,catchall_60_65,primary,2045
joint,EB-1 / China,principal_backlog_2024,Historical,12769.0,catchall_60_65,primary,2045
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2045
joint,EB-2 / India,principal_backlog_2024,Historical,392824.0,catchall_60_65,primary,2045
joint,EB-2 / China,principal_backlog_2024,Historical,71776.0,catchall_60_65,primary,2045
joint,EB-2 / ROW,principal_backlog_2024,Historical,42878.0,catchall_60_65,primary,2045
joint,EB-3 / India,principal_backlog_2024,Historical,174994.0,catchall_60_65,primary,2045
joint,EB-3 / China,principal_backlog_2024,Historical,40532.0,catchall_60_65,primary,2045
joint,EB-3 / ROW,principal_backlog_2024,Historical,72587.0,catchall_60_65,primary,2045
joint,EB-4 / India,principal_backlog_2024,Historical,6987.0,catchall_60_65,primary,2045
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2045
joint,EB-4 / ROW,principal_backlog_2024,Historical,294788.0,catchall_60_65,primary,2045
joint,EB-5 / India,principal_backlog_2024,Historical,2164.0,catchall_60_65,primary,2045
joint,EB-5 / China,principal_backlog_2024,Historical,18091.0,catchall_60_65,primary,2045
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2045
overall,All,age21_events_2009_2024,Historical,23266.0,catchall_60_65,primary,2046
overall,All,principal_exits_2009_2024,Historical,239466.0,catchall_60_65,primary,2046
nationality,India,age21_events_2009_2024,Historical,14199.0,catchall_60_65,primary,2046
nationality,India,principal_exits_2009_2024,Historical,96034.0,catchall_60_65,primary,2046
nationality,China,age21_events_2009_2024,Historical,2062.0,catchall_60_65,primary,2046
nationality,China,principal_exits_2009_2024,Historical,32689.0,catchall_60_65,primary,2046
nationality,ROW,age21_events_2009_2024,Historical,7005.0,catchall_60_65,primary,2046
nationality,ROW,principal_exits_2009_2024,Historical,110743.0,catchall_60_65,primary,2046
category,EB-1,age21_events_2009_2024,Historical,0.0,catchall_60_65,primary,2046
category,EB-1,principal_exits_2009_2024,Historical,2410.0,catchall_60_65,primary,2046
category,EB-2,age21_events_2009_2024,Historical,6351.0,catchall_60_65,primary,2046
category,EB-2,principal_exits_2009_2024,Historical,68415.0,catchall_60_65,primary,2046
category,EB-3,age21_events_2009_2024,Historical,9570.0,catchall_60_65,primary,2046
category,EB-3,principal_exits_2009_2024,Historical,84384.0,catchall_60_65,primary,2046
category,EB-4,age21_events_2009_2024,Historical,7160.0,catchall_60_65,primary,2046
category,EB-4,principal_exits_2009_2024,Historical,82293.0,catchall_60_65,primary,2046
category,EB-5,age21_events_2009_2024,Historical,185.0,catchall_60_65,primary,2046
category,EB-5,principal_exits_2009_2024,Historical,1964.0,catchall_60_65,primary,2046
overall,All,principal_backlog_2024,Historical,1148368.0,catchall_60_65,primary,2046
nationality,India,principal_backlog_2024,Historical,593661.0,catchall_60_65,primary,2046
nationality,China,principal_backlog_2024,Historical,142832.0,catchall_60_65,primary,2046
nationality,ROW,principal_backlog_2024,Historical,411875.0,catchall_60_65,primary,2046
category,EB-1,principal_backlog_2024,Historical,31657.0,catchall_60_65,primary,2046
category,EB-2,principal_backlog_2024,Historical,507440.0,catchall_60_65,primary,2046
category,EB-3,principal_backlog_2024,Historical,287934.0,catchall_60_65,primary,2046
category,EB-4,principal_backlog_2024,Historical,301284.0,catchall_60_65,primary,2046
category,EB-5,principal_backlog_2024,Historical,20053.0,catchall_60_65,primary,2046
joint,EB-1 / India,principal_backlog_2024,Historical,18804.0,catchall_60_65,primary,2046
joint,EB-1 / China,principal_backlog_2024,Historical,12853.0,catchall_60_65,primary,2046
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2046
joint,EB-2 / India,principal_backlog_2024,Historical,391279.0,catchall_60_65,primary,2046
joint,EB-2 / China,principal_backlog_2024,Historical,71959.0,catchall_60_65,primary,2046
joint,EB-2 / ROW,principal_backlog_2024,Historical,44202.0,catchall_60_65,primary,2046
joint,EB-3 / India,principal_backlog_2024,Historical,174393.0,catchall_60_65,primary,2046
joint,EB-3 / China,principal_backlog_2024,Historical,40049.0,catchall_60_65,primary,2046
joint,EB-3 / ROW,principal_backlog_2024,Historical,73492.0,catchall_60_65,primary,2046
joint,EB-4 / India,principal_backlog_2024,Historical,7103.0,catchall_60_65,primary,2046
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2046
joint,EB-4 / ROW,principal_backlog_2024,Historical,294181.0,catchall_60_65,primary,2046
joint,EB-5 / India,principal_backlog_2024,Historical,2082.0,catchall_60_65,primary,2046
joint,EB-5 / China,principal_backlog_2024,Historical,17971.0,catchall_60_65,primary,2046
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2046
overall,All,age21_events_2009_2024,Historical,23320.0,catchall_60_65,primary,2047
overall,All,principal_exits_2009_2024,Historical,239370.0,catchall_60_65,primary,2047
nationality,India,age21_events_2009_2024,Historical,14234.0,catchall_60_65,primary,2047
nationality,India,principal_exits_2009_2024,Historical,96731.0,catchall_60_65,primary,2047
nationality,China,age21_events_2009_2024,Historical,1991.0,catchall_60_65,primary,2047
nationality,China,principal_exits_2009_2024,Historical,32150.0,catchall_60_65,primary,2047
nationality,ROW,age21_events_2009_2024,Historical,7095.0,catchall_60_65,primary,2047
nationality,ROW,principal_exits_2009_2024,Historical,110489.0,catchall_60_65,primary,2047
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2047
category,EB-1,principal_exits_2009_2024,Historical,2404.0,catchall_60_65,primary,2047
category,EB-2,age21_events_2009_2024,Historical,6332.0,catchall_60_65,primary,2047
category,EB-2,principal_exits_2009_2024,Historical,68657.0,catchall_60_65,primary,2047
category,EB-3,age21_events_2009_2024,Historical,9517.0,catchall_60_65,primary,2047
category,EB-3,principal_exits_2009_2024,Historical,84907.0,catchall_60_65,primary,2047
category,EB-4,age21_events_2009_2024,Historical,7291.0,catchall_60_65,primary,2047
category,EB-4,principal_exits_2009_2024,Historical,81507.0,catchall_60_65,primary,2047
category,EB-5,age21_events_2009_2024,Historical,178.0,catchall_60_65,primary,2047
category,EB-5,principal_exits_2009_2024,Historical,1895.0,catchall_60_65,primary,2047
overall,All,principal_backlog_2024,Historical,1149654.0,catchall_60_65,primary,2047
nationality,India,principal_backlog_2024,Historical,594977.0,catchall_60_65,primary,2047
nationality,China,principal_backlog_2024,Historical,142346.0,catchall_60_65,primary,2047
nationality,ROW,principal_backlog_2024,Historical,412331.0,catchall_60_65,primary,2047
category,EB-1,principal_backlog_2024,Historical,31701.0,catchall_60_65,primary,2047
category,EB-2,principal_backlog_2024,Historical,508004.0,catchall_60_65,primary,2047
