dimension,group,quantity,policy,value,case,role,seed
category,EB-4,principal_exits_2025_2040,Capped,520164.0,catchall_60_65,primary,2039
category,EB-4,principal_exits_2025_2040,Uncapped,520131.0,catchall_60_65,primary,2039
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,33.0,catchall_60_65,primary,2039
category,EB-4,principal_backlog_2040,Capped,1023189.0,catchall_60_65,primary,2039
category,EB-4,principal_backlog_2040,Uncapped,1020875.0,catchall_60_65,primary,2039
category,EB-4,principal_backlog_2040,Capped minus uncapped,2314.0,catchall_60_65,primary,2039
category,EB-5,age21_events_2025_2040,Capped,1080.0,catchall_60_65,primary,2039
category,EB-5,age21_events_2025_2040,Uncapped,581.0,catchall_60_65,primary,2039
category,EB-5,age21_events_2025_2040,Capped minus uncapped,499.0,catchall_60_65,primary,2039
category,EB-5,principal_exits_2025_2040,Capped,3826.0,catchall_60_65,primary,2039
category,EB-5,principal_exits_2025_2040,Uncapped,3416.0,catchall_60_65,primary,2039
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,410.0,catchall_60_65,primary,2039
category,EB-5,principal_backlog_2040,Capped,26702.0,catchall_60_65,primary,2039
category,EB-5,principal_backlog_2040,Uncapped,26535.0,catchall_60_65,primary,2039
category,EB-5,principal_backlog_2040,Capped minus uncapped,167.0,catchall_60_65,primary,2039
joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1326.0,catchall_60_65,primary,2039
joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,913.0,catchall_60_65,primary,2039
joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,-603.0,catchall_60_65,primary,2039
joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,75941.0,catchall_60_65,primary,2039
joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,449.0,catchall_60_65,primary,2039
joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,-34530.0,catchall_60_65,primary,2039
joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,43431.0,catchall_60_65,primary,2039
joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,2126.0,catchall_60_65,primary,2039
joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,-22352.0,catchall_60_65,primary,2039
joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,-785.0,catchall_60_65,primary,2039
joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,-124.0,catchall_60_65,primary,2039
joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,776.0,catchall_60_65,primary,2039
joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,178.0,catchall_60_65,primary,2039
joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,574.0,catchall_60_65,primary,2039
joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,-253.0,catchall_60_65,primary,2039
overall,All,age21_events_2025_2040,Capped,267267.0,catchall_60_65,primary,2040
overall,All,age21_events_2025_2040,Uncapped,199718.0,catchall_60_65,primary,2040
overall,All,age21_events_2025_2040,Capped minus uncapped,67549.0,catchall_60_65,primary,2040
overall,All,principal_exits_2025_2040,Capped,1094147.0,catchall_60_65,primary,2040
overall,All,principal_exits_2025_2040,Uncapped,1073165.0,catchall_60_65,primary,2040
overall,All,principal_exits_2025_2040,Capped minus uncapped,20982.0,catchall_60_65,primary,2040
overall,All,principal_conversions_2025_2040,Capped,1262941.0,catchall_60_65,primary,2040
overall,All,principal_conversions_2025_2040,Uncapped,1266301.0,catchall_60_65,primary,2040
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-3360.0,catchall_60_65,primary,2040
overall,All,principal_backlog_2040,Capped,2773516.0,catchall_60_65,primary,2040
overall,All,principal_backlog_2040,Uncapped,2791138.0,catchall_60_65,primary,2040
overall,All,principal_backlog_2040,Capped minus uncapped,-17622.0,catchall_60_65,primary,2040
nationality,India,age21_events_2025_2040,Capped,193751.0,catchall_60_65,primary,2040
nationality,India,age21_events_2025_2040,Uncapped,73772.0,catchall_60_65,primary,2040
nationality,India,age21_events_2025_2040,Capped minus uncapped,119979.0,catchall_60_65,primary,2040
nationality,India,principal_exits_2025_2040,Capped,334867.0,catchall_60_65,primary,2040
nationality,India,principal_exits_2025_2040,Uncapped,187708.0,catchall_60_65,primary,2040
nationality,India,principal_exits_2025_2040,Capped minus uncapped,147159.0,catchall_60_65,primary,2040
nationality,India,principal_backlog_2040,Capped,1077745.0,catchall_60_65,primary,2040
nationality,India,principal_backlog_2040,Uncapped,749764.0,catchall_60_65,primary,2040
nationality,India,principal_backlog_2040,Capped minus uncapped,327981.0,catchall_60_65,primary,2040
nationality,China,age21_events_2025_2040,Capped,18986.0,catchall_60_65,primary,2040
nationality,China,age21_events_2025_2040,Uncapped,14791.0,catchall_60_65,primary,2040
nationality,China,age21_events_2025_2040,Capped minus uncapped,4195.0,catchall_60_65,primary,2040
nationality,China,principal_exits_2025_2040,Capped,104524.0,catchall_60_65,primary,2040
nationality,China,principal_exits_2025_2040,Uncapped,95856.0,catchall_60_65,primary,2040
nationality,China,principal_exits_2025_2040,Capped minus uncapped,8668.0,catchall_60_65,primary,2040
nationality,China,principal_backlog_2040,Capped,342418.0,catchall_60_65,primary,2040
nationality,China,principal_backlog_2040,Uncapped,287650.0,catchall_60_65,primary,2040
nationality,China,principal_backlog_2040,Capped minus uncapped,54768.0,catchall_60_65,primary,2040
nationality,ROW,age21_events_2025_2040,Capped,54530.0,catchall_60_65,primary,2040
nationality,ROW,age21_events_2025_2040,Uncapped,111155.0,catchall_60_65,primary,2040
nationality,ROW,age21_events_2025_2040,Capped minus uncapped,-56625.0,catchall_60_65,primary,2040
nationality,ROW,principal_exits_2025_2040,Capped,654756.0,catchall_60_65,primary,2040
nationality,ROW,principal_exits_2025_2040,Uncapped,789601.0,catchall_60_65,primary,2040
nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,-134845.0,catchall_60_65,primary,2040
nationality,ROW,principal_backlog_2040,Capped,1353353.0,catchall_60_65,primary,2040
nationality,ROW,principal_backlog_2040,Uncapped,1753724.0,catchall_60_65,primary,2040
nationality,ROW,principal_backlog_2040,Capped minus uncapped,-400371.0,catchall_60_65,primary,2040
category,EB-1,age21_events_2025_2040,Capped,2558.0,catchall_60_65,primary,2040
category,EB-1,age21_events_2025_2040,Uncapped,798.0,catchall_60_65,primary,2040
category,EB-1,age21_events_2025_2040,Capped minus uncapped,1760.0,catchall_60_65,primary,2040
category,EB-1,principal_exits_2025_2040,Capped,15880.0,catchall_60_65,primary,2040
category,EB-1,principal_exits_2025_2040,Uncapped,16664.0,catchall_60_65,primary,2040
category,EB-1,principal_exits_2025_2040,Capped minus uncapped,-784.0,catchall_60_65,primary,2040
category,EB-1,principal_backlog_2040,Capped,129505.0,catchall_60_65,primary,2040
category,EB-1,principal_backlog_2040,Uncapped,125566.0,catchall_60_65,primary,2040
category,EB-1,principal_backlog_2040,Capped minus uncapped,3939.0,catchall_60_65,primary,2040
category,EB-2,age21_events_2025_2040,Capped,150521.0,catchall_60_65,primary,2040
category,EB-2,age21_events_2025_2040,Uncapped,108589.0,catchall_60_65,primary,2040
category,EB-2,age21_events_2025_2040,Capped minus uncapped,41932.0,catchall_60_65,primary,2040
category,EB-2,principal_exits_2025_2040,Capped,308915.0,catchall_60_65,primary,2040
category,EB-2,principal_exits_2025_2040,Uncapped,283460.0,catchall_60_65,primary,2040
category,EB-2,principal_exits_2025_2040,Capped minus uncapped,25455.0,catchall_60_65,primary,2040
category,EB-2,principal_backlog_2040,Capped,1042160.0,catchall_60_65,primary,2040
category,EB-2,principal_backlog_2040,Uncapped,1059949.0,catchall_60_65,primary,2040
category,EB-2,principal_backlog_2040,Capped minus uncapped,-17789.0,catchall_60_65,primary,2040
category,EB-3,age21_events_2025_2040,Capped,63356.0,catchall_60_65,primary,2040
category,EB-3,age21_events_2025_2040,Uncapped,40226.0,catchall_60_65,primary,2040
category,EB-3,age21_events_2025_2040,Capped minus uncapped,23130.0,catchall_60_65,primary,2040
category,EB-3,principal_exits_2025_2040,Capped,245115.0,catchall_60_65,primary,2040
category,EB-3,principal_exits_2025_2040,Uncapped,250148.0,catchall_60_65,primary,2040
category,EB-3,principal_exits_2025_2040,Capped minus uncapped,-5033.0,catchall_60_65,primary,2040
category,EB-3,principal_backlog_2040,Capped,552569.0,catchall_60_65,primary,2040
category,EB-3,principal_backlog_2040,Uncapped,557777.0,catchall_60_65,primary,2040
category,EB-3,principal_backlog_2040,Capped minus uncapped,-5208.0,catchall_60_65,primary,2040
category,EB-4,age21_events_2025_2040,Capped,49690.0,catchall_60_65,primary,2040
category,EB-4,age21_events_2025_2040,Uncapped,49504.0,catchall_60_65,primary,2040
category,EB-4,age21_events_2025_2040,Capped minus uncapped,186.0,catchall_60_65,primary,2040
category,EB-4,principal_exits_2025_2040,Capped,520412.0,catchall_60_65,primary,2040
category,EB-4,principal_exits_2025_2040,Uncapped,519480.0,catchall_60_65,primary,2040
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,932.0,catchall_60_65,primary,2040
category,EB-4,principal_backlog_2040,Capped,1022626.0,catchall_60_65,primary,2040
category,EB-4,principal_backlog_2040,Uncapped,1021355.0,catchall_60_65,primary,2040
category,EB-4,principal_backlog_2040,Capped minus uncapped,1271.0,catchall_60_65,primary,2040
category,EB-5,age21_events_2025_2040,Capped,1142.0,catchall_60_65,primary,2040
category,EB-5,age21_events_2025_2040,Uncapped,601.0,catchall_60_65,primary,2040
category,EB-5,age21_events_2025_2040,Capped minus uncapped,541.0,catchall_60_65,primary,2040
category,EB-5,principal_exits_2025_2040,Capped,3825.0,catchall_60_65,primary,2040
category,EB-5,principal_exits_2025_2040,Uncapped,3413.0,catchall_60_65,primary,2040
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,412.0,catchall_60_65,primary,2040
category,EB-5,principal_backlog_2040,Capped,26656.0,catchall_60_65,primary,2040
category,EB-5,principal_backlog_2040,Uncapped,26491.0,catchall_60_65,primary,2040
category,EB-5,principal_backlog_2040,Capped minus uncapped,165.0,catchall_60_65,primary,2040
joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1451.0,catchall_60_65,primary,2040
joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,950.0,catchall_60_65,primary,2040
joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,-641.0,catchall_60_65,primary,2040
joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,75817.0,catchall_60_65,primary,2040
joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,557.0,catchall_60_65,primary,2040
joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,-34442.0,catchall_60_65,primary,2040
joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,43390.0,catchall_60_65,primary,2040
joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,2195.0,catchall_60_65,primary,2040
joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,-22455.0,catchall_60_65,primary,2040
joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,-851.0,catchall_60_65,primary,2040
joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,-123.0,catchall_60_65,primary,2040
joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,1160.0,catchall_60_65,primary,2040
joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,172.0,catchall_60_65,primary,2040
joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,616.0,catchall_60_65,primary,2040
joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,-247.0,catchall_60_65,primary,2040
overall,All,age21_events_2025_2040,Capped,266465.0,catchall_60_65,primary,2041
overall,All,age21_events_2025_2040,Uncapped,199642.0,catchall_60_65,primary,2041
overall,All,age21_events_2025_2040,Capped minus uncapped,66823.0,catchall_60_65,primary,2041
overall,All,principal_exits_2025_2040,Capped,1093896.0,catchall_60_65,primary,2041
overall,All,principal_exits_2025_2040,Uncapped,1072742.0,catchall_60_65,primary,2041
overall,All,principal_exits_2025_2040,Capped minus uncapped,21154.0,catchall_60_65,primary,2041
overall,All,principal_conversions_2025_2040,Capped,1263661.0,catchall_60_65,primary,2041
overall,All,principal_conversions_2025_2040,Uncapped,1266824.0,catchall_60_65,primary,2041
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-3163.0,catchall_60_65,primary,2041
overall,All,principal_backlog_2040,Capped,2772897.0,catchall_60_65,primary,2041
overall,All,principal_backlog_2040,Uncapped,2790888.0,catchall_60_65,primary,2041
overall,All,principal_backlog_2040,Capped minus uncapped,-17991.0,catchall_60_65,primary,2041
nationality,India,age21_events_2025_2040,Capped,193416.0,catchall_60_65,primary,2041
nationality,India,age21_events_2025_2040,Uncapped,73701.0,catchall_60_65,primary,2041
nationality,India,age21_events_2025_2040,Capped minus uncapped,119715.0,catchall_60_65,primary,2041
nationality,India,principal_exits_2025_2040,Capped,334737.0,catchall_60_65,primary,2041
nationality,India,principal_exits_2025_2040,Uncapped,186779.0,catchall_60_65,primary,2041
nationality,India,principal_exits_2025_2040,Capped minus uncapped,147958.0,catchall_60_65,primary,2041
nationality,India,principal_backlog_2040,Capped,1076576.0,catchall_60_65,primary,2041
nationality,India,principal_backlog_2040,Uncapped,749362.0,catchall_60_65,primary,2041
nationality,India,principal_backlog_2040,Capped minus uncapped,327214.0,catchall_60_65,primary,2041
nationality,China,age21_events_2025_2040,Capped,18777.0,catchall_60_65,primary,2041
nationality,China,age21_events_2025_2040,Uncapped,14623.0,catchall_60_65,primary,2041
nationality,China,age21_events_2025_2040,Capped minus uncapped,4154.0,catchall_60_65,primary,2041
nationality,China,principal_exits_2025_2040,Capped,104784.0,catchall_60_65,primary,2041
nationality,China,principal_exits_2025_2040,Uncapped,95406.0,catchall_60_65,primary,2041
nationality,China,principal_exits_2025_2040,Capped minus uncapped,9378.0,catchall_60_65,primary,2041
nationality,China,principal_backlog_2040,Capped,341342.0,catchall_60_65,primary,2041
nationality,China,principal_backlog_2040,Uncapped,287063.0,catchall_60_65,primary,2041
nationality,China,principal_backlog_2040,Capped minus uncapped,54279.0,catchall_60_65,primary,2041
nationality,ROW,age21_events_2025_2040,Capped,54272.0,catchall_60_65,primary,2041
nationality,ROW,age21_events_2025_2040,Uncapped,111318.0,catchall_60_65,primary,2041
nationality,ROW,age21_events_2025_2040,Capped minus uncapped,-57046.0,catchall_60_65,primary,2041
nationality,ROW,principal_exits_2025_2040,Capped,654375.0,catchall_60_65,primary,2041
nationality,ROW,principal_exits_2025_2040,Uncapped,790557.0,catchall_60_65,primary,2041
nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,-136182.0,catchall_60_65,primary,2041
nationality,ROW,principal_backlog_2040,Capped,1354979.0,catchall_60_65,primary,2041
nationality,ROW,principal_backlog_2040,Uncapped,1754463.0,catchall_60_65,primary,2041
nationality,ROW,principal_backlog_2040,Capped minus uncapped,-399484.0,catchall_60_65,primary,2041
category,EB-1,age21_events_2025_2040,Capped,2470.0,catchall_60_65,primary,2041
category,EB-1,age21_events_2025_2040,Uncapped,691.0,catchall_60_65,primary,2041
category,EB-1,age21_events_2025_2040,Capped minus uncapped,1779.0,catchall_60_65,primary,2041
category,EB-1,principal_exits_2025_2040,Capped,15899.0,catchall_60_65,primary,2041
category,EB-1,principal_exits_2025_2040,Uncapped,16556.0,catchall_60_65,primary,2041
category,EB-1,principal_exits_2025_2040,Capped minus uncapped,-657.0,catchall_60_65,primary,2041
category,EB-1,principal_backlog_2040,Capped,129266.0,catchall_60_65,primary,2041
category,EB-1,principal_backlog_2040,Uncapped,125111.0,catchall_60_65,primary,2041
category,EB-1,principal_backlog_2040,Capped minus uncapped,4155.0,catchall_60_65,primary,2041
category,EB-2,age21_events_2025_2040,Capped,149882.0,catchall_60_65,primary,2041
category,EB-2,age21_events_2025_2040,Uncapped,108709.0,catchall_60_65,primary,2041
category,EB-2,age21_events_2025_2040,Capped minus uncapped,41173.0,catchall_60_65,primary,2041
category,EB-2,principal_exits_2025_2040,Capped,309403.0,catchall_60_65,primary,2041
category,EB-2,principal_exits_2025_2040,Uncapped,282816.0,catchall_60_65,primary,2041
category,EB-2,principal_exits_2025_2040,Capped minus uncapped,26587.0,catchall_60_65,primary,2041
category,EB-2,principal_backlog_2040,Capped,1040886.0,catchall_60_65,primary,2041
category,EB-2,principal_backlog_2040,Uncapped,1059333.0,catchall_60_65,primary,2041
category,EB-2,principal_backlog_2040,Capped minus uncapped,-18447.0,catchall_60_65,primary,2041
category,EB-3,age21_events_2025_2040,Capped,63482.0,catchall_60_65,primary,2041
category,EB-3,age21_events_2025_2040,Uncapped,39905.0,catchall_60_65,primary,2041
category,EB-3,age21_events_2025_2040,Capped minus uncapped,23577.0,catchall_60_65,primary,2041
category,EB-3,principal_exits_2025_2040,Capped,245548.0,catchall_60_65,primary,2041
category,EB-3,principal_exits_2025_2040,Uncapped,250669.0,catchall_60_65,primary,2041
category,EB-3,principal_exits_2025_2040,Capped minus uncapped,-5121.0,catchall_60_65,primary,2041
category,EB-3,principal_backlog_2040,Capped,551788.0,catchall_60_65,primary,2041
category,EB-3,principal_backlog_2040,Uncapped,557934.0,catchall_60_65,primary,2041
category,EB-3,principal_backlog_2040,Capped minus uncapped,-6146.0,catchall_60_65,primary,2041
category,EB-4,age21_events_2025_2040,Capped,49572.0,catchall_60_65,primary,2041
category,EB-4,age21_events_2025_2040,Uncapped,49746.0,catchall_60_65,primary,2041
category,EB-4,age21_events_2025_2040,Capped minus uncapped,-174.0,catchall_60_65,primary,2041
category,EB-4,principal_exits_2025_2040,Capped,519259.0,catchall_60_65,primary,2041
category,EB-4,principal_exits_2025_2040,Uncapped,519352.0,catchall_60_65,primary,2041
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,-93.0,catchall_60_65,primary,2041
category,EB-4,principal_backlog_2040,Capped,1024016.0,catchall_60_65,primary,2041
category,EB-4,principal_backlog_2040,Uncapped,1021645.0,catchall_60_65,primary,2041
category,EB-4,principal_backlog_2040,Capped minus uncapped,2371.0,catchall_60_65,primary,2041
category,EB-5,age21_events_2025_2040,Capped,1059.0,catchall_60_65,primary,2041
category,EB-5,age21_events_2025_2040,Uncapped,591.0,catchall_60_65,primary,2041
category,EB-5,age21_events_2025_2040,Capped minus uncapped,468.0,catchall_60_65,primary,2041
category,EB-5,principal_exits_2025_2040,Capped,3787.0,catchall_60_65,primary,2041
category,EB-5,principal_exits_2025_2040,Uncapped,3349.0,catchall_60_65,primary,2041
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,438.0,catchall_60_65,primary,2041
category,EB-5,principal_backlog_2040,Capped,26941.0,catchall_60_65,primary,2041
category,EB-5,principal_backlog_2040,Uncapped,26865.0,catchall_60_65,primary,2041
category,EB-5,principal_backlog_2040,Capped minus uncapped,76.0,catchall_60_65,primary,2041
joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1422.0,catchall_60_65,primary,2041
joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,908.0,catchall_60_65,primary,2041
joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,-551.0,catchall_60_65,primary,2041
joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,75218.0,catchall_60_65,primary,2041
joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,593.0,catchall_60_65,primary,2041
joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,-34638.0,catchall_60_65,primary,2041
joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,43695.0,catchall_60_65,primary,2041
joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,2219.0,catchall_60_65,primary,2041
joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,-22337.0,catchall_60_65,primary,2041
joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,-791.0,catchall_60_65,primary,2041
joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,-125.0,catchall_60_65,primary,2041
joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,742.0,catchall_60_65,primary,2041
joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,171.0,catchall_60_65,primary,2041
joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,559.0,catchall_60_65,primary,2041
joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,-262.0,catchall_60_65,primary,2041
overall,All,age21_events_2025_2040,Capped,265900.0,catchall_60_65,primary,2042
overall,All,age21_events_2025_2040,Uncapped,200433.0,catchall_60_65,primary,2042
overall,All,age21_events_2025_2040,Capped minus uncapped,65467.0,catchall_60_65,primary,2042
overall,All,principal_exits_2025_2040,Capped,1093325.0,catchall_60_65,primary,2042
overall,All,principal_exits_2025_2040,Uncapped,1073305.0,catchall_60_65,primary,2042
overall,All,principal_exits_2025_2040,Capped minus uncapped,20020.0,catchall_60_65,primary,2042
overall,All,principal_conversions_2025_2040,Capped,1262744.0,catchall_60_65,primary,2042
overall,All,principal_conversions_2025_2040,Uncapped,1266814.0,catchall_60_65,primary,2042
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-4070.0,catchall_60_65,primary,2042
overall,All,principal_backlog_2040,Capped,2773354.0,catchall_60_65,primary,2042
overall,All,principal_backlog_2040,Uncapped,2789304.0,catchall_60_65,primary,2042
overall,All,principal_backlog_2040,Capped minus uncapped,-15950.0,catchall_60_65,primary,2042
nationality,India,age21_events_2025_2040,Capped,193063.0,catchall_60_65,primary,2042
nationality,India,age21_events_2025_2040,Uncapped,73647.0,catchall_60_65,primary,2042
nationality,India,age21_events_2025_2040,Capped minus uncapped,119416.0,catchall_60_65,primary,2042
nationality,India,principal_exits_2025_2040,Capped,334484.0,catchall_60_65,primary,2042
nationality,India,principal_exits_2025_2040,Uncapped,187532.0,catchall_60_65,primary,2042
nationality,India,principal_exits_2025_2040,Capped minus uncapped,146952.0,catchall_60_65,primary,2042
nationality,India,principal_backlog_2040,Capped,1075873.0,catchall_60_65,primary,2042
nationality,India,principal_backlog_2040,Uncapped,748287.0,catchall_60_65,primary,2042
nationality,India,principal_backlog_2040,Capped minus uncapped,327586.0,catchall_60_65,primary,2042
nationality,China,age21_events_2025_2040,Capped,18525.0,catchall_60_65,primary,2042
nationality,China,age21_events_2025_2040,Uncapped,14672.0,catchall_60_65,primary,2042
nationality,China,age21_events_2025_2040,Capped minus uncapped,3853.0,catchall_60_65,primary,2042
nationality,China,principal_exits_2025_2040,Capped,104499.0,catchall_60_65,primary,2042
nationality,China,principal_exits_2025_2040,Uncapped,95589.0,catchall_60_65,primary,2042
nationality,China,principal_exits_2025_2040,Capped minus uncapped,8910.0,catchall_60_65,primary,2042
nationality,China,principal_backlog_2040,Capped,341778.0,catchall_60_65,primary,2042
nationality,China,principal_backlog_2040,Uncapped,286559.0,catchall_60_65,primary,2042
nationality,China,principal_backlog_2040,Capped minus uncapped,55219.0,catchall_60_65,primary,2042
nationality,ROW,age21_events_2025_2040,Capped,54312.0,catchall_60_65,primary,2042
nationality,ROW,age21_events_2025_2040,Uncapped,112114.0,catchall_60_65,primary,2042
nationality,ROW,age21_events_2025_2040,Capped minus uncapped,-57802.0,catchall_60_65,primary,2042
nationality,ROW,principal_exits_2025_2040,Capped,654342.0,catchall_60_65,primary,2042
nationality,ROW,principal_exits_2025_2040,Uncapped,790184.0,catchall_60_65,primary,2042
nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,-135842.0,catchall_60_65,primary,2042
nationality,ROW,principal_backlog_2040,Capped,1355703.0,catchall_60_65,primary,2042
nationality,ROW,principal_backlog_2040,Uncapped,1754458.0,catchall_60_65,primary,2042
nationality,ROW,principal_backlog_2040,Capped minus uncapped,-398755.0,catchall_60_65,primary,2042
category,EB-1,age21_events_2025_2040,Capped,2423.0,catchall_60_65,primary,2042
category,EB-1,age21_events_2025_2040,Uncapped,770.0,catchall_60_65,primary,2042
category,EB-1,age21_events_2025_2040,Capped minus uncapped,1653.0,catchall_60_65,primary,2042
category,EB-1,principal_exits_2025_2040,Capped,15914.0,catchall_60_65,primary,2042
category,EB-1,principal_exits_2025_2040,Uncapped,16597.0,catchall_60_65,primary,2042
category,EB-1,principal_exits_2025_2040,Capped minus uncapped,-683.0,catchall_60_65,primary,2042
category,EB-1,principal_backlog_2040,Capped,128847.0,catchall_60_65,primary,2042
category,EB-1,principal_backlog_2040,Uncapped,124654.0,catchall_60_65,primary,2042
category,EB-1,principal_backlog_2040,Capped minus uncapped,4193.0,catchall_60_65,primary,2042
category,EB-2,age21_events_2025_2040,Capped,149107.0,catchall_60_65,primary,2042
category,EB-2,age21_events_2025_2040,Uncapped,108718.0,catchall_60_65,primary,2042
category,EB-2,age21_events_2025_2040,Capped minus uncapped,40389.0,catchall_60_65,primary,2042
category,EB-2,principal_exits_2025_2040,Capped,309430.0,catchall_60_65,primary,2042
category,EB-2,principal_exits_2025_2040,Uncapped,283518.0,catchall_60_65,primary,2042
category,EB-2,principal_exits_2025_2040,Capped minus uncapped,25912.0,catchall_60_65,primary,2042
category,EB-2,principal_backlog_2040,Capped,1041319.0,catchall_60_65,primary,2042
category,EB-2,principal_backlog_2040,Uncapped,1058361.0,catchall_60_65,primary,2042
category,EB-2,principal_backlog_2040,Capped minus uncapped,-17042.0,catchall_60_65,primary,2042
category,EB-3,age21_events_2025_2040,Capped,63729.0,catchall_60_65,primary,2042
category,EB-3,age21_events_2025_2040,Uncapped,40522.0,catchall_60_65,primary,2042
category,EB-3,age21_events_2025_2040,Capped minus uncapped,23207.0,catchall_60_65,primary,2042
category,EB-3,principal_exits_2025_2040,Capped,244517.0,catchall_60_65,primary,2042
category,EB-3,principal_exits_2025_2040,Uncapped,249629.0,catchall_60_65,primary,2042
category,EB-3,principal_exits_2025_2040,Capped minus uncapped,-5112.0,catchall_60_65,primary,2042
category,EB-3,principal_backlog_2040,Capped,552878.0,catchall_60_65,primary,2042
category,EB-3,principal_backlog_2040,Uncapped,558855.0,catchall_60_65,primary,2042
category,EB-3,principal_backlog_2040,Capped minus uncapped,-5977.0,catchall_60_65,primary,2042
category,EB-4,age21_events_2025_2040,Capped,49560.0,catchall_60_65,primary,2042
category,EB-4,age21_events_2025_2040,Uncapped,49865.0,catchall_60_65,primary,2042
category,EB-4,age21_events_2025_2040,Capped minus uncapped,-305.0,catchall_60_65,primary,2042
category,EB-4,principal_exits_2025_2040,Capped,519693.0,catchall_60_65,primary,2042
category,EB-4,principal_exits_2025_2040,Uncapped,520216.0,catchall_60_65,primary,2042
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,-523.0,catchall_60_65,primary,2042
category,EB-4,principal_backlog_2040,Capped,1023528.0,catchall_60_65,primary,2042
category,EB-4,principal_backlog_2040,Uncapped,1020818.0,catchall_60_65,primary,2042
category,EB-4,principal_backlog_2040,Capped minus uncapped,2710.0,catchall_60_65,primary,2042
category,EB-5,age21_events_2025_2040,Capped,1081.0,catchall_60_65,primary,2042
category,EB-5,age21_events_2025_2040,Uncapped,558.0,catchall_60_65,primary,2042
category,EB-5,age21_events_2025_2040,Capped minus uncapped,523.0,catchall_60_65,primary,2042
category,EB-5,principal_exits_2025_2040,Capped,3771.0,catchall_60_65,primary,2042
category,EB-5,principal_exits_2025_2040,Uncapped,3345.0,catchall_60_65,primary,2042
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,426.0,catchall_60_65,primary,2042
category,EB-5,principal_backlog_2040,Capped,26782.0,catchall_60_65,primary,2042
category,EB-5,principal_backlog_2040,Uncapped,26616.0,catchall_60_65,primary,2042
category,EB-5,principal_backlog_2040,Capped minus uncapped,166.0,catchall_60_65,primary,2042
