case,year,category,nationality,modeled_visas,n_runs,visas_issued,residual_model_minus_observed
historical_replay,2016,EB-4,China,107.0,1,107,0.0
historical_replay,2016,EB-4,India,720.0,1,720,0.0
historical_replay,2016,EB-4,ROW,9202.0,1,9202,0.0
historical_replay,2016,EB-5,China,7516.0,1,7516,0.0
historical_replay,2016,EB-5,India,149.0,1,149,0.0
historical_replay,2016,EB-5,ROW,2282.0,1,2282,0.0
historical_replay,2017,EB-1,China,6337.0,1,6337,0.0
historical_replay,2017,EB-1,India,13082.0,1,13082,0.0
historical_replay,2017,EB-1,ROW,22409.0,1,22409,0.0
historical_replay,2017,EB-2,China,2559.0,1,2559,0.0
historical_replay,2017,EB-2,India,2879.0,1,2879,0.0
historical_replay,2017,EB-2,ROW,34523.0,1,34523,0.0
historical_replay,2017,EB-3,China,2524.0,1,2524,0.0
historical_replay,2017,EB-3,India,6641.0,1,6641,0.0
historical_replay,2017,EB-3,ROW,28605.0,1,28605,0.0
historical_replay,2017,EB-4,China,116.0,1,116,0.0
historical_replay,2017,EB-4,India,790.0,1,790,0.0
historical_replay,2017,EB-4,ROW,9049.0,1,9049,0.0
historical_replay,2017,EB-5,China,7567.0,1,7567,0.0
historical_replay,2017,EB-5,India,174.0,1,174,0.0
historical_replay,2017,EB-5,ROW,2349.0,1,2349,0.0
historical_replay,2018,EB-1,China,6582.0,1,6582,0.0
historical_replay,2018,EB-1,India,10967.0,1,10967,0.0
historical_replay,2018,EB-1,ROW,21972.0,1,21972,0.0
historical_replay,2018,EB-2,China,2681.0,1,2681,0.0
historical_replay,2018,EB-2,India,4096.0,1,4096,0.0
historical_replay,2018,EB-2,ROW,33864.0,1,33864,0.0
historical_replay,2018,EB-3,China,4392.0,1,4392,0.0
historical_replay,2018,EB-3,India,6112.0,1,6112,0.0
historical_replay,2018,EB-3,ROW,29462.0,1,29462,0.0
historical_replay,2018,EB-4,China,158.0,1,158,0.0
historical_replay,2018,EB-4,India,764.0,1,764,0.0
historical_replay,2018,EB-4,ROW,8831.0,1,8831,0.0
historical_replay,2018,EB-5,China,4642.0,1,4642,0.0
historical_replay,2018,EB-5,India,585.0,1,585,0.0
historical_replay,2018,EB-5,ROW,4375.0,1,4375,0.0
historical_replay,2019,EB-1,China,5284.0,1,5284,0.0
historical_replay,2019,EB-1,India,9008.0,1,9008,0.0
historical_replay,2019,EB-1,ROW,25800.0,1,25800,0.0
historical_replay,2019,EB-2,China,3369.0,1,3369,0.0
historical_replay,2019,EB-2,India,2908.0,1,2908,0.0
historical_replay,2019,EB-2,ROW,33775.0,1,33775,0.0
historical_replay,2019,EB-3,China,3682.0,1,3682,0.0
historical_replay,2019,EB-3,India,5083.0,1,5083,0.0
historical_replay,2019,EB-3,ROW,32111.0,1,32111,0.0
historical_replay,2019,EB-4,China,89.0,1,89,0.0
historical_replay,2019,EB-4,India,659.0,1,659,0.0
historical_replay,2019,EB-4,ROW,9340.0,1,9340,0.0
historical_replay,2019,EB-5,China,4327.0,1,4327,0.0
historical_replay,2019,EB-5,India,760.0,1,760,0.0
historical_replay,2019,EB-5,ROW,4391.0,1,4391,0.0
historical_replay,2020,EB-1,China,4766.0,1,4766,0.0
historical_replay,2020,EB-1,India,17014.0,1,17014,0.0
historical_replay,2020,EB-1,ROW,25423.0,1,25423,0.0
historical_replay,2020,EB-2,China,3118.0,1,3118,0.0
historical_replay,2020,EB-2,India,2599.0,1,2599,0.0
historical_replay,2020,EB-2,ROW,37410.0,1,37410,0.0
historical_replay,2020,EB-3,China,3499.0,1,3499,0.0
historical_replay,2020,EB-3,India,3194.0,1,3194,0.0
historical_replay,2020,EB-3,ROW,36128.0,1,36128,0.0
historical_replay,2020,EB-4,China,256.0,1,256,0.0
historical_replay,2020,EB-4,India,734.0,1,734,0.0
historical_replay,2020,EB-4,ROW,9416.0,1,9416,0.0
historical_replay,2020,EB-5,China,1564.0,1,1564,0.0
historical_replay,2020,EB-5,India,613.0,1,613,0.0
historical_replay,2020,EB-5,ROW,1419.0,1,1419,0.0
historical_replay,2021,EB-1,China,9118.0,1,9118,0.0
historical_replay,2021,EB-1,India,30825.0,1,30825,0.0
historical_replay,2021,EB-1,ROW,21553.0,1,21553,0.0
historical_replay,2021,EB-2,China,6091.0,1,6091,0.0
historical_replay,2021,EB-2,India,28246.0,1,28246,0.0
historical_replay,2021,EB-2,ROW,25404.0,1,25404,0.0
historical_replay,2021,EB-3,China,5113.0,1,5113,0.0
historical_replay,2021,EB-3,India,14954.0,1,14954,0.0
historical_replay,2021,EB-3,ROW,35173.0,1,35173,0.0
historical_replay,2021,EB-4,China,182.0,1,182,0.0
historical_replay,2021,EB-4,India,569.0,1,569,0.0
historical_replay,2021,EB-4,ROW,15330.0,1,15330,0.0
historical_replay,2021,EB-5,China,1567.0,1,1567,0.0
historical_replay,2021,EB-5,India,211.0,1,211,0.0
historical_replay,2021,EB-5,ROW,1171.0,1,1171,0.0
historical_replay,2022,EB-1,China,11425.0,1,11425,0.0
historical_replay,2022,EB-1,India,21437.0,1,21437,0.0
historical_replay,2022,EB-1,ROW,21275.0,1,21275,0.0
historical_replay,2022,EB-2,China,8523.0,1,8523,0.0
historical_replay,2022,EB-2,India,59431.0,1,59431,0.0
historical_replay,2022,EB-2,ROW,41355.0,1,41355,0.0
historical_replay,2022,EB-3,China,6452.0,1,6452,0.0
historical_replay,2022,EB-3,India,12600.0,1,12600,0.0
historical_replay,2022,EB-3,ROW,61946.0,1,61946,0.0
historical_replay,2022,EB-4,China,280.0,1,280,0.0
historical_replay,2022,EB-4,India,1232.0,1,1232,0.0
historical_replay,2022,EB-4,ROW,18409.0,1,18409,0.0
historical_replay,2022,EB-5,China,6125.0,1,6125,0.0
historical_replay,2022,EB-5,India,1381.0,1,1381,0.0
historical_replay,2022,EB-5,ROW,3379.0,1,3379,0.0
historical_replay,2023,EB-1,China,7007.0,1,7007,0.0
historical_replay,2023,EB-1,India,16604.0,1,16604,0.0
historical_replay,2023,EB-1,ROW,33602.0,1,33602,0.0
historical_replay,2023,EB-2,China,6371.0,1,6371,0.0
historical_replay,2023,EB-2,India,4301.0,1,4301,0.0
historical_replay,2023,EB-2,ROW,46245.0,1,46245,0.0
historical_replay,2023,EB-3,China,4218.0,1,4218,0.0
historical_replay,2023,EB-3,India,4782.0,1,4782,0.0
historical_replay,2023,EB-3,ROW,47261.0,1,47261,0.0
historical_replay,2023,EB-4,China,141.0,1,141,0.0
historical_replay,2023,EB-4,India,709.0,1,709,0.0
historical_replay,2023,EB-4,ROW,12870.0,1,12870,0.0
historical_replay,2023,EB-5,China,6262.0,1,6262,0.0
historical_replay,2023,EB-5,India,815.0,1,815,0.0
historical_replay,2023,EB-5,ROW,2740.0,1,2740,0.0
historical_replay,2024,EB-1,China,6952.0,1,6952,0.0
historical_replay,2024,EB-1,India,8809.0,1,8809,0.0
historical_replay,2024,EB-1,ROW,31433.0,1,31433,0.0
historical_replay,2024,EB-2,China,6556.0,1,6556,0.0
historical_replay,2024,EB-2,India,3916.0,1,3916,0.0
historical_replay,2024,EB-2,ROW,35842.0,1,35842,0.0
historical_replay,2024,EB-3,China,6141.0,1,6141,0.0
historical_replay,2024,EB-3,India,3655.0,1,3655,0.0
historical_replay,2024,EB-3,ROW,37494.0,1,37494,0.0
historical_replay,2024,EB-4,China,78.0,1,78,0.0
historical_replay,2024,EB-4,India,428.0,1,428,0.0
historical_replay,2024,EB-4,ROW,11166.0,1,11166,0.0
historical_replay,2024,EB-5,China,9547.0,1,9547,0.0
historical_replay,2024,EB-5,India,1428.0,1,1428,0.0
historical_replay,2024,EB-5,ROW,3949.0,1,3949,0.0
