scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Uncapped,entries_2025_2040,nationality,China,2040,134457,8022,40475,18461,67499,5.966219683616323,30.102560669953963,13.730040087165413,50.2011795592643,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,nationality,ROW,2040,810407,77628,126837,172814,433128,9.578890606818549,15.651024732017369,21.324346902235543,53.44573775892854,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,category,EB-1,2040,235278,784,159102,8794,66598,0.3332228257635648,67.62298217427893,3.737706032863251,28.306088967094247,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,category,EB-2,2040,541423,53699,0,85466,402258,9.918123168022046,0.0,15.78543948077566,74.2964373512023,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,category,EB-3,2040,387191,30974,39816,88093,228308,7.999669413803523,10.28329687415255,22.751820161109116,58.96521355093481,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,category,EB-4,2040,192655,28460,0,62742,101453,14.772520827385742,0.0,32.56702395473774,52.66045521787652,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,category,EB-5,2040,56780,345,36926,2025,17484,0.6076083127861923,65.03346248679112,3.5663966185276506,30.792532581895035,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-1 / India,2040,74984,155,51142,2118,21569,0.20671076496319216,68.20388349514563,2.824602581884135,28.76480315800704,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-1 / China,2040,30627,18,20622,1224,8763,0.05877167205406994,67.3327456166128,3.9964736996767556,28.612009011656383,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-1 / ROW,2040,129667,611,87338,5452,36266,0.47120701489199257,67.35561091102593,4.204616440574703,27.968565633507367,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-2 / India,2040,291999,23024,0,37051,231924,7.884958510131884,0.0,12.688742084733168,79.42629940513496,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-2 / China,2040,41226,4734,0,7167,29325,11.483044680541406,0.0,17.384660165914713,71.13229515354388,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-2 / ROW,2040,208198,25941,0,41248,141009,12.459773869105371,0.0,19.811909816616875,67.72831631427775,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-3 / India,2040,74987,2895,9951,12329,49812,3.8606691826583273,13.270300185365464,16.441516529531786,66.42751410244442,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-3 / China,2040,37175,3146,3672,8926,21431,8.462676529926025,9.877605917955615,24.010759919300604,57.648957632817755,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-3 / ROW,2040,275029,24933,26193,66838,157065,9.065589446931051,9.523722952852244,24.302164499016467,57.108523101200234,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-4 / India,2040,15098,2438,0,4078,8582,16.14783415021857,0.0,27.010200026493575,56.84196582328785,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-4 / China,2040,816,124,0,268,424,15.196078431372548,0.0,32.84313725490196,51.96078431372549,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-4 / ROW,2040,176741,25898,0,58396,92447,14.6530799305198,0.0,33.04043770262701,52.30648236685319,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-5 / India,2040,11395,100,7439,269,3587,0.8775778850372971,65.28301886792453,2.360684510750329,31.478718736287846,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-5 / China,2040,24613,0,16181,876,7556,0.0,65.74168122536871,3.5590947873075205,30.699223987323773,catchall_60_65,primary,2026
Uncapped,entries_2025_2040,joint,EB-5 / ROW,2040,20772,245,13306,880,6341,1.17947236664741,64.05738494126709,4.236472174080493,30.526670518005005,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,overall,All,2040,2553203,289823,1158657,389107,715616,11.351349657665294,45.38052790945334,15.239955459867469,28.028166973013896,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,nationality,India,2040,895787,207302,154185,159141,375159,23.141885291927657,17.2122390702254,17.765495592144113,41.88038004570283,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,nationality,China,2040,234411,21196,95933,35701,81581,9.042237778943822,40.92512723379022,15.230087325253507,34.80254766201245,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,nationality,ROW,2040,1423005,61325,908539,194265,258876,4.309542130913103,63.84650791810289,13.651744020576174,18.192205930407834,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,category,EB-1,2040,417332,2541,351707,7641,55443,0.6088677599608945,84.27510950514218,1.83091639270413,13.285106342192787,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,category,EB-2,2040,981686,155968,355113,131863,338742,15.887768594031085,36.17378673017645,13.432299126197176,34.50614554959529,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,category,EB-3,2040,707586,73283,302319,128203,203781,10.356762287552327,42.72540722965124,18.118362997572028,28.79946748522441,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,category,EB-4,2040,343024,56737,65789,118202,102296,16.54024208218667,19.179124492746862,34.45881337748962,29.821820047576846,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,category,EB-5,2040,103575,1294,83729,3198,15354,1.2493362297851798,80.83900555153271,3.0876176683562635,14.82404055032585,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,128659,1587,82603,4815,39654,1.2334931874179031,64.20304836816702,3.7424509750580994,30.82100746935698,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,49649,954,30238,2668,15789,1.9214888517392092,60.9035428709541,5.373723539245503,31.80124473806119,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239024,0,238866,158,0,0.0,99.9338978512618,0.06610214873820203,0.0,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,536432,144012,39751,98460,254209,26.84627315298118,7.410258895815313,18.354609717541088,47.38885823366242,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,67115,10871,12226,12800,31218,16.197571332787007,18.216494077329955,19.071742531475824,46.51419205840721,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,378139,1085,303136,20603,53315,0.2869315251798942,80.16523024602064,5.448525542194801,14.09931268660466,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,190945,57747,16171,48899,68128,30.24274005603708,8.468930843960303,25.60894498415774,35.679384115844876,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-3 / China,2040,64197,8390,14127,17540,24140,13.069146533327103,22.0057012009907,27.322149010078352,37.603003255603845,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-3 / ROW,2040,452444,7146,272021,61764,111513,1.5794219837151118,60.12257870587299,13.651192191740856,24.64680711867104,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-4 / India,2040,24332,3643,5986,6455,8248,14.972053263192503,24.601348019069537,26.528850895939502,33.897747821798454,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-4 / China,2040,1386,0,1379,7,0,0.0,99.4949494949495,0.5050505050505051,0.0,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317306,53094,58424,111740,94048,16.732743786754742,18.412510321267167,35.21521811752693,29.63952777445116,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-5 / India,2040,15419,313,9674,512,4920,2.0299630326220894,62.74077436928465,3.320578507036773,31.90868409105649,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-5 / China,2040,52064,981,37963,2686,10434,1.884219422249539,72.91602642901044,5.159035033804548,20.040719114935463,catchall_60_65,primary,2026
Capped,all_entries_2009_2040,joint,EB-5 / ROW,2040,36092,0,36092,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,overall,All,2040,1139876,214612,702963,186265,36036,18.827661956212783,61.670129031578874,16.34081250943085,3.161396502777495,catchall_60_65,primary,2026
Capped,entries_2009_2024,nationality,India,2040,427324,175528,118383,101002,32411,41.07609214553828,27.703335174247176,23.635929645889302,7.584643034325243,catchall_60_65,primary,2026
Capped,entries_2009_2024,nationality,China,2040,99954,11277,70951,15815,1911,11.282189807311363,70.98365248014086,15.822278247994078,1.9118794645536947,catchall_60_65,primary,2026
Capped,entries_2009_2024,nationality,ROW,2040,612598,27807,513629,69448,1714,4.539192096611481,83.84438081743656,11.33663511797296,0.2797919679790009,catchall_60_65,primary,2026
Capped,entries_2009_2024,category,EB-1,2040,182054,12,180811,1231,0,0.006591450888198007,99.3172355454975,0.6761730036143122,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,category,EB-2,2040,440263,127039,218177,70986,24061,28.85525242866196,49.55606080910729,16.123544335999163,5.465142426231593,catchall_60_65,primary,2026
Capped,entries_2009_2024,category,EB-3,2040,320395,58045,194784,57305,10261,18.11669969880928,60.79495622590864,17.885734796111052,3.2026092791710234,catchall_60_65,primary,2026
Capped,entries_2009_2024,category,EB-4,2040,150369,28770,64599,55286,1714,19.132932984857252,42.9603176186581,36.76688679182544,1.139862604659205,catchall_60_65,primary,2026
Capped,entries_2009_2024,category,EB-5,2040,46795,746,44592,1457,0,1.5941874131851694,95.2922320760765,3.1135805107383265,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-1 / India,2040,53675,12,52941,722,0,0.022356776897997206,98.63251047973917,1.345132743362832,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-1 / China,2040,19022,0,18671,351,0,0.0,98.15476816317948,1.8452318368205236,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-1 / ROW,2040,109357,0,109199,158,0,0.0,99.8555190797114,0.14448092028859608,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-2 / India,2040,244433,120784,39751,61620,22278,49.41394983492409,16.262534109551492,25.20936207467895,9.114153980845467,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-2 / China,2040,25889,6186,12226,5694,1783,23.894318050137123,47.2246900227896,21.993897021901194,6.887094905172081,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-2 / ROW,2040,169941,69,166200,3672,0,0.040602326689851184,97.79864776598937,2.160749907320776,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-3 / India,2040,115958,53408,16171,36246,10133,46.05805550285448,13.945566498214871,31.257869228513773,8.738508770416875,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-3 / China,2040,27022,4389,14127,8378,128,16.24232107171934,52.279624010065874,31.004366812227076,0.4736881059877137,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-3 / ROW,2040,177415,248,164486,12681,0,0.13978524927430036,92.71256658117971,7.14764816954598,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-4 / India,2040,9234,1280,5612,2342,0,13.861815031405675,60.77539527831925,25.362789690275072,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-4 / China,2040,570,0,563,7,0,0.0,98.7719298245614,1.2280701754385965,0.0,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-4 / ROW,2040,140565,27490,58424,52937,1714,19.556788674278803,41.56368939636467,37.66015722263722,1.2193647067193114,catchall_60_65,primary,2026
Capped,entries_2009_2024,joint,EB-5 / India,2040,4024,44,3908,72,0,1.0934393638170974,97.11729622266401,1.7892644135188867,0.0,catchall_60_65,primary,2026
