scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Capped,all_entries_2009_2040,nationality,China,2040,233908,20958,96409,35512,81029,8.959932965097389,41.2166321801734,15.18203738221865,34.64139747251056,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,nationality,ROW,2040,1422518,61720,907751,194152,258895,4.338785168272036,63.81297108366994,13.64847404391368,18.19976970414434,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,category,EB-1,2040,417945,2562,352256,7634,55493,0.6129993180920934,84.28286018495257,1.8265561258060272,13.277584371149313,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,category,EB-2,2040,979431,156654,354341,130775,337661,15.99438857867476,36.17825043315966,13.352140171181022,34.47522081698455,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,category,EB-3,2040,708881,73095,302973,127746,205067,10.31132164636942,42.73961355996281,18.02079615619547,28.928268637472296,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,category,EB-4,2040,343622,57192,65557,118964,101909,16.643870299340556,19.078231312314113,34.620600543620604,29.657297844724727,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,category,EB-5,2040,103438,1317,83527,3196,15398,1.2732264738297339,80.75078791159922,3.089773584176028,14.886212030395019,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,129243,1559,82870,4785,40029,1.2062548842103635,64.11952678288186,3.7023281725122446,30.971890160395535,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,49350,1003,30207,2676,15464,2.0324214792299897,61.209726443769,5.422492401215806,31.335359675785206,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239352,0,239179,173,0,0.0,99.92772151475651,0.07227848524349076,0.0,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,536982,144879,39887,97702,254514,26.980233974323163,7.427995724251464,18.19465084490728,47.3971194565181,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,66592,10717,12222,12715,30938,16.093524747717442,18.353555982700623,19.093885151369534,46.4590341182124,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,375857,1058,302232,20358,52209,0.2814900347738635,80.41143307162032,5.416421671007857,13.890655222597957,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,190801,57599,16137,48843,68222,30.187996918255145,8.457502843276503,25.59892243751343,35.755577800954924,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-3 / China,2040,64146,8223,14298,17469,24156,12.819193714339164,22.289776447479188,27.233186792629315,37.65784304555233,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-3 / ROW,2040,453934,7273,272538,61434,112689,1.602215300021589,60.03912463045288,13.5336855137531,24.824974555772425,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-4 / India,2040,24521,3803,6036,6770,7912,15.509155417805147,24.615635577668122,27.60898821418376,32.26622079034297,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-4 / China,2040,1345,0,1338,7,0,0.0,99.47955390334573,0.5204460966542751,0.0,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317756,53389,58183,112187,93997,16.801885723637003,18.310590515993404,35.30602097206662,29.581502788302974,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-5 / India,2040,15344,302,9564,551,4927,1.9681960375391032,62.330552659019816,3.590980187695516,32.11027111574557,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-5 / China,2040,52475,1015,38344,2645,10471,1.9342544068604097,73.07098618389709,5.0404954740352546,19.95426393520724,catchall_60_65,primary,2051
Capped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35619,0,35619,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,overall,All,2040,1140821,215252,703516,185266,36787,18.868165996243057,61.66751839245596,16.239708069890018,3.2246075414109665,catchall_60_65,primary,2051
Capped,entries_2009_2024,nationality,India,2040,428061,176225,118725,99978,33133,41.16819799047332,27.735533019826615,23.356017016266374,7.7402519734336925,catchall_60_65,primary,2051
Capped,entries_2009_2024,nationality,China,2040,99881,11112,71273,15552,1944,11.125239034450997,71.35791591994473,15.570528929426017,1.946316116178252,catchall_60_65,primary,2051
Capped,entries_2009_2024,nationality,ROW,2040,612879,27915,513518,69736,1710,4.554732663380537,83.78782761360725,11.378428694734197,0.27901102827801244,catchall_60_65,primary,2051
Capped,entries_2009_2024,category,EB-1,2040,182554,18,181263,1273,0,0.009860096190716173,99.29281198987697,0.697327913932316,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,category,EB-2,2040,438940,127494,217092,69924,24430,29.045883264227456,49.45824030619219,15.930195470907185,5.565680958673167,catchall_60_65,primary,2051
Capped,entries_2009_2024,category,EB-3,2040,321426,57847,196120,56812,10647,17.99698842035181,61.015599235905,17.6749858443312,3.312426499411995,catchall_60_65,primary,2051
Capped,entries_2009_2024,category,EB-4,2040,151049,29102,64389,55848,1710,19.26659560804772,42.627888963184134,36.97343246231355,1.1320829664545942,catchall_60_65,primary,2051
Capped,entries_2009_2024,category,EB-5,2040,46852,791,44652,1409,0,1.688295056774524,95.30436267395201,3.007342269273457,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-1 / India,2040,53821,18,53082,721,0,0.03344419464521284,98.62693000873266,1.3396257966221363,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-1 / China,2040,19069,0,18690,379,0,0.0,98.01248099008862,1.9875190099113744,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-1 / ROW,2040,109664,0,109491,173,0,0.0,99.84224540414357,0.1577545958564342,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-2 / India,2040,244662,121446,39887,60710,22619,49.63827647938789,16.302899510344883,24.813824786848794,9.24499922341843,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-2 / China,2040,25564,6004,12222,5527,1811,23.48615240181505,47.809419496166484,21.62024722265686,7.084180879361602,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-2 / ROW,2040,168714,44,164983,3687,0,0.026079637730123166,97.78856526429342,2.185355097976457,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-3 / India,2040,115762,53229,16137,35882,10514,45.981410134586476,13.93980753615176,30.996354589588986,9.082427739672777,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-3 / China,2040,27112,4354,14298,8327,133,16.059309530835055,52.736795514901154,30.71333726763057,0.49055768663322513,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-3 / ROW,2040,178552,264,165685,12603,0,0.14785608674223755,92.79369595411981,7.058447959137954,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-4 / India,2040,9769,1495,5706,2568,0,15.303511106561572,58.40925376189989,26.28723513153854,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-4 / China,2040,507,0,500,7,0,0.0,98.61932938856016,1.3806706114398422,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-4 / ROW,2040,140773,27607,58183,53273,1710,19.611004951233546,41.33107911318221,37.84319436255532,1.214721573028919,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-5 / India,2040,4047,37,3913,97,0,0.914257474672597,96.68890536199655,2.3968371633308623,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-5 / China,2040,27629,754,25563,1312,0,2.729016612979116,92.52234970502009,4.748633682000796,0.0,catchall_60_65,primary,2051
Capped,entries_2009_2024,joint,EB-5 / ROW,2040,15176,0,15176,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2051
Capped,entries_2025_2040,overall,All,2040,1412496,75568,455138,203049,678741,5.349962052989884,32.222250540886485,14.37519115098379,48.05259625513984,catchall_60_65,primary,2051
Capped,entries_2025_2040,nationality,India,2040,468830,31917,35769,58673,342471,6.807798135784826,7.629417912676237,12.51477081244801,73.04801313909093,catchall_60_65,primary,2051
Capped,entries_2025_2040,nationality,China,2040,134027,9846,25136,19960,79085,7.346280973236736,18.754430077521693,14.892521656084222,59.006767293157345,catchall_60_65,primary,2051
Capped,entries_2025_2040,nationality,ROW,2040,809639,33805,394233,124416,257185,4.1753176415661795,48.69244194017334,15.366848681943434,31.76539173631705,catchall_60_65,primary,2051
Capped,entries_2025_2040,category,EB-1,2040,235391,2544,170993,6361,55493,1.0807549991291086,72.64211460930962,2.7023123229010455,23.574818068660228,catchall_60_65,primary,2051
Capped,entries_2025_2040,category,EB-2,2040,540491,29160,137249,60851,313231,5.395094460407297,25.3933923044047,11.258466838485747,57.953046396702256,catchall_60_65,primary,2051
Capped,entries_2025_2040,category,EB-3,2040,387455,15248,106853,70934,194420,3.9354247590042712,27.578170368171786,18.30767443961234,50.1787304332116,catchall_60_65,primary,2051
Capped,entries_2025_2040,category,EB-4,2040,192573,28090,1168,63116,100199,14.58667622148484,0.6065232405373546,32.77510346725657,52.031697070721236,catchall_60_65,primary,2051
Capped,entries_2025_2040,category,EB-5,2040,56586,526,38875,1787,15398,0.9295585480507546,68.70073869861804,3.158024953168628,27.211677800162583,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-1 / India,2040,75422,1541,29788,4064,40029,2.043170427726658,39.49510752830739,5.388348227307682,53.07337381665827,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-1 / China,2040,30281,1003,11517,2297,15464,3.3123080479508604,38.033750536640134,7.585614741917374,51.068326673491626,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-1 / ROW,2040,129688,0,129688,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-2 / India,2040,292320,23433,0,36992,231895,8.016215106732348,0.0,12.654625068418172,79.32915982484948,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-2 / China,2040,41028,4713,0,7188,29127,11.48727698157356,0.0,17.51974261479965,70.99298040362679,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-2 / ROW,2040,207143,1014,137249,16671,52209,0.4895169037814457,66.25809223579846,8.048063415128679,25.204327445291415,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-3 / India,2040,75039,4370,0,12961,57708,5.823638374711816,0.0,17.272351710443903,76.90400991484428,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-3 / China,2040,37034,3869,0,9142,24023,10.44715666684668,0.0,24.68542420478479,64.86741912836852,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-3 / ROW,2040,275382,7009,106853,48831,112689,2.545191769977704,38.80173722320268,17.732095779680588,40.92097522713903,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-4 / India,2040,14752,2308,330,4202,7912,15.645336225596528,2.236984815618221,28.484273318872017,53.633405639913235,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-4 / China,2040,838,0,838,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2051
Capped,entries_2025_2040,joint,EB-4 / ROW,2040,176983,25782,0,58914,92287,14.567500833413378,0.0,33.287942909771,52.144556256815626,catchall_60_65,primary,2051
