annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,case,role,seed
32822,11596,EB-4,ROW,696242,Uncapped,2032,catchall_60_65,primary,2014
40,2300,EB-5,India,4273,Uncapped,2032,catchall_60_65,primary,2014
98,6155,EB-5,China,12426,Uncapped,2032,catchall_60_65,primary,2014
55,3430,EB-5,ROW,6133,Uncapped,2032,catchall_60_65,primary,2014
278,16070,EB-1,India,27751,Uncapped,2033,catchall_60_65,primary,2014
244,9579,EB-1,China,19516,Uncapped,2033,catchall_60_65,primary,2014
544,22226,EB-1,ROW,39132,Uncapped,2033,catchall_60_65,primary,2014
8196,40995,EB-2,India,492995,Uncapped,2033,catchall_60_65,primary,2014
3353,6880,EB-2,China,140753,Uncapped,2033,catchall_60_65,primary,2014
6352,0,EB-2,ROW,221686,Uncapped,2033,catchall_60_65,primary,2014
2126,13263,EB-3,India,91212,Uncapped,2033,catchall_60_65,primary,2014
2311,2480,EB-3,China,59533,Uncapped,2033,catchall_60_65,primary,2014
12080,32131,EB-3,ROW,315226,Uncapped,2033,catchall_60_65,primary,2014
702,343,EB-4,India,15324,Uncapped,2033,catchall_60_65,primary,2014
71,0,EB-4,China,1523,Uncapped,2033,catchall_60_65,primary,2014
33835,11542,EB-4,ROW,736961,Uncapped,2033,catchall_60_65,primary,2014
24,2280,EB-5,India,4400,Uncapped,2033,catchall_60_65,primary,2014
113,6306,EB-5,China,12564,Uncapped,2033,catchall_60_65,primary,2014
70,3299,EB-5,ROW,6342,Uncapped,2033,catchall_60_65,primary,2014
272,15973,EB-1,India,29640,Uncapped,2034,catchall_60_65,primary,2014
282,9449,EB-1,China,20960,Uncapped,2034,catchall_60_65,primary,2014
567,22453,EB-1,ROW,41638,Uncapped,2034,catchall_60_65,primary,2014
8424,40529,EB-2,India,504645,Uncapped,2034,catchall_60_65,primary,2014
3501,7346,EB-2,China,145232,Uncapped,2034,catchall_60_65,primary,2014
7033,0,EB-2,ROW,238436,Uncapped,2034,catchall_60_65,primary,2014
2203,12027,EB-3,India,93835,Uncapped,2034,catchall_60_65,primary,2014
2264,3973,EB-3,China,62426,Uncapped,2034,catchall_60_65,primary,2014
12675,31874,EB-3,ROW,324480,Uncapped,2034,catchall_60_65,primary,2014
661,316,EB-4,India,16078,Uncapped,2034,catchall_60_65,primary,2014
100,0,EB-4,China,1645,Uncapped,2034,catchall_60_65,primary,2014
35317,11569,EB-4,ROW,776210,Uncapped,2034,catchall_60_65,primary,2014
30,2376,EB-5,India,4492,Uncapped,2034,catchall_60_65,primary,2014
112,6169,EB-5,China,12820,Uncapped,2034,catchall_60_65,primary,2014
58,3340,EB-5,ROW,6478,Uncapped,2034,catchall_60_65,primary,2014
325,16098,EB-1,India,31393,Uncapped,2035,catchall_60_65,primary,2014
299,9436,EB-1,China,22366,Uncapped,2035,catchall_60_65,primary,2014
635,22341,EB-1,ROW,44165,Uncapped,2035,catchall_60_65,primary,2014
8742,39442,EB-2,India,516590,Uncapped,2035,catchall_60_65,primary,2014
3730,8433,EB-2,China,148643,Uncapped,2035,catchall_60_65,primary,2014
7687,0,EB-2,ROW,254464,Uncapped,2035,catchall_60_65,primary,2014
2246,11034,EB-3,India,96818,Uncapped,2035,catchall_60_65,primary,2014
2380,5759,EB-3,China,64106,Uncapped,2035,catchall_60_65,primary,2014
12842,31081,EB-3,ROW,334045,Uncapped,2035,catchall_60_65,primary,2014
751,358,EB-4,India,16742,Uncapped,2035,catchall_60_65,primary,2014
86,0,EB-4,China,1736,Uncapped,2035,catchall_60_65,primary,2014
36010,11527,EB-4,ROW,816212,Uncapped,2035,catchall_60_65,primary,2014
32,2312,EB-5,India,4589,Uncapped,2035,catchall_60_65,primary,2014
120,6153,EB-5,China,13047,Uncapped,2035,catchall_60_65,primary,2014
63,3420,EB-5,ROW,6587,Uncapped,2035,catchall_60_65,primary,2014
316,16133,EB-1,India,33182,Uncapped,2036,catchall_60_65,primary,2014
314,9660,EB-1,China,23722,Uncapped,2036,catchall_60_65,primary,2014
631,22082,EB-1,ROW,46730,Uncapped,2036,catchall_60_65,primary,2014
9092,40623,EB-2,India,527425,Uncapped,2036,catchall_60_65,primary,2014
3781,7252,EB-2,China,152817,Uncapped,2036,catchall_60_65,primary,2014
8095,0,EB-2,ROW,270117,Uncapped,2036,catchall_60_65,primary,2014
2371,11279,EB-3,India,99598,Uncapped,2036,catchall_60_65,primary,2014
2530,5654,EB-3,China,65748,Uncapped,2036,catchall_60_65,primary,2014
13217,30941,EB-3,ROW,343203,Uncapped,2036,catchall_60_65,primary,2014
754,403,EB-4,India,17405,Uncapped,2036,catchall_60_65,primary,2014
85,0,EB-4,China,1861,Uncapped,2036,catchall_60_65,primary,2014
37120,11482,EB-4,ROW,855110,Uncapped,2036,catchall_60_65,primary,2014
35,2351,EB-5,India,4676,Uncapped,2036,catchall_60_65,primary,2014
132,6149,EB-5,China,13256,Uncapped,2036,catchall_60_65,primary,2014
84,3385,EB-5,ROW,6729,Uncapped,2036,catchall_60_65,primary,2014
354,15899,EB-1,India,34956,Uncapped,2037,catchall_60_65,primary,2014
370,9835,EB-1,China,24860,Uncapped,2037,catchall_60_65,primary,2014
751,22141,EB-1,ROW,49194,Uncapped,2037,catchall_60_65,primary,2014
9340,41005,EB-2,India,538026,Uncapped,2037,catchall_60_65,primary,2014
3872,6870,EB-2,China,157219,Uncapped,2037,catchall_60_65,primary,2014
8829,0,EB-2,ROW,284653,Uncapped,2037,catchall_60_65,primary,2014
2369,11144,EB-3,India,102482,Uncapped,2037,catchall_60_65,primary,2014
2554,5411,EB-3,China,67402,Uncapped,2037,catchall_60_65,primary,2014
13402,31319,EB-3,ROW,351883,Uncapped,2037,catchall_60_65,primary,2014
807,534,EB-4,India,17928,Uncapped,2037,catchall_60_65,primary,2014
108,0,EB-4,China,1963,Uncapped,2037,catchall_60_65,primary,2014
37950,11351,EB-4,ROW,893505,Uncapped,2037,catchall_60_65,primary,2014
35,2272,EB-5,India,4832,Uncapped,2037,catchall_60_65,primary,2014
124,6093,EB-5,China,13528,Uncapped,2037,catchall_60_65,primary,2014
88,3520,EB-5,ROW,6749,Uncapped,2037,catchall_60_65,primary,2014
330,16003,EB-1,India,36764,Uncapped,2038,catchall_60_65,primary,2014
344,9678,EB-1,China,26139,Uncapped,2038,catchall_60_65,primary,2014
761,22194,EB-1,ROW,51516,Uncapped,2038,catchall_60_65,primary,2014
9628,41392,EB-2,India,547641,Uncapped,2038,catchall_60_65,primary,2014
3904,6483,EB-2,China,161772,Uncapped,2038,catchall_60_65,primary,2014
9506,0,EB-2,ROW,298850,Uncapped,2038,catchall_60_65,primary,2014
2349,11458,EB-3,India,105063,Uncapped,2038,catchall_60_65,primary,2014
2612,5764,EB-3,China,68854,Uncapped,2038,catchall_60_65,primary,2014
13868,30652,EB-3,ROW,360595,Uncapped,2038,catchall_60_65,primary,2014
793,573,EB-4,India,18456,Uncapped,2038,catchall_60_65,primary,2014
94,0,EB-4,China,2079,Uncapped,2038,catchall_60_65,primary,2014
38622,11312,EB-4,ROW,931123,Uncapped,2038,catchall_60_65,primary,2014
32,2369,EB-5,India,4887,Uncapped,2038,catchall_60_65,primary,2014
120,6138,EB-5,China,13835,Uncapped,2038,catchall_60_65,primary,2014
84,3378,EB-5,ROW,6831,Uncapped,2038,catchall_60_65,primary,2014
371,16240,EB-1,India,38536,Uncapped,2039,catchall_60_65,primary,2014
378,9809,EB-1,China,27186,Uncapped,2039,catchall_60_65,primary,2014
801,21826,EB-1,ROW,54081,Uncapped,2039,catchall_60_65,primary,2014
10163,33652,EB-2,India,560180,Uncapped,2039,catchall_60_65,primary,2014
4196,6523,EB-2,China,165675,Uncapped,2039,catchall_60_65,primary,2014
10181,7700,EB-2,ROW,308854,Uncapped,2039,catchall_60_65,primary,2014
2434,11480,EB-3,India,107853,Uncapped,2039,catchall_60_65,primary,2014
2696,5523,EB-3,China,70387,Uncapped,2039,catchall_60_65,primary,2014
14152,30871,EB-3,ROW,368480,Uncapped,2039,catchall_60_65,primary,2014
865,421,EB-4,India,18964,Uncapped,2039,catchall_60_65,primary,2014
102,0,EB-4,China,2177,Uncapped,2039,catchall_60_65,primary,2014
39576,11464,EB-4,ROW,965813,Uncapped,2039,catchall_60_65,primary,2014
42,2403,EB-5,India,4958,Uncapped,2039,catchall_60_65,primary,2014
139,6164,EB-5,China,14068,Uncapped,2039,catchall_60_65,primary,2014
84,3318,EB-5,ROW,6902,Uncapped,2039,catchall_60_65,primary,2014
387,16104,EB-1,India,40201,Uncapped,2040,catchall_60_65,primary,2014
379,9759,EB-1,China,28491,Uncapped,2040,catchall_60_65,primary,2014
858,22012,EB-1,ROW,56437,Uncapped,2040,catchall_60_65,primary,2014
10443,29193,EB-2,India,574374,Uncapped,2040,catchall_60_65,primary,2014
4195,6681,EB-2,China,169783,Uncapped,2040,catchall_60_65,primary,2014
10611,12001,EB-2,ROW,315854,Uncapped,2040,catchall_60_65,primary,2014
2589,11626,EB-3,India,110287,Uncapped,2040,catchall_60_65,primary,2014
2631,5595,EB-3,China,71919,Uncapped,2040,catchall_60_65,primary,2014
14471,30653,EB-3,ROW,376165,Uncapped,2040,catchall_60_65,primary,2014
864,427,EB-4,India,19459,Uncapped,2040,catchall_60_65,primary,2014
94,0,EB-4,China,2296,Uncapped,2040,catchall_60_65,primary,2014
40821,11458,EB-4,ROW,999020,Uncapped,2040,catchall_60_65,primary,2014
35,2337,EB-5,India,5035,Uncapped,2040,catchall_60_65,primary,2014
128,6155,EB-5,China,14301,Uncapped,2040,catchall_60_65,primary,2014
86,3393,EB-5,ROW,7003,Uncapped,2040,catchall_60_65,primary,2014
0,5634,EB-1,India,0,Capped,2009,catchall_60_65,primary,2014
0,4375,EB-1,China,0,Capped,2009,catchall_60_65,primary,2014
0,29334,EB-1,ROW,0,Capped,2009,catchall_60_65,primary,2014
204,9638,EB-2,India,11928,Capped,2009,catchall_60_65,primary,2014
236,5497,EB-2,China,9167,Capped,2009,catchall_60_65,primary,2014
0,32902,EB-2,ROW,0,Capped,2009,catchall_60_65,primary,2014
2134,2304,EB-3,India,81435,Capped,2009,catchall_60_65,primary,2014
1098,1077,EB-3,China,29625,Capped,2009,catchall_60_65,primary,2014
2827,36941,EB-3,ROW,74956,Capped,2009,catchall_60_65,primary,2014
0,486,EB-4,India,0,Capped,2009,catchall_60_65,primary,2014
0,40,EB-4,China,0,Capped,2009,catchall_60_65,primary,2014
2,9484,EB-4,ROW,46,Capped,2009,catchall_60_65,primary,2014
0,62,EB-5,India,0,Capped,2009,catchall_60_65,primary,2014
0,1476,EB-5,China,0,Capped,2009,catchall_60_65,primary,2014
0,1737,EB-5,ROW,0,Capped,2009,catchall_60_65,primary,2014
0,6579,EB-1,India,0,Capped,2010,catchall_60_65,primary,2014
0,5616,EB-1,China,0,Capped,2010,catchall_60_65,primary,2014
0,27602,EB-1,ROW,0,Capped,2010,catchall_60_65,primary,2014
384,10292,EB-2,India,22395,Capped,2010,catchall_60_65,primary,2014
276,6165,EB-2,China,8956,Capped,2010,catchall_60_65,primary,2014
13,36959,EB-2,ROW,448,Capped,2010,catchall_60_65,primary,2014
2277,3008,EB-3,India,84497,Capped,2010,catchall_60_65,primary,2014
1102,3008,EB-3,China,27619,Capped,2010,catchall_60_65,primary,2014
2711,36959,EB-3,ROW,67662,Capped,2010,catchall_60_65,primary,2014
0,596,EB-4,India,0,Capped,2010,catchall_60_65,primary,2014
0,11,EB-4,China,0,Capped,2010,catchall_60_65,primary,2014
65,10062,EB-4,ROW,1180,Capped,2010,catchall_60_65,primary,2014
0,118,EB-5,India,0,Capped,2010,catchall_60_65,primary,2014
0,1399,EB-5,China,0,Capped,2010,catchall_60_65,primary,2014
0,1888,EB-5,ROW,0,Capped,2010,catchall_60_65,primary,2014
0,7323,EB-1,India,0,Capped,2011,catchall_60_65,primary,2014
0,5014,EB-1,China,0,Capped,2011,catchall_60_65,primary,2014
0,20304,EB-1,ROW,0,Capped,2011,catchall_60_65,primary,2014
697,14130,EB-2,India,37750,Capped,2011,catchall_60_65,primary,2014
230,8157,EB-2,China,8004,Capped,2011,catchall_60_65,primary,2014
72,34262,EB-2,ROW,2955,Capped,2011,catchall_60_65,primary,2014
2352,2789,EB-3,India,87880,Capped,2011,catchall_60_65,primary,2014
1020,2789,EB-3,China,25703,Capped,2011,catchall_60_65,primary,2014
2350,34262,EB-3,ROW,58666,Capped,2011,catchall_60_65,primary,2014
7,93,EB-4,India,209,Capped,2011,catchall_60_65,primary,2014
0,14,EB-4,China,12,Capped,2011,catchall_60_65,primary,2014
245,6274,EB-4,ROW,4896,Capped,2011,catchall_60_65,primary,2014
0,54,EB-5,India,0,Capped,2011,catchall_60_65,primary,2014
0,2656,EB-5,China,0,Capped,2011,catchall_60_65,primary,2014
0,1181,EB-5,ROW,0,Capped,2011,catchall_60_65,primary,2014
0,8479,EB-1,India,0,Capped,2012,catchall_60_65,primary,2014
0,5557,EB-1,China,0,Capped,2012,catchall_60_65,primary,2014
0,20952,EB-1,ROW,0,Capped,2012,catchall_60_65,primary,2014
939,12757,EB-2,India,53654,Capped,2012,catchall_60_65,primary,2014
257,3486,EB-2,China,9661,Capped,2012,catchall_60_65,primary,2014
81,35577,EB-2,ROW,3409,Capped,2012,catchall_60_65,primary,2014
2416,2896,EB-3,India,88328,Capped,2012,catchall_60_65,primary,2014
945,2896,EB-3,China,23607,Capped,2012,catchall_60_65,primary,2014
1869,35577,EB-3,ROW,45384,Capped,2012,catchall_60_65,primary,2014
13,390,EB-4,India,532,Capped,2012,catchall_60_65,primary,2014
1,17,EB-4,China,22,Capped,2012,catchall_60_65,primary,2014
592,7071,EB-4,ROW,11107,Capped,2012,catchall_60_65,primary,2014
0,98,EB-5,India,0,Capped,2012,catchall_60_65,primary,2014
0,7045,EB-5,China,0,Capped,2012,catchall_60_65,primary,2014
0,1849,EB-5,ROW,0,Capped,2012,catchall_60_65,primary,2014
0,11129,EB-1,India,0,Capped,2013,catchall_60_65,primary,2014
0,6792,EB-1,China,0,Capped,2013,catchall_60_65,primary,2014
0,23213,EB-1,ROW,0,Capped,2013,catchall_60_65,primary,2014
1168,16533,EB-2,India,66252,Capped,2013,catchall_60_65,primary,2014
322,3229,EB-2,China,10876,Capped,2013,catchall_60_65,primary,2014
0,38690,EB-2,ROW,0,Capped,2013,catchall_60_65,primary,2014
2401,3229,EB-3,India,87893,Capped,2013,catchall_60_65,primary,2014
848,3229,EB-3,China,21437,Capped,2013,catchall_60_65,primary,2014
1205,39665,EB-3,ROW,30192,Capped,2013,catchall_60_65,primary,2014
47,301,EB-4,India,1304,Capped,2013,catchall_60_65,primary,2014
3,23,EB-4,China,59,Capped,2013,catchall_60_65,primary,2014
1320,6122,EB-4,ROW,24240,Capped,2013,catchall_60_65,primary,2014
0,97,EB-5,India,0,Capped,2013,catchall_60_65,primary,2014
0,7193,EB-5,China,0,Capped,2013,catchall_60_65,primary,2014
0,1824,EB-5,ROW,0,Capped,2013,catchall_60_65,primary,2014
1,15178,EB-1,India,114,Capped,2014,catchall_60_65,primary,2014
2,7580,EB-1,China,75,Capped,2014,catchall_60_65,primary,2014
0,22988,EB-1,ROW,0,Capped,2014,catchall_60_65,primary,2014
1632,3030,EB-2,India,88378,Capped,2014,catchall_60_65,primary,2014
344,3030,EB-2,China,12736,Capped,2014,catchall_60_65,primary,2014
8,37229,EB-2,ROW,170,Capped,2014,catchall_60_65,primary,2014
2010,3030,EB-3,India,88392,Capped,2014,catchall_60_65,primary,2014
776,3030,EB-3,China,22984,Capped,2014,catchall_60_65,primary,2014
687,37229,EB-3,ROW,17811,Capped,2014,catchall_60_65,primary,2014
63,474,EB-4,India,1757,Capped,2014,catchall_60_65,primary,2014
5,15,EB-4,China,94,Capped,2014,catchall_60_65,primary,2014
1800,7800,EB-4,ROW,34822,Capped,2014,catchall_60_65,primary,2014
0,347,EB-5,India,0,Capped,2014,catchall_60_65,primary,2014
3,8032,EB-5,China,783,Capped,2014,catchall_60_65,primary,2014
0,2367,EB-5,ROW,0,Capped,2014,catchall_60_65,primary,2014
20,8935,EB-1,India,2481,Capped,2015,catchall_60_65,primary,2014
17,5370,EB-1,China,1808,Capped,2015,catchall_60_65,primary,2014
0,26865,EB-1,ROW,0,Capped,2015,catchall_60_65,primary,2014
2165,2882,EB-2,India,116384,Capped,2015,catchall_60_65,primary,2014
403,2882,EB-2,China,15899,Capped,2015,catchall_60_65,primary,2014
72,35406,EB-2,ROW,2559,Capped,2015,catchall_60_65,primary,2014
2071,2882,EB-3,India,91386,Capped,2015,catchall_60_65,primary,2014
776,2882,EB-3,China,22044,Capped,2015,catchall_60_65,primary,2014
352,35406,EB-3,ROW,10417,Capped,2015,catchall_60_65,primary,2014
105,715,EB-4,India,2733,Capped,2015,catchall_60_65,primary,2014
0,411,EB-4,China,0,Capped,2015,catchall_60_65,primary,2014
2750,9095,EB-4,ROW,52679,Capped,2015,catchall_60_65,primary,2014
1,715,EB-5,India,61,Capped,2015,catchall_60_65,primary,2014
44,4801,EB-5,China,5330,Capped,2015,catchall_60_65,primary,2014
0,4705,EB-5,ROW,0,Capped,2015,catchall_60_65,primary,2014
63,8835,EB-1,India,6450,Capped,2016,catchall_60_65,primary,2014
51,5278,EB-1,China,3856,Capped,2016,catchall_60_65,primary,2014
35,26027,EB-1,ROW,1863,Capped,2016,catchall_60_65,primary,2014
2853,2810,EB-2,India,159618,Capped,2016,catchall_60_65,primary,2014
541,2810,EB-2,China,21215,Capped,2016,catchall_60_65,primary,2014
225,34520,EB-2,ROW,9747,Capped,2016,catchall_60_65,primary,2014
2259,2810,EB-3,India,97997,Capped,2016,catchall_60_65,primary,2014
860,2810,EB-3,China,23152,Capped,2016,catchall_60_65,primary,2014
490,34520,EB-3,ROW,11720,Capped,2016,catchall_60_65,primary,2014
103,698,EB-4,India,3294,Capped,2016,catchall_60_65,primary,2014
0,247,EB-4,China,0,Capped,2016,catchall_60_65,primary,2014
4122,9020,EB-4,ROW,74737,Capped,2016,catchall_60_65,primary,2014
0,698,EB-5,India,261,Capped,2016,catchall_60_65,primary,2014
60,4874,EB-5,China,8751,Capped,2016,catchall_60_65,primary,2014
0,4393,EB-5,ROW,0,Capped,2016,catchall_60_65,primary,2014
90,11650,EB-1,India,10054,Capped,2017,catchall_60_65,primary,2014
63,5868,EB-1,China,5846,Capped,2017,catchall_60_65,primary,2014
74,22409,EB-1,ROW,6049,Capped,2017,catchall_60_65,primary,2014
3424,2795,EB-2,India,195766,Capped,2017,catchall_60_65,primary,2014
675,2795,EB-2,China,25190,Capped,2017,catchall_60_65,primary,2014
311,34337,EB-2,ROW,12767,Capped,2017,catchall_60_65,primary,2014
2332,2795,EB-3,India,102844,Capped,2017,catchall_60_65,primary,2014
1011,2795,EB-3,China,25253,Capped,2017,catchall_60_65,primary,2014
589,34336,EB-3,ROW,13967,Capped,2017,catchall_60_65,primary,2014
129,694,EB-4,India,3572,Capped,2017,catchall_60_65,primary,2014
0,133,EB-4,China,0,Capped,2017,catchall_60_65,primary,2014
4707,9085,EB-4,ROW,87315,Capped,2017,catchall_60_65,primary,2014
6,694,EB-5,India,835,Capped,2017,catchall_60_65,primary,2014
121,2573,EB-5,China,15535,Capped,2017,catchall_60_65,primary,2014
0,6645,EB-5,ROW,0,Capped,2017,catchall_60_65,primary,2014
112,11848,EB-1,India,12594,Capped,2018,catchall_60_65,primary,2014
96,6072,EB-1,China,7305,Capped,2018,catchall_60_65,primary,2014
93,21972,EB-1,ROW,7856,Capped,2018,catchall_60_65,primary,2014
3887,2792,EB-2,India,229519,Capped,2018,catchall_60_65,primary,2014
799,2792,EB-2,China,30786,Capped,2018,catchall_60_65,primary,2014
411,34308,EB-2,ROW,16072,Capped,2018,catchall_60_65,primary,2014
2530,2792,EB-3,India,107225,Capped,2018,catchall_60_65,primary,2014
1023,2792,EB-3,China,27018,Capped,2018,catchall_60_65,primary,2014
730,34308,EB-3,ROW,19457,Capped,2018,catchall_60_65,primary,2014
138,693,EB-4,India,3711,Capped,2018,catchall_60_65,primary,2014
0,119,EB-4,China,0,Capped,2018,catchall_60_65,primary,2014
4846,9092,EB-4,ROW,90923,Capped,2018,catchall_60_65,primary,2014
10,693,EB-5,India,1822,Capped,2018,catchall_60_65,primary,2014
185,1070,EB-5,China,24147,Capped,2018,catchall_60_65,primary,2014
0,8140,EB-5,ROW,0,Capped,2018,catchall_60_65,primary,2014
170,9690,EB-1,India,15224,Capped,2019,catchall_60_65,primary,2014
105,4718,EB-1,China,8646,Capped,2019,catchall_60_65,primary,2014
70,25800,EB-1,ROW,5812,Capped,2019,catchall_60_65,primary,2014
4574,2814,EB-2,India,267062,Capped,2019,catchall_60_65,primary,2014
941,2814,EB-2,China,38562,Capped,2019,catchall_60_65,primary,2014
531,34579,EB-2,ROW,20007,Capped,2019,catchall_60_65,primary,2014
2271,2814,EB-3,India,114811,Capped,2019,catchall_60_65,primary,2014
1062,2814,EB-3,China,28417,Capped,2019,catchall_60_65,primary,2014
1139,34579,EB-3,ROW,28638,Capped,2019,catchall_60_65,primary,2014
160,699,EB-4,India,4004,Capped,2019,catchall_60_65,primary,2014
0,219,EB-4,China,0,Capped,2019,catchall_60_65,primary,2014
6053,9064,EB-4,ROW,114476,Capped,2019,catchall_60_65,primary,2014
19,699,EB-5,India,1929,Capped,2019,catchall_60_65,primary,2014
186,6930,EB-5,China,23478,Capped,2019,catchall_60_65,primary,2014
0,2353,EB-5,ROW,0,Capped,2019,catchall_60_65,primary,2014
157,10666,EB-1,India,16881,Capped,2020,catchall_60_65,primary,2014
130,4766,EB-1,China,9123,Capped,2020,catchall_60_65,primary,2014
0,33506,EB-1,ROW,0,Capped,2020,catchall_60_65,primary,2014
4997,2599,EB-2,India,295939,Capped,2020,catchall_60_65,primary,2014
1162,3118,EB-2,China,46152,Capped,2020,catchall_60_65,primary,2014
572,36369,EB-2,ROW,21203,Capped,2020,catchall_60_65,primary,2014
2473,2946,EB-3,India,120108,Capped,2020,catchall_60_65,primary,2014
1126,2946,EB-3,China,30307,Capped,2020,catchall_60_65,primary,2014
1371,36193,EB-3,ROW,34613,Capped,2020,catchall_60_65,primary,2014
162,731,EB-4,India,4440,Capped,2020,catchall_60_65,primary,2014
0,162,EB-4,China,0,Capped,2020,catchall_60_65,primary,2014
7938,9555,EB-4,ROW,151766,Capped,2020,catchall_60_65,primary,2014
14,731,EB-5,India,1921,Capped,2020,catchall_60_65,primary,2014
249,1260,EB-5,China,24382,Capped,2020,catchall_60_65,primary,2014
0,1605,EB-5,ROW,0,Capped,2020,catchall_60_65,primary,2014
96,30825,EB-1,India,11260,Capped,2021,catchall_60_65,primary,2014
109,9118,EB-1,China,7996,Capped,2021,catchall_60_65,primary,2014
0,18777,EB-1,ROW,0,Capped,2021,catchall_60_65,primary,2014
5459,28246,EB-2,India,315675,Capped,2021,catchall_60_65,primary,2014
1320,6091,EB-2,China,50901,Capped,2021,catchall_60_65,primary,2014
749,25404,EB-2,ROW,28325,Capped,2021,catchall_60_65,primary,2014
3428,21129,EB-3,India,155472,Capped,2021,catchall_60_65,primary,2014
1454,3914,EB-3,China,36954,Capped,2021,catchall_60_65,primary,2014
1597,35173,EB-3,ROW,41640,Capped,2021,catchall_60_65,primary,2014
196,972,EB-4,India,4509,Capped,2021,catchall_60_65,primary,2014
0,67,EB-4,China,0,Capped,2021,catchall_60_65,primary,2014
8572,12842,EB-4,ROW,165093,Capped,2021,catchall_60_65,primary,2014
16,972,EB-5,India,1881,Capped,2021,catchall_60_65,primary,2014
310,972,EB-5,China,25106,Capped,2021,catchall_60_65,primary,2014
2,1005,EB-5,ROW,244,Capped,2021,catchall_60_65,primary,2014
96,20098,EB-1,India,10883,Capped,2022,catchall_60_65,primary,2014
89,11425,EB-1,China,6767,Capped,2022,catchall_60_65,primary,2014
0,22614,EB-1,ROW,0,Capped,2022,catchall_60_65,primary,2014
5544,59432,EB-2,India,329116,Capped,2022,catchall_60_65,primary,2014
1357,8523,EB-2,China,54852,Capped,2022,catchall_60_65,primary,2014
771,41355,EB-2,ROW,32380,Capped,2022,catchall_60_65,primary,2014
3715,13919,EB-3,India,161919,Capped,2022,catchall_60_65,primary,2014
1387,5510,EB-3,China,36551,Capped,2022,catchall_60_65,primary,2014
1684,61946,EB-3,ROW,43001,Capped,2022,catchall_60_65,primary,2014
210,1368,EB-4,India,5197,Capped,2022,catchall_60_65,primary,2014
