annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,case,role,seed
44,4957,EB-5,China,5279,Uncapped,2015,catchall_60_65,primary,2035
0,4549,EB-5,ROW,0,Uncapped,2015,catchall_60_65,primary,2035
61,8858,EB-1,India,6489,Uncapped,2016,catchall_60_65,primary,2035
41,5255,EB-1,China,3973,Uncapped,2016,catchall_60_65,primary,2035
30,26027,EB-1,ROW,1943,Uncapped,2016,catchall_60_65,primary,2035
2787,2810,EB-2,India,160263,Uncapped,2016,catchall_60_65,primary,2035
509,2810,EB-2,China,21177,Uncapped,2016,catchall_60_65,primary,2035
249,34520,EB-2,ROW,9557,Uncapped,2016,catchall_60_65,primary,2035
2157,2810,EB-3,India,97924,Uncapped,2016,catchall_60_65,primary,2035
864,2810,EB-3,China,23229,Uncapped,2016,catchall_60_65,primary,2035
480,34520,EB-3,ROW,11537,Uncapped,2016,catchall_60_65,primary,2035
126,698,EB-4,India,3246,Uncapped,2016,catchall_60_65,primary,2035
0,228,EB-4,China,0,Uncapped,2016,catchall_60_65,primary,2035
4022,9039,EB-4,ROW,75011,Uncapped,2016,catchall_60_65,primary,2035
1,698,EB-5,India,244,Uncapped,2016,catchall_60_65,primary,2035
68,5122,EB-5,China,8778,Uncapped,2016,catchall_60_65,primary,2035
0,4145,EB-5,ROW,0,Uncapped,2016,catchall_60_65,primary,2035
85,11409,EB-1,India,10103,Uncapped,2017,catchall_60_65,primary,2035
93,6109,EB-1,China,5886,Uncapped,2017,catchall_60_65,primary,2035
83,22409,EB-1,ROW,6158,Uncapped,2017,catchall_60_65,primary,2035
3362,2795,EB-2,India,196486,Uncapped,2017,catchall_60_65,primary,2035
696,2795,EB-2,China,25127,Uncapped,2017,catchall_60_65,primary,2035
343,34337,EB-2,ROW,12726,Uncapped,2017,catchall_60_65,primary,2035
2462,2795,EB-3,India,102822,Uncapped,2017,catchall_60_65,primary,2035
1055,2795,EB-3,China,25287,Uncapped,2017,catchall_60_65,primary,2035
567,34336,EB-3,ROW,13506,Uncapped,2017,catchall_60_65,primary,2035
111,694,EB-4,India,3562,Uncapped,2017,catchall_60_65,primary,2035
0,147,EB-4,China,0,Uncapped,2017,catchall_60_65,primary,2035
4664,9071,EB-4,ROW,87540,Uncapped,2017,catchall_60_65,primary,2035
8,694,EB-5,India,819,Uncapped,2017,catchall_60_65,primary,2035
130,2567,EB-5,China,15593,Uncapped,2017,catchall_60_65,primary,2035
0,6651,EB-5,ROW,0,Uncapped,2017,catchall_60_65,primary,2035
120,11924,EB-1,India,12514,Uncapped,2018,catchall_60_65,primary,2035
66,5996,EB-1,China,7463,Uncapped,2018,catchall_60_65,primary,2035
107,21972,EB-1,ROW,7903,Uncapped,2018,catchall_60_65,primary,2035
3988,2792,EB-2,India,230181,Uncapped,2018,catchall_60_65,primary,2035
766,2792,EB-2,China,30815,Uncapped,2018,catchall_60_65,primary,2035
423,34308,EB-2,ROW,15890,Uncapped,2018,catchall_60_65,primary,2035
2569,2792,EB-3,India,107114,Uncapped,2018,catchall_60_65,primary,2035
1117,2792,EB-3,China,27040,Uncapped,2018,catchall_60_65,primary,2035
783,34308,EB-3,ROW,18757,Uncapped,2018,catchall_60_65,primary,2035
146,693,EB-4,India,3642,Uncapped,2018,catchall_60_65,primary,2035
0,107,EB-4,China,0,Uncapped,2018,catchall_60_65,primary,2035
4938,9104,EB-4,ROW,91127,Uncapped,2018,catchall_60_65,primary,2035
11,693,EB-5,India,1817,Uncapped,2018,catchall_60_65,primary,2035
176,1080,EB-5,China,24215,Uncapped,2018,catchall_60_65,primary,2035
0,8130,EB-5,ROW,0,Uncapped,2018,catchall_60_65,primary,2035
138,9694,EB-1,India,15214,Uncapped,2019,catchall_60_65,primary,2035
121,4714,EB-1,China,8786,Uncapped,2019,catchall_60_65,primary,2035
62,25800,EB-1,ROW,5768,Uncapped,2019,catchall_60_65,primary,2035
4740,2814,EB-2,India,267582,Uncapped,2019,catchall_60_65,primary,2035
1013,2814,EB-2,China,38647,Uncapped,2019,catchall_60_65,primary,2035
498,34579,EB-2,ROW,19682,Uncapped,2019,catchall_60_65,primary,2035
2345,2814,EB-3,India,114780,Uncapped,2019,catchall_60_65,primary,2035
1094,2814,EB-3,China,28352,Uncapped,2019,catchall_60_65,primary,2035
1111,34579,EB-3,ROW,27825,Uncapped,2019,catchall_60_65,primary,2035
164,699,EB-4,India,3993,Uncapped,2019,catchall_60_65,primary,2035
0,191,EB-4,China,0,Uncapped,2019,catchall_60_65,primary,2035
6221,9092,EB-4,ROW,114404,Uncapped,2019,catchall_60_65,primary,2035
9,699,EB-5,India,1930,Uncapped,2019,catchall_60_65,primary,2035
192,7067,EB-5,China,23529,Uncapped,2019,catchall_60_65,primary,2035
0,2216,EB-5,ROW,0,Uncapped,2019,catchall_60_65,primary,2035
156,10804,EB-1,India,16816,Uncapped,2020,catchall_60_65,primary,2035
126,4766,EB-1,China,9386,Uncapped,2020,catchall_60_65,primary,2035
0,33368,EB-1,ROW,0,Uncapped,2020,catchall_60_65,primary,2035
5168,2599,EB-2,India,296279,Uncapped,2020,catchall_60_65,primary,2035
1178,3118,EB-2,China,46232,Uncapped,2020,catchall_60_65,primary,2035
558,36369,EB-2,ROW,20952,Uncapped,2020,catchall_60_65,primary,2035
2416,2946,EB-3,India,120072,Uncapped,2020,catchall_60_65,primary,2035
1121,2946,EB-3,China,30285,Uncapped,2020,catchall_60_65,primary,2035
1309,36193,EB-3,ROW,33807,Uncapped,2020,catchall_60_65,primary,2035
173,731,EB-4,India,4452,Uncapped,2020,catchall_60_65,primary,2035
0,175,EB-4,China,0,Uncapped,2020,catchall_60_65,primary,2035
7833,9542,EB-4,ROW,151704,Uncapped,2020,catchall_60_65,primary,2035
6,731,EB-5,India,1957,Uncapped,2020,catchall_60_65,primary,2035
224,1179,EB-5,China,24448,Uncapped,2020,catchall_60_65,primary,2035
0,1686,EB-5,ROW,0,Uncapped,2020,catchall_60_65,primary,2035
102,30825,EB-1,India,11272,Uncapped,2021,catchall_60_65,primary,2035
111,9118,EB-1,China,8227,Uncapped,2021,catchall_60_65,primary,2035
0,18498,EB-1,ROW,0,Uncapped,2021,catchall_60_65,primary,2035
5368,28246,EB-2,India,316228,Uncapped,2021,catchall_60_65,primary,2035
1318,6091,EB-2,China,50962,Uncapped,2021,catchall_60_65,primary,2035
651,25404,EB-2,ROW,28082,Uncapped,2021,catchall_60_65,primary,2035
3493,21408,EB-3,India,155403,Uncapped,2021,catchall_60_65,primary,2035
1400,3914,EB-3,China,36869,Uncapped,2021,catchall_60_65,primary,2035
1658,35173,EB-3,ROW,40619,Uncapped,2021,catchall_60_65,primary,2035
159,972,EB-4,India,4549,Uncapped,2021,catchall_60_65,primary,2035
0,58,EB-4,China,0,Uncapped,2021,catchall_60_65,primary,2035
8468,12851,EB-4,ROW,165236,Uncapped,2021,catchall_60_65,primary,2035
15,972,EB-5,India,1911,Uncapped,2021,catchall_60_65,primary,2035
271,972,EB-5,China,25260,Uncapped,2021,catchall_60_65,primary,2035
1,1005,EB-5,ROW,225,Uncapped,2021,catchall_60_65,primary,2035
103,20550,EB-1,India,10916,Uncapped,2022,catchall_60_65,primary,2035
94,11425,EB-1,China,6919,Uncapped,2022,catchall_60_65,primary,2035
0,22162,EB-1,ROW,0,Uncapped,2022,catchall_60_65,primary,2035
5397,59432,EB-2,India,329968,Uncapped,2022,catchall_60_65,primary,2035
1401,8523,EB-2,China,54583,Uncapped,2022,catchall_60_65,primary,2035
844,41355,EB-2,ROW,31997,Uncapped,2022,catchall_60_65,primary,2035
3753,13919,EB-3,India,162161,Uncapped,2022,catchall_60_65,primary,2035
1342,5510,EB-3,China,36483,Uncapped,2022,catchall_60_65,primary,2035
1677,61946,EB-3,ROW,41671,Uncapped,2022,catchall_60_65,primary,2035
207,1368,EB-4,India,5163,Uncapped,2022,catchall_60_65,primary,2035
0,225,EB-4,China,0,Uncapped,2022,catchall_60_65,primary,2035
9602,17950,EB-4,ROW,184613,Uncapped,2022,catchall_60_65,primary,2035
13,1368,EB-5,India,1452,Uncapped,2022,catchall_60_65,primary,2035
248,8469,EB-5,China,21857,Uncapped,2022,catchall_60_65,primary,2035
0,1048,EB-5,ROW,0,Uncapped,2022,catchall_60_65,primary,2035
141,15651,EB-1,India,15381,Uncapped,2023,catchall_60_65,primary,2035
138,9464,EB-1,China,9237,Uncapped,2023,catchall_60_65,primary,2035
0,30349,EB-1,ROW,0,Uncapped,2023,catchall_60_65,primary,2035
5950,3882,EB-2,India,361529,Uncapped,2023,catchall_60_65,primary,2035
1595,3882,EB-2,China,63217,Uncapped,2023,catchall_60_65,primary,2035
1019,47699,EB-2,ROW,39562,Uncapped,2023,catchall_60_65,primary,2035
3928,3882,EB-3,India,168986,Uncapped,2023,catchall_60_65,primary,2035
1385,3882,EB-3,China,36354,Uncapped,2023,catchall_60_65,primary,2035
2226,47699,EB-3,ROW,58058,Uncapped,2023,catchall_60_65,primary,2035
214,964,EB-4,India,6191,Uncapped,2023,catchall_60_65,primary,2035
0,206,EB-4,China,0,Uncapped,2023,catchall_60_65,primary,2035
12006,12599,EB-4,ROW,232177,Uncapped,2023,catchall_60_65,primary,2035
9,964,EB-5,India,1446,Uncapped,2023,catchall_60_65,primary,2035
233,11211,EB-5,China,18218,Uncapped,2023,catchall_60_65,primary,2035
0,1594,EB-5,ROW,0,Uncapped,2023,catchall_60_65,primary,2035
164,12204,EB-1,India,18829,Uncapped,2024,catchall_60_65,primary,2035
166,5615,EB-1,China,12598,Uncapped,2024,catchall_60_65,primary,2035
0,30056,EB-1,ROW,0,Uncapped,2024,catchall_60_65,primary,2035
6434,3351,EB-2,India,392414,Uncapped,2024,catchall_60_65,primary,2035
1721,3351,EB-2,China,71837,Uncapped,2024,catchall_60_65,primary,2035
1122,41173,EB-2,ROW,43733,Uncapped,2024,catchall_60_65,primary,2035
4176,3351,EB-3,India,173504,Uncapped,2024,catchall_60_65,primary,2035
1563,3351,EB-3,China,40200,Uncapped,2024,catchall_60_65,primary,2035
2897,41172,EB-3,ROW,73338,Uncapped,2024,catchall_60_65,primary,2035
259,832,EB-4,India,7195,Uncapped,2024,catchall_60_65,primary,2035
0,317,EB-4,China,0,Uncapped,2024,catchall_60_65,primary,2035
15284,10736,EB-4,ROW,294738,Uncapped,2024,catchall_60_65,primary,2035
14,832,EB-5,India,2155,Uncapped,2024,catchall_60_65,primary,2035
222,7071,EB-5,China,17948,Uncapped,2024,catchall_60_65,primary,2035
0,3982,EB-5,ROW,0,Uncapped,2024,catchall_60_65,primary,2035
140,31011,EB-1,India,14663,Uncapped,2025,catchall_60_65,primary,2035
133,16864,EB-1,China,10460,Uncapped,2025,catchall_60_65,primary,2035
153,0,EB-1,ROW,12333,Uncapped,2025,catchall_60_65,primary,2035
6722,47875,EB-2,India,402931,Uncapped,2025,catchall_60_65,primary,2035
1985,0,EB-2,China,82224,Uncapped,2025,catchall_60_65,primary,2035
1673,0,EB-2,ROW,65835,Uncapped,2025,catchall_60_65,primary,2035
3933,47874,EB-3,India,157906,Uncapped,2025,catchall_60_65,primary,2035
1702,0,EB-3,China,45712,Uncapped,2025,catchall_60_65,primary,2035
4199,0,EB-3,ROW,106813,Uncapped,2025,catchall_60_65,primary,2035
346,0,EB-4,India,8453,Uncapped,2025,catchall_60_65,primary,2035
7,0,EB-4,China,208,Uncapped,2025,catchall_60_65,primary,2035
17958,11885,EB-4,ROW,353815,Uncapped,2025,catchall_60_65,primary,2035
21,0,EB-5,India,3165,Uncapped,2025,catchall_60_65,primary,2035
227,11885,EB-5,China,15635,Uncapped,2025,catchall_60_65,primary,2035
6,0,EB-5,ROW,1469,Uncapped,2025,catchall_60_65,primary,2035
120,22327,EB-1,India,14079,Uncapped,2026,catchall_60_65,primary,2035
122,13685,EB-1,China,9932,Uncapped,2026,catchall_60_65,primary,2035
261,11863,EB-1,ROW,19578,Uncapped,2026,catchall_60_65,primary,2035
6610,47875,EB-2,India,414036,Uncapped,2026,catchall_60_65,primary,2035
2336,0,EB-2,China,91965,Uncapped,2026,catchall_60_65,primary,2035
2306,0,EB-2,ROW,87249,Uncapped,2026,catchall_60_65,primary,2035
3132,47874,EB-3,India,143091,Uncapped,2026,catchall_60_65,primary,2035
1975,0,EB-3,China,51015,Uncapped,2026,catchall_60_65,primary,2035
5532,0,EB-3,ROW,138889,Uncapped,2026,catchall_60_65,primary,2035
389,170,EB-4,India,9588,Uncapped,2026,catchall_60_65,primary,2035
23,0,EB-4,China,373,Uncapped,2026,catchall_60_65,primary,2035
21057,11715,EB-4,ROW,409791,Uncapped,2026,catchall_60_65,primary,2035
31,108,EB-5,India,4094,Uncapped,2026,catchall_60_65,primary,2035
152,11777,EB-5,China,13378,Uncapped,2026,catchall_60_65,primary,2035
29,0,EB-5,ROW,2966,Uncapped,2026,catchall_60_65,primary,2035
148,16153,EB-1,India,15981,Uncapped,2027,catchall_60_65,primary,2035
149,9652,EB-1,China,11246,Uncapped,2027,catchall_60_65,primary,2035
320,22070,EB-1,ROW,22657,Uncapped,2027,catchall_60_65,primary,2035
6869,47789,EB-2,India,424900,Uncapped,2027,catchall_60_65,primary,2035
2589,86,EB-2,China,101490,Uncapped,2027,catchall_60_65,primary,2035
2814,0,EB-2,ROW,108020,Uncapped,2027,catchall_60_65,primary,2035
3008,39992,EB-3,India,132779,Uncapped,2027,catchall_60_65,primary,2035
2032,7882,EB-3,China,51984,Uncapped,2027,catchall_60_65,primary,2035
6930,0,EB-3,ROW,169598,Uncapped,2027,catchall_60_65,primary,2035
448,471,EB-4,India,10556,Uncapped,2027,catchall_60_65,primary,2035
28,0,EB-4,China,561,Uncapped,2027,catchall_60_65,primary,2035
23707,11414,EB-4,ROW,462938,Uncapped,2027,catchall_60_65,primary,2035
28,2154,EB-5,India,4294,Uncapped,2027,catchall_60_65,primary,2035
106,9731,EB-5,China,12083,Uncapped,2027,catchall_60_65,primary,2035
40,0,EB-5,ROW,4399,Uncapped,2027,catchall_60_65,primary,2035
146,15995,EB-1,India,17953,Uncapped,2028,catchall_60_65,primary,2035
145,9621,EB-1,China,12655,Uncapped,2028,catchall_60_65,primary,2035
359,22259,EB-1,ROW,25694,Uncapped,2028,catchall_60_65,primary,2035
6981,47690,EB-2,India,435440,Uncapped,2028,catchall_60_65,primary,2035
2736,185,EB-2,China,110795,Uncapped,2028,catchall_60_65,primary,2035
3521,0,EB-2,ROW,128234,Uncapped,2028,catchall_60_65,primary,2035
2912,35244,EB-3,India,124801,Uncapped,2028,catchall_60_65,primary,2035
1910,12630,EB-3,China,50518,Uncapped,2028,catchall_60_65,primary,2035
7818,0,EB-3,ROW,199450,Uncapped,2028,catchall_60_65,primary,2035
500,544,EB-4,India,11402,Uncapped,2028,catchall_60_65,primary,2035
39,0,EB-4,China,735,Uncapped,2028,catchall_60_65,primary,2035
25896,11341,EB-4,ROW,514462,Uncapped,2028,catchall_60_65,primary,2035
23,3205,EB-5,India,4012,Uncapped,2028,catchall_60_65,primary,2035
103,8680,EB-5,China,11328,Uncapped,2028,catchall_60_65,primary,2035
66,0,EB-5,ROW,5832,Uncapped,2028,catchall_60_65,primary,2035
196,15981,EB-1,India,19936,Uncapped,2029,catchall_60_65,primary,2035
172,9688,EB-1,China,14071,Uncapped,2029,catchall_60_65,primary,2035
382,22206,EB-1,ROW,28440,Uncapped,2029,catchall_60_65,primary,2035
7295,45020,EB-2,India,446874,Uncapped,2029,catchall_60_65,primary,2035
2827,2855,EB-2,China,118614,Uncapped,2029,catchall_60_65,primary,2035
4180,0,EB-2,ROW,147546,Uncapped,2029,catchall_60_65,primary,2035
2742,37257,EB-3,India,115946,Uncapped,2029,catchall_60_65,primary,2035
1920,10617,EB-3,China,50266,Uncapped,2029,catchall_60_65,primary,2035
8788,0,EB-3,ROW,228427,Uncapped,2029,catchall_60_65,primary,2035
514,494,EB-4,India,12302,Uncapped,2029,catchall_60_65,primary,2035
47,0,EB-4,China,898,Uncapped,2029,catchall_60_65,primary,2035
27555,11391,EB-4,ROW,563828,Uncapped,2029,catchall_60_65,primary,2035
28,2472,EB-5,India,4099,Uncapped,2029,catchall_60_65,primary,2035
93,6057,EB-5,China,11616,Uncapped,2029,catchall_60_65,primary,2035
59,3356,EB-5,ROW,5945,Uncapped,2029,catchall_60_65,primary,2035
191,15806,EB-1,India,21945,Uncapped,2030,catchall_60_65,primary,2035
198,9311,EB-1,China,15690,Uncapped,2030,catchall_60_65,primary,2035
414,22758,EB-1,ROW,31050,Uncapped,2030,catchall_60_65,primary,2035
7419,43248,EB-2,India,458711,Uncapped,2030,catchall_60_65,primary,2035
3027,4627,EB-2,China,125053,Uncapped,2030,catchall_60_65,primary,2035
4634,0,EB-2,ROW,166704,Uncapped,2030,catchall_60_65,primary,2035
2374,41507,EB-3,India,105838,Uncapped,2030,catchall_60_65,primary,2035
2026,6367,EB-3,China,52136,Uncapped,2030,catchall_60_65,primary,2035
9876,0,EB-3,ROW,256143,Uncapped,2030,catchall_60_65,primary,2035
591,391,EB-4,India,13161,Uncapped,2030,catchall_60_65,primary,2035
65,0,EB-4,China,1048,Uncapped,2030,catchall_60_65,primary,2035
29411,11494,EB-4,ROW,610213,Uncapped,2030,catchall_60_65,primary,2035
33,2270,EB-5,India,4258,Uncapped,2030,catchall_60_65,primary,2035
106,6059,EB-5,China,11917,Uncapped,2030,catchall_60_65,primary,2035
48,3556,EB-5,ROW,5994,Uncapped,2030,catchall_60_65,primary,2035
224,15782,EB-1,India,24085,Uncapped,2031,catchall_60_65,primary,2035
229,9769,EB-1,China,16913,Uncapped,2031,catchall_60_65,primary,2035
477,22324,EB-1,ROW,33625,Uncapped,2031,catchall_60_65,primary,2035
7571,42117,EB-2,India,470941,Uncapped,2031,catchall_60_65,primary,2035
3219,5758,EB-2,China,130700,Uncapped,2031,catchall_60_65,primary,2035
5207,0,EB-2,ROW,185219,Uncapped,2031,catchall_60_65,primary,2035
2240,41767,EB-3,India,95479,Uncapped,2031,catchall_60_65,primary,2035
2067,6107,EB-3,China,53788,Uncapped,2031,catchall_60_65,primary,2035
11079,0,EB-3,ROW,283086,Uncapped,2031,catchall_60_65,primary,2035
606,386,EB-4,India,13986,Uncapped,2031,catchall_60_65,primary,2035
67,0,EB-4,China,1195,Uncapped,2031,catchall_60_65,primary,2035
31057,11499,EB-4,ROW,654717,Uncapped,2031,catchall_60_65,primary,2035
28,2509,EB-5,India,4308,Uncapped,2031,catchall_60_65,primary,2035
99,5929,EB-5,China,12196,Uncapped,2031,catchall_60_65,primary,2035
56,3447,EB-5,ROW,6132,Uncapped,2031,catchall_60_65,primary,2035
225,16126,EB-1,India,26087,Uncapped,2032,catchall_60_65,primary,2035
232,9533,EB-1,China,18290,Uncapped,2032,catchall_60_65,primary,2035
494,22216,EB-1,ROW,36293,Uncapped,2032,catchall_60_65,primary,2035
7740,41648,EB-2,India,483029,Uncapped,2032,catchall_60_65,primary,2035
3327,6227,EB-2,China,135941,Uncapped,2032,catchall_60_65,primary,2035
5868,0,EB-2,ROW,202958,Uncapped,2032,catchall_60_65,primary,2035
2143,33290,EB-3,India,89089,Uncapped,2032,catchall_60_65,primary,2035
2076,5689,EB-3,China,55797,Uncapped,2032,catchall_60_65,primary,2035
11802,8895,EB-3,ROW,304829,Uncapped,2032,catchall_60_65,primary,2035
596,312,EB-4,India,14762,Uncapped,2032,catchall_60_65,primary,2035
65,0,EB-4,China,1335,Uncapped,2032,catchall_60_65,primary,2035
32725,11573,EB-4,ROW,696811,Uncapped,2032,catchall_60_65,primary,2035
42,2161,EB-5,India,4483,Uncapped,2032,catchall_60_65,primary,2035
93,6216,EB-5,China,12343,Uncapped,2032,catchall_60_65,primary,2035
70,3508,EB-5,ROW,6284,Uncapped,2032,catchall_60_65,primary,2035
266,15869,EB-1,India,28052,Uncapped,2033,catchall_60_65,primary,2035
283,9672,EB-1,China,19642,Uncapped,2033,catchall_60_65,primary,2035
555,22334,EB-1,ROW,38929,Uncapped,2033,catchall_60_65,primary,2035
8167,41083,EB-2,India,495174,Uncapped,2033,catchall_60_65,primary,2035
3474,6792,EB-2,China,140553,Uncapped,2033,catchall_60_65,primary,2035
6407,0,EB-2,ROW,220251,Uncapped,2033,catchall_60_65,primary,2035
2157,13053,EB-3,India,91388,Uncapped,2033,catchall_60_65,primary,2035
2235,2520,EB-3,China,59485,Uncapped,2033,catchall_60_65,primary,2035
12315,32301,EB-3,ROW,314360,Uncapped,2033,catchall_60_65,primary,2035
688,336,EB-4,India,15410,Uncapped,2033,catchall_60_65,primary,2035
75,0,EB-4,China,1452,Uncapped,2033,catchall_60_65,primary,2035
33927,11549,EB-4,ROW,737541,Uncapped,2033,catchall_60_65,primary,2035
24,2328,EB-5,India,4569,Uncapped,2033,catchall_60_65,primary,2035
78,6315,EB-5,China,12600,Uncapped,2033,catchall_60_65,primary,2035
61,3242,EB-5,ROW,6426,Uncapped,2033,catchall_60_65,primary,2035
275,16222,EB-1,India,29836,Uncapped,2034,catchall_60_65,primary,2035
275,9594,EB-1,China,20882,Uncapped,2034,catchall_60_65,primary,2035
579,22059,EB-1,ROW,41575,Uncapped,2034,catchall_60_65,primary,2035
8445,40330,EB-2,India,506930,Uncapped,2034,catchall_60_65,primary,2035
3510,7545,EB-2,China,144916,Uncapped,2034,catchall_60_65,primary,2035
6910,0,EB-2,ROW,237086,Uncapped,2034,catchall_60_65,primary,2035
2219,12301,EB-3,India,93867,Uncapped,2034,catchall_60_65,primary,2035
2352,4058,EB-3,China,62097,Uncapped,2034,catchall_60_65,primary,2035
12453,31515,EB-3,ROW,324156,Uncapped,2034,catchall_60_65,primary,2035
669,315,EB-4,India,16174,Uncapped,2034,catchall_60_65,primary,2035
62,0,EB-4,China,1578,Uncapped,2034,catchall_60_65,primary,2035
35129,11570,EB-4,ROW,776950,Uncapped,2034,catchall_60_65,primary,2035
40,2521,EB-5,India,4609,Uncapped,2034,catchall_60_65,primary,2035
118,6060,EB-5,China,12818,Uncapped,2034,catchall_60_65,primary,2035
69,3304,EB-5,ROW,6647,Uncapped,2034,catchall_60_65,primary,2035
301,16272,EB-1,India,31662,Uncapped,2035,catchall_60_65,primary,2035
310,9520,EB-1,China,22122,Uncapped,2035,catchall_60_65,primary,2035
589,22083,EB-1,ROW,44246,Uncapped,2035,catchall_60_65,primary,2035
8703,39316,EB-2,India,518709,Uncapped,2035,catchall_60_65,primary,2035
3641,8559,EB-2,China,148562,Uncapped,2035,catchall_60_65,primary,2035
7646,0,EB-2,ROW,253149,Uncapped,2035,catchall_60_65,primary,2035
2279,11362,EB-3,India,96712,Uncapped,2035,catchall_60_65,primary,2035
2406,5530,EB-3,China,64000,Uncapped,2035,catchall_60_65,primary,2035
13065,30982,EB-3,ROW,333493,Uncapped,2035,catchall_60_65,primary,2035
710,375,EB-4,India,16944,Uncapped,2035,catchall_60_65,primary,2035
86,0,EB-4,China,1706,Uncapped,2035,catchall_60_65,primary,2035
35994,11510,EB-4,ROW,816845,Uncapped,2035,catchall_60_65,primary,2035
31,2368,EB-5,India,4711,Uncapped,2035,catchall_60_65,primary,2035
103,6133,EB-5,China,13060,Uncapped,2035,catchall_60_65,primary,2035
75,3384,EB-5,ROW,6761,Uncapped,2035,catchall_60_65,primary,2035
322,16240,EB-1,India,33331,Uncapped,2036,catchall_60_65,primary,2035
328,9614,EB-1,China,23402,Uncapped,2036,catchall_60_65,primary,2035
709,22021,EB-1,ROW,46878,Uncapped,2036,catchall_60_65,primary,2035
9052,40623,EB-2,India,529794,Uncapped,2036,catchall_60_65,primary,2035
3792,7252,EB-2,China,152632,Uncapped,2036,catchall_60_65,primary,2035
8223,0,EB-2,ROW,268608,Uncapped,2036,catchall_60_65,primary,2035
2355,11086,EB-3,India,99632,Uncapped,2036,catchall_60_65,primary,2035
2467,5558,EB-3,China,65791,Uncapped,2036,catchall_60_65,primary,2035
12999,31230,EB-3,ROW,342743,Uncapped,2036,catchall_60_65,primary,2035
789,477,EB-4,India,17531,Uncapped,2036,catchall_60_65,primary,2035
92,0,EB-4,China,1799,Uncapped,2036,catchall_60_65,primary,2035
36612,11408,EB-4,ROW,856292,Uncapped,2036,catchall_60_65,primary,2035
30,2452,EB-5,India,4733,Uncapped,2036,catchall_60_65,primary,2035
112,5897,EB-5,China,13403,Uncapped,2036,catchall_60_65,primary,2035
94,3536,EB-5,ROW,6858,Uncapped,2036,catchall_60_65,primary,2035
326,16091,EB-1,India,35238,Uncapped,2037,catchall_60_65,primary,2035
322,9759,EB-1,China,24586,Uncapped,2037,catchall_60_65,primary,2035
731,22025,EB-1,ROW,49253,Uncapped,2037,catchall_60_65,primary,2035
9236,41163,EB-2,India,539795,Uncapped,2037,catchall_60_65,primary,2035
3848,6712,EB-2,China,156846,Uncapped,2037,catchall_60_65,primary,2035
8919,0,EB-2,ROW,283849,Uncapped,2037,catchall_60_65,primary,2035
2403,11450,EB-3,India,102252,Uncapped,2037,catchall_60_65,primary,2035
2605,5522,EB-3,China,67320,Uncapped,2037,catchall_60_65,primary,2035
13424,30902,EB-3,ROW,351800,Uncapped,2037,catchall_60_65,primary,2035
783,554,EB-4,India,18053,Uncapped,2037,catchall_60_65,primary,2035
104,0,EB-4,China,1907,Uncapped,2037,catchall_60_65,primary,2035
37927,11331,EB-4,ROW,894798,Uncapped,2037,catchall_60_65,primary,2035
38,2428,EB-5,India,4799,Uncapped,2037,catchall_60_65,primary,2035
113,6002,EB-5,China,13656,Uncapped,2037,catchall_60_65,primary,2035
76,3455,EB-5,ROW,6964,Uncapped,2037,catchall_60_65,primary,2035
399,16315,EB-1,India,36898,Uncapped,2038,catchall_60_65,primary,2035
365,9596,EB-1,China,25791,Uncapped,2038,catchall_60_65,primary,2035
742,21964,EB-1,ROW,51787,Uncapped,2038,catchall_60_65,primary,2035
9668,41497,EB-2,India,549609,Uncapped,2038,catchall_60_65,primary,2035
3983,6378,EB-2,China,161181,Uncapped,2038,catchall_60_65,primary,2035
9605,0,EB-2,ROW,297892,Uncapped,2038,catchall_60_65,primary,2035
2379,11412,EB-3,India,104988,Uncapped,2038,catchall_60_65,primary,2035
2580,5519,EB-3,China,69074,Uncapped,2038,catchall_60_65,primary,2035
13908,30943,EB-3,ROW,360027,Uncapped,2038,catchall_60_65,primary,2035
833,558,EB-4,India,18483,Uncapped,2038,catchall_60_65,primary,2035
83,0,EB-4,China,2046,Uncapped,2038,catchall_60_65,primary,2035
38588,11327,EB-4,ROW,932415,Uncapped,2038,catchall_60_65,primary,2035
29,2307,EB-5,India,4879,Uncapped,2038,catchall_60_65,primary,2035
126,6198,EB-5,China,13914,Uncapped,2038,catchall_60_65,primary,2035
80,3380,EB-5,ROW,7094,Uncapped,2038,catchall_60_65,primary,2035
409,16173,EB-1,India,38639,Uncapped,2039,catchall_60_65,primary,2035
364,9428,EB-1,China,27125,Uncapped,2039,catchall_60_65,primary,2035
819,22274,EB-1,ROW,54046,Uncapped,2039,catchall_60_65,primary,2035
10195,34147,EB-2,India,562114,Uncapped,2039,catchall_60_65,primary,2035
4170,6381,EB-2,China,165208,Uncapped,2039,catchall_60_65,primary,2035
9920,7347,EB-2,ROW,308071,Uncapped,2039,catchall_60_65,primary,2035
2446,11559,EB-3,India,107717,Uncapped,2039,catchall_60_65,primary,2035
2562,5563,EB-3,China,70786,Uncapped,2039,catchall_60_65,primary,2035
14039,30752,EB-3,ROW,368088,Uncapped,2039,catchall_60_65,primary,2035
836,357,EB-4,India,19048,Uncapped,2039,catchall_60_65,primary,2035
110,0,EB-4,China,2141,Uncapped,2039,catchall_60_65,primary,2035
39430,11528,EB-4,ROW,967176,Uncapped,2039,catchall_60_65,primary,2035
31,2412,EB-5,India,4958,Uncapped,2039,catchall_60_65,primary,2035
