category,model_entry_year,nationality,principal_and_active_derivative_backlog,principal_backlog,scenario,year,case,role,seed
EB-3,2022,China,7017,3673,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2023,China,6268,3242,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2017,China,6481,2733,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2018,China,20864,8656,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2019,China,5560,2303,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2020,China,3704,1545,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2021,China,3476,1428,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2022,China,805,326,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2023,China,2961,1223,Uncapped,2023,catchall_60_65,primary,2020
EB-1,2022,India,10557,4343,Uncapped,2023,catchall_60_65,primary,2020
EB-1,2023,India,26196,10833,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2013,India,20826,9271,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2014,India,48228,21219,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2015,India,61975,27427,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2016,India,94977,41516,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2017,India,82895,36246,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2018,India,80188,35003,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2019,India,91200,39810,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2020,India,74494,32437,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2021,India,82008,35692,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2022,India,101472,44089,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2023,India,88330,38560,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2009,India,73030,32967,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2010,India,11106,4915,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2011,India,11938,5281,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2012,India,7117,3116,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2013,India,5924,2622,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2014,India,6830,2978,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2015,India,11632,5065,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2016,India,19328,8317,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2017,India,16952,7250,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2018,India,15888,6792,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2019,India,22546,9675,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2020,India,19002,8162,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2021,India,103221,44411,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2022,India,36279,15618,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2023,India,28734,12313,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2016,India,379,162,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2017,India,1233,537,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2018,India,1002,416,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2019,India,1495,686,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2020,India,1754,816,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2021,India,1303,571,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2022,India,3467,1390,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2023,India,3346,1539,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2018,India,105,38,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2019,India,989,376,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2020,India,776,306,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2021,India,825,326,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2022,India,256,96,Uncapped,2023,catchall_60_65,primary,2020
EB-5,2023,India,1021,383,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2022,ROW,21722,9687,Uncapped,2023,catchall_60_65,primary,2020
EB-2,2023,ROW,65578,29275,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2022,ROW,39793,18996,Uncapped,2023,catchall_60_65,primary,2020
EB-3,2023,ROW,83152,39457,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2016,ROW,31708,18828,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2017,ROW,25137,15158,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2018,ROW,17377,9227,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2019,ROW,38707,26109,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2020,ROW,53455,40564,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2021,ROW,40499,24276,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2022,ROW,61628,34581,Uncapped,2023,catchall_60_65,primary,2020
EB-4,2023,ROW,82812,63157,Uncapped,2023,catchall_60_65,primary,2020
EB-1,2023,China,13518,6560,Uncapped,2024,catchall_60_65,primary,2020
EB-1,2024,China,13019,6370,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2016,China,441,254,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2017,China,8991,5136,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2018,China,11695,6641,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2019,China,15961,9004,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2020,China,16494,9282,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2021,China,15340,8631,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2022,China,16313,9143,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2023,China,20974,11747,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2024,China,21401,12046,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2014,China,1727,927,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2015,China,1707,907,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2016,China,4586,2398,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2017,China,6374,3367,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2018,China,6145,3257,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2019,China,5951,3083,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2020,China,7264,3783,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2021,China,16804,8774,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2022,China,6768,3539,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2023,China,5999,3102,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2024,China,13575,7002,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2018,China,19581,8192,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2019,China,5489,2275,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2020,China,3657,1525,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2021,China,3433,1412,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2022,China,799,324,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2023,China,2938,1213,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2024,China,6852,2841,Uncapped,2024,catchall_60_65,primary,2020
EB-1,2023,India,24123,9978,Uncapped,2024,catchall_60_65,primary,2020
EB-1,2024,India,20731,8649,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2013,India,17080,7661,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2014,India,47360,20976,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2015,India,60737,26993,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2016,India,93142,40884,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2017,India,81446,35696,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2018,India,78981,34528,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2019,India,89841,39276,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2020,India,73116,31856,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2021,India,80423,35025,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2022,India,99762,43350,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2023,India,86781,37888,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2024,India,87387,38090,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2009,India,67203,30732,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2010,India,10713,4805,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2011,India,11700,5215,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2012,India,6940,3064,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2013,India,5796,2577,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2014,India,6649,2913,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2015,India,11366,4971,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2016,India,18893,8157,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2017,India,16577,7100,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2018,India,15549,6654,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2019,India,22062,9482,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2020,India,18486,7951,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2021,India,100498,43236,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2022,India,35304,15199,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2023,India,27884,11948,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2024,India,22678,9739,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2017,India,759,329,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2018,India,942,394,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2019,India,1429,665,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2020,India,1690,786,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2021,India,1252,556,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2022,India,3367,1349,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2023,India,3251,1492,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2024,India,3282,1567,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2019,India,262,96,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2020,India,766,303,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2021,India,823,325,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2022,India,250,94,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2023,India,1021,383,Uncapped,2024,catchall_60_65,primary,2020
EB-5,2024,India,2778,1049,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2023,ROW,44937,20037,Uncapped,2024,catchall_60_65,primary,2020
EB-2,2024,ROW,51723,23139,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2023,ROW,78840,37376,Uncapped,2024,catchall_60_65,primary,2020
EB-3,2024,ROW,76670,36333,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2016,ROW,19480,11844,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2017,ROW,23650,14484,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2018,ROW,16392,8804,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2019,ROW,36799,25095,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2020,ROW,50509,38433,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2021,ROW,38312,23031,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2022,ROW,58349,32815,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2023,ROW,78478,59886,Uncapped,2024,catchall_60_65,primary,2020
EB-4,2024,ROW,99788,79780,Uncapped,2024,catchall_60_65,primary,2020
EB-1,2022,China,4819,2325,Capped,2023,catchall_60_65,primary,2020
EB-1,2023,China,14681,7127,Capped,2023,catchall_60_65,primary,2020
EB-2,2016,China,3804,2190,Capped,2023,catchall_60_65,primary,2020
EB-2,2017,China,9217,5252,Capped,2023,catchall_60_65,primary,2020
EB-2,2018,China,11976,6783,Capped,2023,catchall_60_65,primary,2020
EB-2,2019,China,16271,9174,Capped,2023,catchall_60_65,primary,2020
EB-2,2020,China,17006,9546,Capped,2023,catchall_60_65,primary,2020
EB-2,2021,China,15722,8849,Capped,2023,catchall_60_65,primary,2020
EB-2,2022,China,16717,9374,Capped,2023,catchall_60_65,primary,2020
EB-2,2023,China,21527,12057,Capped,2023,catchall_60_65,primary,2020
EB-3,2014,China,5142,2719,Capped,2023,catchall_60_65,primary,2020
EB-3,2015,China,1771,943,Capped,2023,catchall_60_65,primary,2020
EB-3,2016,China,4830,2503,Capped,2023,catchall_60_65,primary,2020
EB-3,2017,China,6698,3499,Capped,2023,catchall_60_65,primary,2020
EB-3,2018,China,6363,3366,Capped,2023,catchall_60_65,primary,2020
EB-3,2019,China,6140,3183,Capped,2023,catchall_60_65,primary,2020
EB-3,2020,China,7559,3940,Capped,2023,catchall_60_65,primary,2020
EB-3,2021,China,17485,9125,Capped,2023,catchall_60_65,primary,2020
EB-3,2022,China,7017,3673,Capped,2023,catchall_60_65,primary,2020
EB-3,2023,China,6268,3242,Capped,2023,catchall_60_65,primary,2020
EB-5,2017,China,6481,2733,Capped,2023,catchall_60_65,primary,2020
EB-5,2018,China,20864,8656,Capped,2023,catchall_60_65,primary,2020
EB-5,2019,China,5560,2303,Capped,2023,catchall_60_65,primary,2020
EB-5,2020,China,3704,1545,Capped,2023,catchall_60_65,primary,2020
EB-5,2021,China,3476,1428,Capped,2023,catchall_60_65,primary,2020
EB-5,2022,China,805,326,Capped,2023,catchall_60_65,primary,2020
EB-5,2023,China,2961,1223,Capped,2023,catchall_60_65,primary,2020
EB-1,2022,India,10557,4343,Capped,2023,catchall_60_65,primary,2020
EB-1,2023,India,26196,10833,Capped,2023,catchall_60_65,primary,2020
EB-2,2013,India,20826,9271,Capped,2023,catchall_60_65,primary,2020
EB-2,2014,India,48228,21219,Capped,2023,catchall_60_65,primary,2020
EB-2,2015,India,61975,27427,Capped,2023,catchall_60_65,primary,2020
EB-2,2016,India,94977,41516,Capped,2023,catchall_60_65,primary,2020
EB-2,2017,India,82895,36246,Capped,2023,catchall_60_65,primary,2020
EB-2,2018,India,80188,35003,Capped,2023,catchall_60_65,primary,2020
EB-2,2019,India,91200,39810,Capped,2023,catchall_60_65,primary,2020
EB-2,2020,India,74494,32437,Capped,2023,catchall_60_65,primary,2020
EB-2,2021,India,82008,35692,Capped,2023,catchall_60_65,primary,2020
EB-2,2022,India,101472,44089,Capped,2023,catchall_60_65,primary,2020
EB-2,2023,India,88330,38560,Capped,2023,catchall_60_65,primary,2020
EB-3,2009,India,73030,32967,Capped,2023,catchall_60_65,primary,2020
EB-3,2010,India,11106,4915,Capped,2023,catchall_60_65,primary,2020
EB-3,2011,India,11938,5281,Capped,2023,catchall_60_65,primary,2020
EB-3,2012,India,7117,3116,Capped,2023,catchall_60_65,primary,2020
EB-3,2013,India,5924,2622,Capped,2023,catchall_60_65,primary,2020
EB-3,2014,India,6830,2978,Capped,2023,catchall_60_65,primary,2020
EB-3,2015,India,11632,5065,Capped,2023,catchall_60_65,primary,2020
EB-3,2016,India,19328,8317,Capped,2023,catchall_60_65,primary,2020
EB-3,2017,India,16952,7250,Capped,2023,catchall_60_65,primary,2020
EB-3,2018,India,15888,6792,Capped,2023,catchall_60_65,primary,2020
EB-3,2019,India,22546,9675,Capped,2023,catchall_60_65,primary,2020
EB-3,2020,India,19002,8162,Capped,2023,catchall_60_65,primary,2020
EB-3,2021,India,103221,44411,Capped,2023,catchall_60_65,primary,2020
EB-3,2022,India,36279,15618,Capped,2023,catchall_60_65,primary,2020
EB-3,2023,India,28734,12313,Capped,2023,catchall_60_65,primary,2020
EB-4,2016,India,379,162,Capped,2023,catchall_60_65,primary,2020
EB-4,2017,India,1233,537,Capped,2023,catchall_60_65,primary,2020
EB-4,2018,India,1002,416,Capped,2023,catchall_60_65,primary,2020
EB-4,2019,India,1495,686,Capped,2023,catchall_60_65,primary,2020
EB-4,2020,India,1754,816,Capped,2023,catchall_60_65,primary,2020
EB-4,2021,India,1303,571,Capped,2023,catchall_60_65,primary,2020
EB-4,2022,India,3467,1390,Capped,2023,catchall_60_65,primary,2020
EB-4,2023,India,3346,1539,Capped,2023,catchall_60_65,primary,2020
EB-5,2018,India,105,38,Capped,2023,catchall_60_65,primary,2020
EB-5,2019,India,989,376,Capped,2023,catchall_60_65,primary,2020
EB-5,2020,India,776,306,Capped,2023,catchall_60_65,primary,2020
EB-5,2021,India,825,326,Capped,2023,catchall_60_65,primary,2020
EB-5,2022,India,256,96,Capped,2023,catchall_60_65,primary,2020
EB-5,2023,India,1021,383,Capped,2023,catchall_60_65,primary,2020
EB-2,2022,ROW,21722,9687,Capped,2023,catchall_60_65,primary,2020
EB-2,2023,ROW,65578,29275,Capped,2023,catchall_60_65,primary,2020
EB-3,2022,ROW,39793,18996,Capped,2023,catchall_60_65,primary,2020
EB-3,2023,ROW,83152,39457,Capped,2023,catchall_60_65,primary,2020
EB-4,2016,ROW,31708,18828,Capped,2023,catchall_60_65,primary,2020
EB-4,2017,ROW,25137,15158,Capped,2023,catchall_60_65,primary,2020
EB-4,2018,ROW,17377,9227,Capped,2023,catchall_60_65,primary,2020
EB-4,2019,ROW,38707,26109,Capped,2023,catchall_60_65,primary,2020
EB-4,2020,ROW,53455,40564,Capped,2023,catchall_60_65,primary,2020
EB-4,2021,ROW,40499,24276,Capped,2023,catchall_60_65,primary,2020
EB-4,2022,ROW,61628,34581,Capped,2023,catchall_60_65,primary,2020
EB-4,2023,ROW,82812,63157,Capped,2023,catchall_60_65,primary,2020
EB-1,2023,China,13518,6560,Capped,2024,catchall_60_65,primary,2020
EB-1,2024,China,13019,6370,Capped,2024,catchall_60_65,primary,2020
EB-2,2016,China,441,254,Capped,2024,catchall_60_65,primary,2020
EB-2,2017,China,8991,5136,Capped,2024,catchall_60_65,primary,2020
EB-2,2018,China,11695,6641,Capped,2024,catchall_60_65,primary,2020
EB-2,2019,China,15961,9004,Capped,2024,catchall_60_65,primary,2020
EB-2,2020,China,16494,9282,Capped,2024,catchall_60_65,primary,2020
EB-2,2021,China,15340,8631,Capped,2024,catchall_60_65,primary,2020
EB-2,2022,China,16313,9143,Capped,2024,catchall_60_65,primary,2020
EB-2,2023,China,20974,11747,Capped,2024,catchall_60_65,primary,2020
EB-2,2024,China,21401,12046,Capped,2024,catchall_60_65,primary,2020
EB-3,2014,China,1727,927,Capped,2024,catchall_60_65,primary,2020
EB-3,2015,China,1707,907,Capped,2024,catchall_60_65,primary,2020
EB-3,2016,China,4586,2398,Capped,2024,catchall_60_65,primary,2020
EB-3,2017,China,6374,3367,Capped,2024,catchall_60_65,primary,2020
EB-3,2018,China,6145,3257,Capped,2024,catchall_60_65,primary,2020
EB-3,2019,China,5951,3083,Capped,2024,catchall_60_65,primary,2020
EB-3,2020,China,7264,3783,Capped,2024,catchall_60_65,primary,2020
EB-3,2021,China,16804,8774,Capped,2024,catchall_60_65,primary,2020
EB-3,2022,China,6768,3539,Capped,2024,catchall_60_65,primary,2020
EB-3,2023,China,5999,3102,Capped,2024,catchall_60_65,primary,2020
EB-3,2024,China,13575,7002,Capped,2024,catchall_60_65,primary,2020
EB-5,2018,China,19581,8192,Capped,2024,catchall_60_65,primary,2020
EB-5,2019,China,5489,2275,Capped,2024,catchall_60_65,primary,2020
EB-5,2020,China,3657,1525,Capped,2024,catchall_60_65,primary,2020
EB-5,2021,China,3433,1412,Capped,2024,catchall_60_65,primary,2020
EB-5,2022,China,799,324,Capped,2024,catchall_60_65,primary,2020
EB-5,2023,China,2938,1213,Capped,2024,catchall_60_65,primary,2020
EB-5,2024,China,6852,2841,Capped,2024,catchall_60_65,primary,2020
EB-1,2023,India,24123,9978,Capped,2024,catchall_60_65,primary,2020
EB-1,2024,India,20731,8649,Capped,2024,catchall_60_65,primary,2020
EB-2,2013,India,17080,7661,Capped,2024,catchall_60_65,primary,2020
EB-2,2014,India,47360,20976,Capped,2024,catchall_60_65,primary,2020
EB-2,2015,India,60737,26993,Capped,2024,catchall_60_65,primary,2020
EB-2,2016,India,93142,40884,Capped,2024,catchall_60_65,primary,2020
EB-2,2017,India,81446,35696,Capped,2024,catchall_60_65,primary,2020
EB-2,2018,India,78981,34528,Capped,2024,catchall_60_65,primary,2020
EB-2,2019,India,89841,39276,Capped,2024,catchall_60_65,primary,2020
EB-2,2020,India,73116,31856,Capped,2024,catchall_60_65,primary,2020
EB-2,2021,India,80423,35025,Capped,2024,catchall_60_65,primary,2020
EB-2,2022,India,99762,43350,Capped,2024,catchall_60_65,primary,2020
EB-2,2023,India,86781,37888,Capped,2024,catchall_60_65,primary,2020
EB-2,2024,India,87387,38090,Capped,2024,catchall_60_65,primary,2020
EB-3,2009,India,67203,30732,Capped,2024,catchall_60_65,primary,2020
EB-3,2010,India,10713,4805,Capped,2024,catchall_60_65,primary,2020
EB-3,2011,India,11700,5215,Capped,2024,catchall_60_65,primary,2020
EB-3,2012,India,6940,3064,Capped,2024,catchall_60_65,primary,2020
EB-3,2013,India,5796,2577,Capped,2024,catchall_60_65,primary,2020
EB-3,2014,India,6649,2913,Capped,2024,catchall_60_65,primary,2020
EB-3,2015,India,11366,4971,Capped,2024,catchall_60_65,primary,2020
EB-3,2016,India,18893,8157,Capped,2024,catchall_60_65,primary,2020
EB-3,2017,India,16577,7100,Capped,2024,catchall_60_65,primary,2020
EB-3,2018,India,15549,6654,Capped,2024,catchall_60_65,primary,2020
EB-3,2019,India,22062,9482,Capped,2024,catchall_60_65,primary,2020
EB-3,2020,India,18486,7951,Capped,2024,catchall_60_65,primary,2020
EB-3,2021,India,100498,43236,Capped,2024,catchall_60_65,primary,2020
EB-3,2022,India,35304,15199,Capped,2024,catchall_60_65,primary,2020
EB-3,2023,India,27884,11948,Capped,2024,catchall_60_65,primary,2020
EB-3,2024,India,22678,9739,Capped,2024,catchall_60_65,primary,2020
EB-4,2017,India,759,329,Capped,2024,catchall_60_65,primary,2020
EB-4,2018,India,942,394,Capped,2024,catchall_60_65,primary,2020
EB-4,2019,India,1429,665,Capped,2024,catchall_60_65,primary,2020
EB-4,2020,India,1690,786,Capped,2024,catchall_60_65,primary,2020
EB-4,2021,India,1252,556,Capped,2024,catchall_60_65,primary,2020
EB-4,2022,India,3367,1349,Capped,2024,catchall_60_65,primary,2020
EB-4,2023,India,3251,1492,Capped,2024,catchall_60_65,primary,2020
EB-4,2024,India,3282,1567,Capped,2024,catchall_60_65,primary,2020
EB-5,2019,India,262,96,Capped,2024,catchall_60_65,primary,2020
EB-5,2020,India,766,303,Capped,2024,catchall_60_65,primary,2020
EB-5,2021,India,823,325,Capped,2024,catchall_60_65,primary,2020
EB-5,2022,India,250,94,Capped,2024,catchall_60_65,primary,2020
EB-5,2023,India,1021,383,Capped,2024,catchall_60_65,primary,2020
EB-5,2024,India,2778,1049,Capped,2024,catchall_60_65,primary,2020
EB-2,2023,ROW,44937,20037,Capped,2024,catchall_60_65,primary,2020
EB-2,2024,ROW,51723,23139,Capped,2024,catchall_60_65,primary,2020
EB-3,2023,ROW,78840,37376,Capped,2024,catchall_60_65,primary,2020
EB-3,2024,ROW,76670,36333,Capped,2024,catchall_60_65,primary,2020
EB-4,2016,ROW,19480,11844,Capped,2024,catchall_60_65,primary,2020
EB-4,2017,ROW,23650,14484,Capped,2024,catchall_60_65,primary,2020
EB-4,2018,ROW,16392,8804,Capped,2024,catchall_60_65,primary,2020
EB-4,2019,ROW,36799,25095,Capped,2024,catchall_60_65,primary,2020
EB-4,2020,ROW,50509,38433,Capped,2024,catchall_60_65,primary,2020
EB-4,2021,ROW,38312,23031,Capped,2024,catchall_60_65,primary,2020
EB-4,2022,ROW,58349,32815,Capped,2024,catchall_60_65,primary,2020
EB-4,2023,ROW,78478,59886,Capped,2024,catchall_60_65,primary,2020
EB-4,2024,ROW,99788,79780,Capped,2024,catchall_60_65,primary,2020
EB-1,2022,China,4658,2257,Uncapped,2023,catchall_60_65,primary,2021
EB-1,2023,China,14639,7076,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2016,China,4299,2445,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2017,China,9191,5186,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2018,China,12045,6799,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2019,China,15860,9057,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2020,China,17273,9675,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2021,China,15678,8859,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2022,China,17029,9521,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2023,China,21140,12041,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2014,China,5105,2683,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2015,China,1895,973,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2016,China,4787,2549,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2017,China,6457,3368,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2018,China,6298,3371,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2019,China,6162,3196,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2020,China,7730,4022,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2021,China,17766,9185,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2022,China,7077,3687,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2023,China,6171,3229,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2017,China,5940,2487,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2018,China,20988,8734,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2019,China,5676,2369,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2020,China,3815,1577,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2021,China,3414,1430,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2022,China,819,350,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2023,China,2920,1209,Uncapped,2023,catchall_60_65,primary,2021
EB-1,2022,India,10244,4249,Uncapped,2023,catchall_60_65,primary,2021
EB-1,2023,India,26008,10809,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2013,India,20664,9200,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2014,India,47807,21129,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2015,India,61361,27007,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2016,India,94370,41282,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2017,India,83306,36399,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2018,India,80442,35204,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2019,India,91176,39690,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2020,India,74138,32364,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2021,India,81551,35584,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2022,India,100640,43920,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2023,India,89102,38768,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2009,India,73235,32962,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2010,India,11000,4918,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2011,India,12083,5291,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2012,India,7195,3152,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2013,India,6065,2643,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2014,India,6861,2972,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2015,India,11533,5017,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2016,India,19369,8333,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2017,India,16669,7188,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2018,India,16019,6910,Uncapped,2023,catchall_60_65,primary,2021
