category,model_entry_year,nationality,principal_and_active_derivative_backlog,principal_backlog,scenario,year,case,role,seed
EB-2,2019,China,16051,9024,Capped,2023,catchall_60_65,primary,2057
EB-2,2020,China,16713,9539,Capped,2023,catchall_60_65,primary,2057
EB-2,2021,China,15550,8794,Capped,2023,catchall_60_65,primary,2057
EB-2,2022,China,16720,9368,Capped,2023,catchall_60_65,primary,2057
EB-2,2023,China,21356,12096,Capped,2023,catchall_60_65,primary,2057
EB-3,2013,China,238,135,Capped,2023,catchall_60_65,primary,2057
EB-3,2014,China,5178,2761,Capped,2023,catchall_60_65,primary,2057
EB-3,2015,China,1788,953,Capped,2023,catchall_60_65,primary,2057
EB-3,2016,China,4724,2548,Capped,2023,catchall_60_65,primary,2057
EB-3,2017,China,6536,3441,Capped,2023,catchall_60_65,primary,2057
EB-3,2018,China,6376,3355,Capped,2023,catchall_60_65,primary,2057
EB-3,2019,China,6331,3275,Capped,2023,catchall_60_65,primary,2057
EB-3,2020,China,7694,3972,Capped,2023,catchall_60_65,primary,2057
EB-3,2021,China,17484,9107,Capped,2023,catchall_60_65,primary,2057
EB-3,2022,China,7048,3715,Capped,2023,catchall_60_65,primary,2057
EB-3,2023,China,6240,3283,Capped,2023,catchall_60_65,primary,2057
EB-5,2017,China,6312,2643,Capped,2023,catchall_60_65,primary,2057
EB-5,2018,China,21309,8735,Capped,2023,catchall_60_65,primary,2057
EB-5,2019,China,5500,2288,Capped,2023,catchall_60_65,primary,2057
EB-5,2020,China,3937,1592,Capped,2023,catchall_60_65,primary,2057
EB-5,2021,China,3463,1438,Capped,2023,catchall_60_65,primary,2057
EB-5,2022,China,787,322,Capped,2023,catchall_60_65,primary,2057
EB-5,2023,China,2905,1209,Capped,2023,catchall_60_65,primary,2057
EB-1,2022,India,10670,4402,Capped,2023,catchall_60_65,primary,2057
EB-1,2023,India,25666,10667,Capped,2023,catchall_60_65,primary,2057
EB-2,2013,India,21391,9498,Capped,2023,catchall_60_65,primary,2057
EB-2,2014,India,48310,21454,Capped,2023,catchall_60_65,primary,2057
EB-2,2015,India,61646,27126,Capped,2023,catchall_60_65,primary,2057
EB-2,2016,India,94941,41565,Capped,2023,catchall_60_65,primary,2057
EB-2,2017,India,82487,36159,Capped,2023,catchall_60_65,primary,2057
EB-2,2018,India,80777,35273,Capped,2023,catchall_60_65,primary,2057
EB-2,2019,India,91542,39806,Capped,2023,catchall_60_65,primary,2057
EB-2,2020,India,74957,32709,Capped,2023,catchall_60_65,primary,2057
EB-2,2021,India,82337,35768,Capped,2023,catchall_60_65,primary,2057
EB-2,2022,India,100797,43820,Capped,2023,catchall_60_65,primary,2057
EB-2,2023,India,87751,38361,Capped,2023,catchall_60_65,primary,2057
EB-3,2009,India,72393,32694,Capped,2023,catchall_60_65,primary,2057
EB-3,2010,India,11064,4925,Capped,2023,catchall_60_65,primary,2057
EB-3,2011,India,11802,5224,Capped,2023,catchall_60_65,primary,2057
EB-3,2012,India,7046,3090,Capped,2023,catchall_60_65,primary,2057
EB-3,2013,India,6461,2789,Capped,2023,catchall_60_65,primary,2057
EB-3,2014,India,6724,2953,Capped,2023,catchall_60_65,primary,2057
EB-3,2015,India,11522,4972,Capped,2023,catchall_60_65,primary,2057
EB-3,2016,India,18938,8143,Capped,2023,catchall_60_65,primary,2057
EB-3,2017,India,16724,7194,Capped,2023,catchall_60_65,primary,2057
EB-3,2018,India,16087,6934,Capped,2023,catchall_60_65,primary,2057
EB-3,2019,India,22919,9835,Capped,2023,catchall_60_65,primary,2057
EB-3,2020,India,19051,8196,Capped,2023,catchall_60_65,primary,2057
EB-3,2021,India,103583,44452,Capped,2023,catchall_60_65,primary,2057
EB-3,2022,India,37022,15907,Capped,2023,catchall_60_65,primary,2057
EB-3,2023,India,28800,12334,Capped,2023,catchall_60_65,primary,2057
EB-4,2016,India,630,283,Capped,2023,catchall_60_65,primary,2057
EB-4,2017,India,1314,586,Capped,2023,catchall_60_65,primary,2057
EB-4,2018,India,1075,439,Capped,2023,catchall_60_65,primary,2057
EB-4,2019,India,1409,662,Capped,2023,catchall_60_65,primary,2057
EB-4,2020,India,1749,829,Capped,2023,catchall_60_65,primary,2057
EB-4,2021,India,1338,602,Capped,2023,catchall_60_65,primary,2057
EB-4,2022,India,3196,1325,Capped,2023,catchall_60_65,primary,2057
EB-4,2023,India,3462,1560,Capped,2023,catchall_60_65,primary,2057
EB-5,2019,India,924,353,Capped,2023,catchall_60_65,primary,2057
EB-5,2020,India,787,302,Capped,2023,catchall_60_65,primary,2057
EB-5,2021,India,856,320,Capped,2023,catchall_60_65,primary,2057
EB-5,2022,India,249,97,Capped,2023,catchall_60_65,primary,2057
EB-5,2023,India,1050,392,Capped,2023,catchall_60_65,primary,2057
EB-2,2022,ROW,22521,10133,Capped,2023,catchall_60_65,primary,2057
EB-2,2023,ROW,65514,29398,Capped,2023,catchall_60_65,primary,2057
EB-3,2022,ROW,39639,18826,Capped,2023,catchall_60_65,primary,2057
EB-3,2023,ROW,83600,39471,Capped,2023,catchall_60_65,primary,2057
EB-4,2016,ROW,31280,18681,Capped,2023,catchall_60_65,primary,2057
EB-4,2017,ROW,24874,15000,Capped,2023,catchall_60_65,primary,2057
EB-4,2018,ROW,17483,9289,Capped,2023,catchall_60_65,primary,2057
EB-4,2019,ROW,38803,26336,Capped,2023,catchall_60_65,primary,2057
EB-4,2020,ROW,53210,40509,Capped,2023,catchall_60_65,primary,2057
EB-4,2021,ROW,40595,24425,Capped,2023,catchall_60_65,primary,2057
EB-4,2022,ROW,61446,34583,Capped,2023,catchall_60_65,primary,2057
EB-4,2023,ROW,82822,63129,Capped,2023,catchall_60_65,primary,2057
EB-1,2023,China,13554,6557,Capped,2024,catchall_60_65,primary,2057
EB-1,2024,China,12712,6159,Capped,2024,catchall_60_65,primary,2057
EB-2,2016,China,408,239,Capped,2024,catchall_60_65,primary,2057
EB-2,2017,China,8798,5021,Capped,2024,catchall_60_65,primary,2057
EB-2,2018,China,11957,6778,Capped,2024,catchall_60_65,primary,2057
EB-2,2019,China,15712,8841,Capped,2024,catchall_60_65,primary,2057
EB-2,2020,China,16286,9307,Capped,2024,catchall_60_65,primary,2057
EB-2,2021,China,15170,8592,Capped,2024,catchall_60_65,primary,2057
EB-2,2022,China,16278,9121,Capped,2024,catchall_60_65,primary,2057
EB-2,2023,China,20857,11820,Capped,2024,catchall_60_65,primary,2057
EB-2,2024,China,21372,11924,Capped,2024,catchall_60_65,primary,2057
EB-3,2014,China,2006,1083,Capped,2024,catchall_60_65,primary,2057
EB-3,2015,China,1727,918,Capped,2024,catchall_60_65,primary,2057
EB-3,2016,China,4521,2456,Capped,2024,catchall_60_65,primary,2057
EB-3,2017,China,6181,3294,Capped,2024,catchall_60_65,primary,2057
EB-3,2018,China,6144,3248,Capped,2024,catchall_60_65,primary,2057
EB-3,2019,China,6123,3176,Capped,2024,catchall_60_65,primary,2057
EB-3,2020,China,7416,3830,Capped,2024,catchall_60_65,primary,2057
EB-3,2021,China,16747,8737,Capped,2024,catchall_60_65,primary,2057
EB-3,2022,China,6776,3575,Capped,2024,catchall_60_65,primary,2057
EB-3,2023,China,6045,3179,Capped,2024,catchall_60_65,primary,2057
EB-3,2024,China,13319,6893,Capped,2024,catchall_60_65,primary,2057
EB-5,2018,China,19973,8244,Capped,2024,catchall_60_65,primary,2057
EB-5,2019,China,5426,2257,Capped,2024,catchall_60_65,primary,2057
EB-5,2020,China,3902,1577,Capped,2024,catchall_60_65,primary,2057
EB-5,2021,China,3440,1429,Capped,2024,catchall_60_65,primary,2057
EB-5,2022,China,785,321,Capped,2024,catchall_60_65,primary,2057
EB-5,2023,China,2896,1205,Capped,2024,catchall_60_65,primary,2057
EB-5,2024,China,6819,2819,Capped,2024,catchall_60_65,primary,2057
EB-1,2023,India,23976,9961,Capped,2024,catchall_60_65,primary,2057
EB-1,2024,India,20918,8632,Capped,2024,catchall_60_65,primary,2057
EB-2,2013,India,17642,7915,Capped,2024,catchall_60_65,primary,2057
EB-2,2014,India,47458,21206,Capped,2024,catchall_60_65,primary,2057
EB-2,2015,India,60395,26690,Capped,2024,catchall_60_65,primary,2057
EB-2,2016,India,93183,40955,Capped,2024,catchall_60_65,primary,2057
EB-2,2017,India,81052,35600,Capped,2024,catchall_60_65,primary,2057
EB-2,2018,India,79529,34768,Capped,2024,catchall_60_65,primary,2057
EB-2,2019,India,90174,39240,Capped,2024,catchall_60_65,primary,2057
EB-2,2020,India,73545,32116,Capped,2024,catchall_60_65,primary,2057
EB-2,2021,India,80879,35152,Capped,2024,catchall_60_65,primary,2057
EB-2,2022,India,99045,43055,Capped,2024,catchall_60_65,primary,2057
EB-2,2023,India,86193,37680,Capped,2024,catchall_60_65,primary,2057
EB-2,2024,India,87413,38088,Capped,2024,catchall_60_65,primary,2057
EB-3,2009,India,66553,30438,Capped,2024,catchall_60_65,primary,2057
EB-3,2010,India,10717,4827,Capped,2024,catchall_60_65,primary,2057
EB-3,2011,India,11517,5139,Capped,2024,catchall_60_65,primary,2057
EB-3,2012,India,6891,3045,Capped,2024,catchall_60_65,primary,2057
EB-3,2013,India,6349,2756,Capped,2024,catchall_60_65,primary,2057
EB-3,2014,India,6593,2913,Capped,2024,catchall_60_65,primary,2057
EB-3,2015,India,11251,4867,Capped,2024,catchall_60_65,primary,2057
EB-3,2016,India,18464,7953,Capped,2024,catchall_60_65,primary,2057
EB-3,2017,India,16333,7040,Capped,2024,catchall_60_65,primary,2057
EB-3,2018,India,15723,6781,Capped,2024,catchall_60_65,primary,2057
EB-3,2019,India,22454,9648,Capped,2024,catchall_60_65,primary,2057
EB-3,2020,India,18527,7973,Capped,2024,catchall_60_65,primary,2057
EB-3,2021,India,100953,43323,Capped,2024,catchall_60_65,primary,2057
EB-3,2022,India,35979,15463,Capped,2024,catchall_60_65,primary,2057
EB-3,2023,India,28040,12007,Capped,2024,catchall_60_65,primary,2057
EB-3,2024,India,23370,10017,Capped,2024,catchall_60_65,primary,2057
EB-4,2017,India,1052,475,Capped,2024,catchall_60_65,primary,2057
EB-4,2018,India,1036,426,Capped,2024,catchall_60_65,primary,2057
EB-4,2019,India,1323,627,Capped,2024,catchall_60_65,primary,2057
EB-4,2020,India,1649,787,Capped,2024,catchall_60_65,primary,2057
EB-4,2021,India,1266,578,Capped,2024,catchall_60_65,primary,2057
EB-4,2022,India,3048,1270,Capped,2024,catchall_60_65,primary,2057
EB-4,2023,India,3343,1513,Capped,2024,catchall_60_65,primary,2057
EB-4,2024,India,3313,1564,Capped,2024,catchall_60_65,primary,2057
EB-5,2019,India,92,36,Capped,2024,catchall_60_65,primary,2057
EB-5,2020,India,778,299,Capped,2024,catchall_60_65,primary,2057
EB-5,2021,India,856,320,Capped,2024,catchall_60_65,primary,2057
EB-5,2022,India,247,96,Capped,2024,catchall_60_65,primary,2057
EB-5,2023,India,1030,386,Capped,2024,catchall_60_65,primary,2057
EB-5,2024,India,2682,1016,Capped,2024,catchall_60_65,primary,2057
EB-2,2023,ROW,45727,20477,Capped,2024,catchall_60_65,primary,2057
EB-2,2024,ROW,51682,23132,Capped,2024,catchall_60_65,primary,2057
EB-3,2023,ROW,79062,37327,Capped,2024,catchall_60_65,primary,2057
EB-3,2024,ROW,76336,36229,Capped,2024,catchall_60_65,primary,2057
EB-4,2016,ROW,19219,11727,Capped,2024,catchall_60_65,primary,2057
EB-4,2017,ROW,23355,14318,Capped,2024,catchall_60_65,primary,2057
EB-4,2018,ROW,16548,8885,Capped,2024,catchall_60_65,primary,2057
EB-4,2019,ROW,36920,25291,Capped,2024,catchall_60_65,primary,2057
EB-4,2020,ROW,50283,38418,Capped,2024,catchall_60_65,primary,2057
EB-4,2021,ROW,38263,23149,Capped,2024,catchall_60_65,primary,2057
EB-4,2022,ROW,58241,32851,Capped,2024,catchall_60_65,primary,2057
EB-4,2023,ROW,78597,59979,Capped,2024,catchall_60_65,primary,2057
EB-4,2024,ROW,100351,79996,Capped,2024,catchall_60_65,primary,2057
EB-1,2022,China,4949,2378,Uncapped,2023,catchall_60_65,primary,2058
EB-1,2023,China,14635,7114,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2016,China,3840,2200,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2017,China,9086,5178,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2018,China,12182,6855,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2019,China,16188,9143,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2020,China,16988,9604,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2021,China,15557,8844,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2022,China,16783,9494,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2023,China,21750,12334,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2012,China,26,13,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2013,China,492,264,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2014,China,4978,2654,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2015,China,1776,967,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2016,China,4683,2507,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2017,China,6531,3391,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2018,China,6393,3357,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2019,China,6141,3228,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2020,China,7681,4061,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2021,China,17468,9070,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2022,China,7119,3663,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2023,China,6310,3289,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2017,China,6304,2619,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2018,China,20960,8665,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2019,China,5585,2316,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2020,China,3951,1619,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2021,China,3418,1444,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2022,China,831,343,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2023,China,3013,1238,Uncapped,2023,catchall_60_65,primary,2058
EB-1,2022,India,10841,4462,Uncapped,2023,catchall_60_65,primary,2058
EB-1,2023,India,25826,10760,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2013,India,21517,9567,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2014,India,47720,21211,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2015,India,61861,27189,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2016,India,94431,41425,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2017,India,83289,36421,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2018,India,80317,35098,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2019,India,90836,39529,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2020,India,74542,32589,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2021,India,81969,35715,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2022,India,100632,43799,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2023,India,88569,38552,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2009,India,71524,32316,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2010,India,11044,4921,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2011,India,12074,5328,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2012,India,7301,3186,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2013,India,6254,2719,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2014,India,7133,3075,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2015,India,11806,5102,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2016,India,18997,8168,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2017,India,17244,7360,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2018,India,16350,7052,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2019,India,23008,9884,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2020,India,18901,8119,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2021,India,102929,44228,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2022,India,37293,15981,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2023,India,28594,12254,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2016,India,480,206,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2017,India,1235,528,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2018,India,1061,437,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2019,India,1455,644,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2020,India,1571,779,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2021,India,1267,566,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2022,India,3144,1322,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2023,India,3417,1517,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2019,India,855,338,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2020,India,748,281,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2021,India,874,328,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2022,India,231,90,Uncapped,2023,catchall_60_65,primary,2058
EB-5,2023,India,1050,397,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2022,ROW,22842,10231,Uncapped,2023,catchall_60_65,primary,2058
EB-2,2023,ROW,64500,29051,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2022,ROW,40082,18928,Uncapped,2023,catchall_60_65,primary,2058
EB-3,2023,ROW,83111,39566,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2016,ROW,31823,19014,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2017,ROW,25252,15245,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2018,ROW,17583,9318,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2019,ROW,38483,26149,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2020,ROW,53420,40716,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2021,ROW,40892,24476,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2022,ROW,61309,34581,Uncapped,2023,catchall_60_65,primary,2058
EB-4,2023,ROW,82835,63143,Uncapped,2023,catchall_60_65,primary,2058
EB-1,2023,China,13622,6625,Uncapped,2024,catchall_60_65,primary,2058
EB-1,2024,China,12850,6214,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2016,China,479,263,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2017,China,8824,5046,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2018,China,11883,6694,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2019,China,15836,8952,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2020,China,16551,9371,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2021,China,15133,8609,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2022,China,16379,9262,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2023,China,21263,12047,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2024,China,21108,11980,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2014,China,2054,1122,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2015,China,1693,918,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2016,China,4504,2427,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2017,China,6245,3282,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2018,China,6204,3257,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2019,China,5969,3138,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2020,China,7390,3909,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2021,China,16700,8695,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2022,China,6871,3533,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2023,China,6103,3168,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2024,China,13261,6959,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2018,China,19611,8163,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2019,China,5491,2276,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2020,China,3901,1597,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2021,China,3381,1428,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2022,China,827,341,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2023,China,2998,1231,Uncapped,2024,catchall_60_65,primary,2058
EB-5,2024,China,7017,2903,Uncapped,2024,catchall_60_65,primary,2058
EB-1,2023,India,24070,10030,Uncapped,2024,catchall_60_65,primary,2058
EB-1,2024,India,20888,8696,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2013,India,17761,7955,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2014,India,46926,20993,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2015,India,60532,26749,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2016,India,92723,40805,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2017,India,81852,35860,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2018,India,79066,34604,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2019,India,89569,39008,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2020,India,73084,31962,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2021,India,80425,35043,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2022,India,98978,43062,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2023,India,87060,37908,Uncapped,2024,catchall_60_65,primary,2058
EB-2,2024,India,87427,38130,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2009,India,65657,30079,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2010,India,10673,4827,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2011,India,11743,5230,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2012,India,7146,3135,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2013,India,6155,2687,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2014,India,6995,3035,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2015,India,11450,4974,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2016,India,18524,7991,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2017,India,16872,7214,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2018,India,16035,6919,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2019,India,22573,9699,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2020,India,18408,7919,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2021,India,100024,42995,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2022,India,36247,15541,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2023,India,27882,11939,Uncapped,2024,catchall_60_65,primary,2058
EB-3,2024,India,22917,9861,Uncapped,2024,catchall_60_65,primary,2058
