metric,period,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
exits,historical,category,EB-1,Uncapped,50,2347.26,51.26872380717436,7.250492453366636,2332.689589908722,2361.8304100912783,2250.9,2419.775
exits,historical,category,EB-1,Capped,50,2347.26,51.26872380717436,7.250492453366636,2332.689589908722,2361.8304100912783,2250.9,2419.775
exits,historical,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,category,EB-1,Uncapped,50,16534.0,136.6477670688327,19.32491254567428,16495.165134288523,16572.834865711477,16233.25,16763.025
exits,projection,category,EB-1,Capped,50,15781.78,127.79117052952495,18.072400651438716,15745.46215117539,15818.097848824611,15553.125,15979.0
exits,projection,category,EB-1,Capped minus uncapped,50,-752.22,118.07681519127404,16.698583344532125,-785.7770595843106,-718.6629404156895,-944.475,-517.7
exits,full,category,EB-1,Uncapped,50,18881.26,154.84789244906875,21.89879896063634,18837.252715885832,18925.267284114165,18587.25,19164.425
exits,full,category,EB-1,Capped,50,18129.04,141.0240911536546,19.943818233083796,18088.961396744988,18169.118603255014,17886.225,18403.3
exits,full,category,EB-1,Capped minus uncapped,50,-752.22,118.07681519127404,16.698583344532125,-785.7770595843106,-718.6629404156895,-944.475,-517.7
exits,historical,category,EB-2,Uncapped,50,68526.88,246.1512427060125,34.811042582983426,68456.9245908466,68596.83540915341,68163.25,68964.7
exits,historical,category,EB-2,Capped,50,68526.88,246.1512427060125,34.811042582983426,68456.9245908466,68596.83540915341,68163.25,68964.7
exits,historical,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,category,EB-2,Uncapped,50,282662.88,431.7029704482905,61.05201957247239,282540.19137329044,282785.5686267096,281904.075,283531.95
exits,projection,category,EB-2,Capped,50,309215.96,532.7671298924864,75.34465006805426,309064.5492569731,309367.37074302696,308007.775,310027.075
exits,projection,category,EB-2,Capped minus uncapped,50,26553.08,607.0916563284933,85.85572539833012,26380.54646027375,26725.613539726255,25432.525,27447.325
exits,full,category,EB-2,Uncapped,50,351189.76,447.71709179538175,63.31675833232688,351062.52021036006,351316.99978963996,350220.7,352042.125
exits,full,category,EB-2,Capped,50,377742.84,588.0309710016495,83.16013742859529,377575.72344710724,377909.9565528928,376579.225,378618.3
exits,full,category,EB-2,Capped minus uncapped,50,26553.08,607.0916563284933,85.85572539833012,26380.54646027375,26725.613539726255,25432.525,27447.325
exits,historical,category,EB-3,Uncapped,50,84752.7,260.6965747408904,36.86806316627784,84678.61085322013,84826.78914677986,84202.95,85248.725
exits,historical,category,EB-3,Capped,50,84752.7,260.6965747408904,36.86806316627784,84678.61085322013,84826.78914677986,84202.95,85248.725
exits,historical,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,category,EB-3,Uncapped,50,249870.64,389.93232065818495,55.14475762824197,249759.8224606128,249981.45753938722,249198.95,250634.8
exits,projection,category,EB-3,Capped,50,244833.04,452.4934528785573,63.992237794588675,244704.44278355953,244961.6372164405,244099.325,245669.625
exits,projection,category,EB-3,Capped minus uncapped,50,-5037.6,431.68970337500525,61.05014332497509,-5160.284856249061,-4914.91514375094,-5593.5,-4227.275
exits,full,category,EB-3,Uncapped,50,334623.34,441.0771883950121,62.37773418816188,334497.98725002725,334748.6927499728,333885.725,335496.925
exits,full,category,EB-3,Capped,50,329585.74,443.08435691969396,62.66159068311923,329459.81681904406,329711.6631809559,328893.625,330396.075
exits,full,category,EB-3,Capped minus uncapped,50,-5037.6,431.68970337500525,61.05014332497509,-5160.284856249061,-4914.91514375094,-5593.5,-4227.275
exits,historical,category,EB-4,Uncapped,50,81870.3,246.525177751292,34.86392498423151,81800.23831968255,81940.36168031745,81464.375,82292.325
exits,historical,category,EB-4,Capped,50,81870.3,246.525177751292,34.86392498423151,81800.23831968255,81940.36168031745,81464.375,82292.325
exits,historical,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,category,EB-4,Uncapped,50,519465.12,556.6348834464004,78.72006014598665,519306.9261164653,519623.3138835347,518491.75,520514.3
exits,projection,category,EB-4,Capped,50,519360.08,617.3433814436216,87.30553826788366,519184.6329522326,519535.5270477674,518550.45,520567.775
exits,projection,category,EB-4,Capped minus uncapped,50,-105.04,563.0094050760446,79.62155364021498,-265.0455025371335,54.965502537133474,-1138.15,911.5249999999999
exits,full,category,EB-4,Uncapped,50,601335.42,579.7142536787993,81.98397598535549,601170.6670320184,601500.1729679817,600377.425,602323.225
exits,full,category,EB-4,Capped,50,601230.38,691.2799394557009,97.76174657747042,601033.9204149394,601426.8395850606,600125.575,602822.225
