seed,scenario,year,dimension,group,value
2045,Capped,2035,category,EB-4,3675.0
2045,Capped,2036,category,EB-4,3756.0
2045,Capped,2037,category,EB-4,4050.0
2045,Capped,2038,category,EB-4,4192.0
2045,Capped,2039,category,EB-4,4267.0
2045,Capped,2040,category,EB-4,4441.0
2045,Capped,2009,category,EB-5,0.0
2045,Capped,2010,category,EB-5,0.0
2045,Capped,2011,category,EB-5,0.0
2045,Capped,2012,category,EB-5,0.0
2045,Capped,2013,category,EB-5,0.0
2045,Capped,2014,category,EB-5,0.0
2045,Capped,2015,category,EB-5,0.0
2045,Capped,2016,category,EB-5,0.0
2045,Capped,2017,category,EB-5,0.0
2045,Capped,2018,category,EB-5,0.0
2045,Capped,2019,category,EB-5,0.0
2045,Capped,2020,category,EB-5,0.0
2045,Capped,2021,category,EB-5,0.0
2045,Capped,2022,category,EB-5,4.0
2045,Capped,2023,category,EB-5,59.0
2045,Capped,2024,category,EB-5,177.0
2045,Capped,2025,category,EB-5,220.0
2045,Capped,2026,category,EB-5,175.0
2045,Capped,2027,category,EB-5,109.0
2045,Capped,2028,category,EB-5,63.0
2045,Capped,2029,category,EB-5,11.0
2045,Capped,2030,category,EB-5,19.0
2045,Capped,2031,category,EB-5,19.0
2045,Capped,2032,category,EB-5,26.0
2045,Capped,2033,category,EB-5,38.0
2045,Capped,2034,category,EB-5,31.0
2045,Capped,2035,category,EB-5,47.0
2045,Capped,2036,category,EB-5,46.0
2045,Capped,2037,category,EB-5,69.0
2045,Capped,2038,category,EB-5,64.0
2045,Capped,2039,category,EB-5,90.0
2045,Capped,2040,category,EB-5,87.0
2046,Uncapped,2009,overall,All,0.0
2046,Uncapped,2010,overall,All,0.0
2046,Uncapped,2011,overall,All,33.0
2046,Uncapped,2012,overall,All,180.0
2046,Uncapped,2013,overall,All,267.0
2046,Uncapped,2014,overall,All,265.0
2046,Uncapped,2015,overall,All,387.0
2046,Uncapped,2016,overall,All,843.0
2046,Uncapped,2017,overall,All,1047.0
2046,Uncapped,2018,overall,All,1322.0
2046,Uncapped,2019,overall,All,2062.0
2046,Uncapped,2020,overall,All,2522.0
2046,Uncapped,2021,overall,All,2907.0
2046,Uncapped,2022,overall,All,2874.0
2046,Uncapped,2023,overall,All,3764.0
2046,Uncapped,2024,overall,All,4793.0
2046,Uncapped,2025,overall,All,4814.0
2046,Uncapped,2026,overall,All,4847.0
2046,Uncapped,2027,overall,All,5603.0
2046,Uncapped,2028,overall,All,6349.0
2046,Uncapped,2029,overall,All,7523.0
2046,Uncapped,2030,overall,All,8800.0
2046,Uncapped,2031,overall,All,9872.0
2046,Uncapped,2032,overall,All,11388.0
2046,Uncapped,2033,overall,All,12581.0
2046,Uncapped,2034,overall,All,14351.0
2046,Uncapped,2035,overall,All,15629.0
2046,Uncapped,2036,overall,All,16945.0
2046,Uncapped,2037,overall,All,18199.0
2046,Uncapped,2038,overall,All,19509.0
2046,Uncapped,2039,overall,All,20884.0
2046,Uncapped,2040,overall,All,22642.0
2046,Uncapped,2009,nationality,India,0.0
2046,Uncapped,2010,nationality,India,0.0
2046,Uncapped,2011,nationality,India,0.0
2046,Uncapped,2012,nationality,India,42.0
2046,Uncapped,2013,nationality,India,146.0
2046,Uncapped,2014,nationality,India,180.0
2046,Uncapped,2015,nationality,India,185.0
2046,Uncapped,2016,nationality,India,351.0
2046,Uncapped,2017,nationality,India,552.0
2046,Uncapped,2018,nationality,India,817.0
2046,Uncapped,2019,nationality,India,1259.0
2046,Uncapped,2020,nationality,India,1528.0
2046,Uncapped,2021,nationality,India,1773.0
2046,Uncapped,2022,nationality,India,1784.0
2046,Uncapped,2023,nationality,India,2520.0
2046,Uncapped,2024,nationality,India,3062.0
2046,Uncapped,2025,nationality,India,2820.0
2046,Uncapped,2026,nationality,India,2576.0
2046,Uncapped,2027,nationality,India,2723.0
2046,Uncapped,2028,nationality,India,2921.0
2046,Uncapped,2029,nationality,India,3213.0
2046,Uncapped,2030,nationality,India,3374.0
2046,Uncapped,2031,nationality,India,3748.0
2046,Uncapped,2032,nationality,India,3933.0
2046,Uncapped,2033,nationality,India,4492.0
2046,Uncapped,2034,nationality,India,4885.0
2046,Uncapped,2035,nationality,India,5396.0
2046,Uncapped,2036,nationality,India,5697.0
2046,Uncapped,2037,nationality,India,6151.0
2046,Uncapped,2038,nationality,India,6569.0
2046,Uncapped,2039,nationality,India,7208.0
2046,Uncapped,2040,nationality,India,7804.0
2046,Uncapped,2009,nationality,China,0.0
2046,Uncapped,2010,nationality,China,0.0
2046,Uncapped,2011,nationality,China,0.0
2046,Uncapped,2012,nationality,China,42.0
2046,Uncapped,2013,nationality,China,64.0
2046,Uncapped,2014,nationality,China,43.0
2046,Uncapped,2015,nationality,China,96.0
2046,Uncapped,2016,nationality,China,298.0
2046,Uncapped,2017,nationality,China,157.0
2046,Uncapped,2018,nationality,China,49.0
2046,Uncapped,2019,nationality,China,136.0
2046,Uncapped,2020,nationality,China,152.0
2046,Uncapped,2021,nationality,China,205.0
2046,Uncapped,2022,nationality,China,174.0
2046,Uncapped,2023,nationality,China,208.0
2046,Uncapped,2024,nationality,China,438.0
2046,Uncapped,2025,nationality,China,538.0
2046,Uncapped,2026,nationality,China,446.0
2046,Uncapped,2027,nationality,China,559.0
2046,Uncapped,2028,nationality,China,592.0
2046,Uncapped,2029,nationality,China,583.0
2046,Uncapped,2030,nationality,China,689.0
2046,Uncapped,2031,nationality,China,733.0
2046,Uncapped,2032,nationality,China,822.0
2046,Uncapped,2033,nationality,China,961.0
2046,Uncapped,2034,nationality,China,1028.0
2046,Uncapped,2035,nationality,China,1089.0
2046,Uncapped,2036,nationality,China,1183.0
2046,Uncapped,2037,nationality,China,1239.0
2046,Uncapped,2038,nationality,China,1339.0
2046,Uncapped,2039,nationality,China,1398.0
2046,Uncapped,2040,nationality,China,1554.0
2046,Uncapped,2009,nationality,ROW,0.0
2046,Uncapped,2010,nationality,ROW,0.0
2046,Uncapped,2011,nationality,ROW,33.0
2046,Uncapped,2012,nationality,ROW,96.0
2046,Uncapped,2013,nationality,ROW,57.0
2046,Uncapped,2014,nationality,ROW,42.0
2046,Uncapped,2015,nationality,ROW,106.0
2046,Uncapped,2016,nationality,ROW,194.0
2046,Uncapped,2017,nationality,ROW,338.0
2046,Uncapped,2018,nationality,ROW,456.0
2046,Uncapped,2019,nationality,ROW,667.0
2046,Uncapped,2020,nationality,ROW,842.0
2046,Uncapped,2021,nationality,ROW,929.0
2046,Uncapped,2022,nationality,ROW,916.0
2046,Uncapped,2023,nationality,ROW,1036.0
2046,Uncapped,2024,nationality,ROW,1293.0
2046,Uncapped,2025,nationality,ROW,1456.0
2046,Uncapped,2026,nationality,ROW,1825.0
2046,Uncapped,2027,nationality,ROW,2321.0
2046,Uncapped,2028,nationality,ROW,2836.0
2046,Uncapped,2029,nationality,ROW,3727.0
2046,Uncapped,2030,nationality,ROW,4737.0
2046,Uncapped,2031,nationality,ROW,5391.0
2046,Uncapped,2032,nationality,ROW,6633.0
2046,Uncapped,2033,nationality,ROW,7128.0
2046,Uncapped,2034,nationality,ROW,8438.0
2046,Uncapped,2035,nationality,ROW,9144.0
2046,Uncapped,2036,nationality,ROW,10065.0
2046,Uncapped,2037,nationality,ROW,10809.0
2046,Uncapped,2038,nationality,ROW,11601.0
2046,Uncapped,2039,nationality,ROW,12278.0
2046,Uncapped,2040,nationality,ROW,13284.0
2046,Uncapped,2009,category,EB-1,0.0
2046,Uncapped,2010,category,EB-1,0.0
2046,Uncapped,2011,category,EB-1,0.0
2046,Uncapped,2012,category,EB-1,0.0
2046,Uncapped,2013,category,EB-1,0.0
2046,Uncapped,2014,category,EB-1,0.0
2046,Uncapped,2015,category,EB-1,0.0
2046,Uncapped,2016,category,EB-1,0.0
2046,Uncapped,2017,category,EB-1,0.0
2046,Uncapped,2018,category,EB-1,0.0
2046,Uncapped,2019,category,EB-1,0.0
2046,Uncapped,2020,category,EB-1,0.0
2046,Uncapped,2021,category,EB-1,0.0
2046,Uncapped,2022,category,EB-1,0.0
2046,Uncapped,2023,category,EB-1,0.0
2046,Uncapped,2024,category,EB-1,0.0
2046,Uncapped,2025,category,EB-1,0.0
2046,Uncapped,2026,category,EB-1,6.0
2046,Uncapped,2027,category,EB-1,8.0
2046,Uncapped,2028,category,EB-1,18.0
2046,Uncapped,2029,category,EB-1,17.0
2046,Uncapped,2030,category,EB-1,22.0
2046,Uncapped,2031,category,EB-1,29.0
2046,Uncapped,2032,category,EB-1,32.0
2046,Uncapped,2033,category,EB-1,29.0
2046,Uncapped,2034,category,EB-1,33.0
2046,Uncapped,2035,category,EB-1,59.0
2046,Uncapped,2036,category,EB-1,64.0
2046,Uncapped,2037,category,EB-1,70.0
2046,Uncapped,2038,category,EB-1,117.0
2046,Uncapped,2039,category,EB-1,111.0
2046,Uncapped,2040,category,EB-1,137.0
2046,Uncapped,2009,category,EB-2,0.0
2046,Uncapped,2010,category,EB-2,0.0
2046,Uncapped,2011,category,EB-2,0.0
2046,Uncapped,2012,category,EB-2,1.0
2046,Uncapped,2013,category,EB-2,3.0
2046,Uncapped,2014,category,EB-2,21.0
2046,Uncapped,2015,category,EB-2,60.0
2046,Uncapped,2016,category,EB-2,111.0
2046,Uncapped,2017,category,EB-2,148.0
2046,Uncapped,2018,category,EB-2,260.0
2046,Uncapped,2019,category,EB-2,461.0
2046,Uncapped,2020,category,EB-2,693.0
2046,Uncapped,2021,category,EB-2,865.0
2046,Uncapped,2022,category,EB-2,807.0
2046,Uncapped,2023,category,EB-2,1240.0
2046,Uncapped,2024,category,EB-2,1681.0
2046,Uncapped,2025,category,EB-2,1880.0
2046,Uncapped,2026,category,EB-2,2236.0
2046,Uncapped,2027,category,EB-2,2764.0
2046,Uncapped,2028,category,EB-2,3229.0
2046,Uncapped,2029,category,EB-2,3761.0
2046,Uncapped,2030,category,EB-2,4266.0
2046,Uncapped,2031,category,EB-2,4980.0
2046,Uncapped,2032,category,EB-2,5768.0
2046,Uncapped,2033,category,EB-2,6741.0
2046,Uncapped,2034,category,EB-2,7622.0
2046,Uncapped,2035,category,EB-2,8606.0
2046,Uncapped,2036,category,EB-2,9538.0
2046,Uncapped,2037,category,EB-2,10374.0
2046,Uncapped,2038,category,EB-2,11285.0
2046,Uncapped,2039,category,EB-2,12369.0
2046,Uncapped,2040,category,EB-2,13320.0
2046,Uncapped,2009,category,EB-3,0.0
2046,Uncapped,2010,category,EB-3,0.0
2046,Uncapped,2011,category,EB-3,33.0
2046,Uncapped,2012,category,EB-3,179.0
2046,Uncapped,2013,category,EB-3,253.0
2046,Uncapped,2014,category,EB-3,212.0
2046,Uncapped,2015,category,EB-3,217.0
2046,Uncapped,2016,category,EB-3,525.0
2046,Uncapped,2017,category,EB-3,540.0
2046,Uncapped,2018,category,EB-3,565.0
2046,Uncapped,2019,category,EB-3,905.0
2046,Uncapped,2020,category,EB-3,941.0
2046,Uncapped,2021,category,EB-3,1057.0
2046,Uncapped,2022,category,EB-3,1103.0
2046,Uncapped,2023,category,EB-3,1403.0
2046,Uncapped,2024,category,EB-3,1637.0
2046,Uncapped,2025,category,EB-3,1288.0
2046,Uncapped,2026,category,EB-3,845.0
2046,Uncapped,2027,category,EB-3,853.0
2046,Uncapped,2028,category,EB-3,1063.0
2046,Uncapped,2029,category,EB-3,1354.0
2046,Uncapped,2030,category,EB-3,1734.0
2046,Uncapped,2031,category,EB-3,2074.0
2046,Uncapped,2032,category,EB-3,2444.0
2046,Uncapped,2033,category,EB-3,2646.0
2046,Uncapped,2034,category,EB-3,2963.0
2046,Uncapped,2035,category,EB-3,3193.0
2046,Uncapped,2036,category,EB-3,3450.0
2046,Uncapped,2037,category,EB-3,3779.0
2046,Uncapped,2038,category,EB-3,3965.0
2046,Uncapped,2039,category,EB-3,4140.0
2046,Uncapped,2040,category,EB-3,4535.0
2046,Uncapped,2009,category,EB-4,0.0
2046,Uncapped,2010,category,EB-4,0.0
2046,Uncapped,2011,category,EB-4,0.0
2046,Uncapped,2012,category,EB-4,0.0
2046,Uncapped,2013,category,EB-4,11.0
2046,Uncapped,2014,category,EB-4,32.0
2046,Uncapped,2015,category,EB-4,110.0
2046,Uncapped,2016,category,EB-4,207.0
2046,Uncapped,2017,category,EB-4,359.0
2046,Uncapped,2018,category,EB-4,497.0
2046,Uncapped,2019,category,EB-4,696.0
2046,Uncapped,2020,category,EB-4,888.0
2046,Uncapped,2021,category,EB-4,985.0
2046,Uncapped,2022,category,EB-4,959.0
2046,Uncapped,2023,category,EB-4,1077.0
2046,Uncapped,2024,category,EB-4,1339.0
2046,Uncapped,2025,category,EB-4,1486.0
2046,Uncapped,2026,category,EB-4,1724.0
2046,Uncapped,2027,category,EB-4,1972.0
2046,Uncapped,2028,category,EB-4,2035.0
2046,Uncapped,2029,category,EB-4,2378.0
2046,Uncapped,2030,category,EB-4,2760.0
2046,Uncapped,2031,category,EB-4,2769.0
2046,Uncapped,2032,category,EB-4,3122.0
2046,Uncapped,2033,category,EB-4,3141.0
2046,Uncapped,2034,category,EB-4,3709.0
2046,Uncapped,2035,category,EB-4,3738.0
2046,Uncapped,2036,category,EB-4,3859.0
2046,Uncapped,2037,category,EB-4,3940.0
2046,Uncapped,2038,category,EB-4,4106.0
2046,Uncapped,2039,category,EB-4,4227.0
2046,Uncapped,2040,category,EB-4,4609.0
2046,Uncapped,2009,category,EB-5,0.0
2046,Uncapped,2010,category,EB-5,0.0
2046,Uncapped,2011,category,EB-5,0.0
2046,Uncapped,2012,category,EB-5,0.0
2046,Uncapped,2013,category,EB-5,0.0
2046,Uncapped,2014,category,EB-5,0.0
2046,Uncapped,2015,category,EB-5,0.0
2046,Uncapped,2016,category,EB-5,0.0
2046,Uncapped,2017,category,EB-5,0.0
2046,Uncapped,2018,category,EB-5,0.0
2046,Uncapped,2019,category,EB-5,0.0
2046,Uncapped,2020,category,EB-5,0.0
2046,Uncapped,2021,category,EB-5,0.0
2046,Uncapped,2022,category,EB-5,5.0
2046,Uncapped,2023,category,EB-5,44.0
2046,Uncapped,2024,category,EB-5,136.0
2046,Uncapped,2025,category,EB-5,160.0
2046,Uncapped,2026,category,EB-5,36.0
2046,Uncapped,2027,category,EB-5,6.0
2046,Uncapped,2028,category,EB-5,4.0
2046,Uncapped,2029,category,EB-5,13.0
2046,Uncapped,2030,category,EB-5,18.0
2046,Uncapped,2031,category,EB-5,20.0
2046,Uncapped,2032,category,EB-5,22.0
2046,Uncapped,2033,category,EB-5,24.0
2046,Uncapped,2034,category,EB-5,24.0
2046,Uncapped,2035,category,EB-5,33.0
2046,Uncapped,2036,category,EB-5,34.0
2046,Uncapped,2037,category,EB-5,36.0
2046,Uncapped,2038,category,EB-5,36.0
2046,Uncapped,2039,category,EB-5,37.0
2046,Uncapped,2040,category,EB-5,41.0
2046,Capped,2009,overall,All,0.0
2046,Capped,2010,overall,All,0.0
2046,Capped,2011,overall,All,33.0
2046,Capped,2012,overall,All,180.0
2046,Capped,2013,overall,All,267.0
2046,Capped,2014,overall,All,265.0
2046,Capped,2015,overall,All,387.0
2046,Capped,2016,overall,All,843.0
2046,Capped,2017,overall,All,1047.0
2046,Capped,2018,overall,All,1322.0
2046,Capped,2019,overall,All,2062.0
2046,Capped,2020,overall,All,2522.0
2046,Capped,2021,overall,All,2907.0
2046,Capped,2022,overall,All,2874.0
2046,Capped,2023,overall,All,3764.0
2046,Capped,2024,overall,All,4793.0
2046,Capped,2025,overall,All,5991.0
2046,Capped,2026,overall,All,6949.0
2046,Capped,2027,overall,All,8477.0
2046,Capped,2028,overall,All,9778.0
2046,Capped,2029,overall,All,11045.0
2046,Capped,2030,overall,All,12890.0
2046,Capped,2031,overall,All,13941.0
2046,Capped,2032,overall,All,15459.0
2046,Capped,2033,overall,All,17327.0
2046,Capped,2034,overall,All,19509.0
2046,Capped,2035,overall,All,21465.0
2046,Capped,2036,overall,All,23242.0
2046,Capped,2037,overall,All,24471.0
2046,Capped,2038,overall,All,24433.0
2046,Capped,2039,overall,All,25468.0
2046,Capped,2040,overall,All,26335.0
2046,Capped,2009,nationality,India,0.0
2046,Capped,2010,nationality,India,0.0
2046,Capped,2011,nationality,India,0.0
2046,Capped,2012,nationality,India,42.0
2046,Capped,2013,nationality,India,146.0
2046,Capped,2014,nationality,India,180.0
2046,Capped,2015,nationality,India,185.0
2046,Capped,2016,nationality,India,351.0
2046,Capped,2017,nationality,India,552.0
2046,Capped,2018,nationality,India,817.0
2046,Capped,2019,nationality,India,1259.0
2046,Capped,2020,nationality,India,1528.0
2046,Capped,2021,nationality,India,1773.0
2046,Capped,2022,nationality,India,1784.0
2046,Capped,2023,nationality,India,2520.0
2046,Capped,2024,nationality,India,3062.0
2046,Capped,2025,nationality,India,3966.0
2046,Capped,2026,nationality,India,4785.0
2046,Capped,2027,nationality,India,5965.0
2046,Capped,2028,nationality,India,7079.0
2046,Capped,2029,nationality,India,8059.0
2046,Capped,2030,nationality,India,9444.0
2046,Capped,2031,nationality,India,10181.0
2046,Capped,2032,nationality,India,11161.0
2046,Capped,2033,nationality,India,12776.0
2046,Capped,2034,nationality,India,14242.0
2046,Capped,2035,nationality,India,15947.0
2046,Capped,2036,nationality,India,17168.0
2046,Capped,2037,nationality,India,18107.0
2046,Capped,2038,nationality,India,17726.0
2046,Capped,2039,nationality,India,18377.0
2046,Capped,2040,nationality,India,18542.0
2046,Capped,2009,nationality,China,0.0
2046,Capped,2010,nationality,China,0.0
2046,Capped,2011,nationality,China,0.0
2046,Capped,2012,nationality,China,42.0
2046,Capped,2013,nationality,China,64.0
2046,Capped,2014,nationality,China,43.0
2046,Capped,2015,nationality,China,96.0
2046,Capped,2016,nationality,China,298.0
2046,Capped,2017,nationality,China,157.0
2046,Capped,2018,nationality,China,49.0
2046,Capped,2019,nationality,China,136.0
2046,Capped,2020,nationality,China,152.0
2046,Capped,2021,nationality,China,205.0
2046,Capped,2022,nationality,China,174.0
2046,Capped,2023,nationality,China,208.0
2046,Capped,2024,nationality,China,438.0
2046,Capped,2025,nationality,China,573.0
2046,Capped,2026,nationality,China,485.0
2046,Capped,2027,nationality,China,572.0
2046,Capped,2028,nationality,China,625.0
2046,Capped,2029,nationality,China,585.0
2046,Capped,2030,nationality,China,695.0
2046,Capped,2031,nationality,China,833.0
2046,Capped,2032,nationality,China,971.0
2046,Capped,2033,nationality,China,1151.0
2046,Capped,2034,nationality,China,1297.0
2046,Capped,2035,nationality,China,1438.0
2046,Capped,2036,nationality,China,1639.0
2046,Capped,2037,nationality,China,1765.0
2046,Capped,2038,nationality,China,1944.0
2046,Capped,2039,nationality,China,2090.0
2046,Capped,2040,nationality,China,2290.0
2046,Capped,2009,nationality,ROW,0.0
2046,Capped,2010,nationality,ROW,0.0
2046,Capped,2011,nationality,ROW,33.0
2046,Capped,2012,nationality,ROW,96.0
2046,Capped,2013,nationality,ROW,57.0
2046,Capped,2014,nationality,ROW,42.0
2046,Capped,2015,nationality,ROW,106.0
2046,Capped,2016,nationality,ROW,194.0
2046,Capped,2017,nationality,ROW,338.0
2046,Capped,2018,nationality,ROW,456.0
2046,Capped,2019,nationality,ROW,667.0
2046,Capped,2020,nationality,ROW,842.0
2046,Capped,2021,nationality,ROW,929.0
2046,Capped,2022,nationality,ROW,916.0
2046,Capped,2023,nationality,ROW,1036.0
2046,Capped,2024,nationality,ROW,1293.0
2046,Capped,2025,nationality,ROW,1452.0
2046,Capped,2026,nationality,ROW,1679.0
2046,Capped,2027,nationality,ROW,1940.0
2046,Capped,2028,nationality,ROW,2074.0
2046,Capped,2029,nationality,ROW,2401.0
2046,Capped,2030,nationality,ROW,2751.0
2046,Capped,2031,nationality,ROW,2927.0
2046,Capped,2032,nationality,ROW,3327.0
2046,Capped,2033,nationality,ROW,3400.0
2046,Capped,2034,nationality,ROW,3970.0
2046,Capped,2035,nationality,ROW,4080.0
2046,Capped,2036,nationality,ROW,4435.0
2046,Capped,2037,nationality,ROW,4599.0
2046,Capped,2038,nationality,ROW,4763.0
2046,Capped,2039,nationality,ROW,5001.0
2046,Capped,2040,nationality,ROW,5503.0
2046,Capped,2009,category,EB-1,0.0
2046,Capped,2010,category,EB-1,0.0
2046,Capped,2011,category,EB-1,0.0
2046,Capped,2012,category,EB-1,0.0
2046,Capped,2013,category,EB-1,0.0
2046,Capped,2014,category,EB-1,0.0
2046,Capped,2015,category,EB-1,0.0
2046,Capped,2016,category,EB-1,0.0
2046,Capped,2017,category,EB-1,0.0
2046,Capped,2018,category,EB-1,0.0
2046,Capped,2019,category,EB-1,0.0
2046,Capped,2020,category,EB-1,0.0
2046,Capped,2021,category,EB-1,0.0
2046,Capped,2022,category,EB-1,0.0
2046,Capped,2023,category,EB-1,0.0
2046,Capped,2024,category,EB-1,0.0
2046,Capped,2025,category,EB-1,2.0
2046,Capped,2026,category,EB-1,5.0
2046,Capped,2027,category,EB-1,8.0
2046,Capped,2028,category,EB-1,13.0
2046,Capped,2029,category,EB-1,33.0
2046,Capped,2030,category,EB-1,50.0
2046,Capped,2031,category,EB-1,55.0
2046,Capped,2032,category,EB-1,72.0
2046,Capped,2033,category,EB-1,102.0
2046,Capped,2034,category,EB-1,155.0
2046,Capped,2035,category,EB-1,208.0
2046,Capped,2036,category,EB-1,263.0
2046,Capped,2037,category,EB-1,330.0
2046,Capped,2038,category,EB-1,376.0
2046,Capped,2039,category,EB-1,411.0
2046,Capped,2040,category,EB-1,522.0
2046,Capped,2009,category,EB-2,0.0
2046,Capped,2010,category,EB-2,0.0
2046,Capped,2011,category,EB-2,0.0
2046,Capped,2012,category,EB-2,1.0
2046,Capped,2013,category,EB-2,3.0
2046,Capped,2014,category,EB-2,21.0
2046,Capped,2015,category,EB-2,60.0
2046,Capped,2016,category,EB-2,111.0
2046,Capped,2017,category,EB-2,148.0
2046,Capped,2018,category,EB-2,260.0
2046,Capped,2019,category,EB-2,461.0
2046,Capped,2020,category,EB-2,693.0
2046,Capped,2021,category,EB-2,865.0
2046,Capped,2022,category,EB-2,807.0
2046,Capped,2023,category,EB-2,1240.0
2046,Capped,2024,category,EB-2,1681.0
2046,Capped,2025,category,EB-2,2231.0
2046,Capped,2026,category,EB-2,2949.0
2046,Capped,2027,category,EB-2,3781.0
2046,Capped,2028,category,EB-2,4651.0
2046,Capped,2029,category,EB-2,5549.0
2046,Capped,2030,category,EB-2,6572.0
2046,Capped,2031,category,EB-2,7964.0
2046,Capped,2032,category,EB-2,9064.0
2046,Capped,2033,category,EB-2,10466.0
2046,Capped,2034,category,EB-2,11704.0
2046,Capped,2035,category,EB-2,12953.0
2046,Capped,2036,category,EB-2,14023.0
2046,Capped,2037,category,EB-2,14520.0
2046,Capped,2038,category,EB-2,14273.0
2046,Capped,2039,category,EB-2,14641.0
2046,Capped,2040,category,EB-2,14499.0
2046,Capped,2009,category,EB-3,0.0
2046,Capped,2010,category,EB-3,0.0
2046,Capped,2011,category,EB-3,33.0
2046,Capped,2012,category,EB-3,179.0
2046,Capped,2013,category,EB-3,253.0
2046,Capped,2014,category,EB-3,212.0
2046,Capped,2015,category,EB-3,217.0
2046,Capped,2016,category,EB-3,525.0
2046,Capped,2017,category,EB-3,540.0
2046,Capped,2018,category,EB-3,565.0
2046,Capped,2019,category,EB-3,905.0
2046,Capped,2020,category,EB-3,941.0
2046,Capped,2021,category,EB-3,1057.0
2046,Capped,2022,category,EB-3,1103.0
2046,Capped,2023,category,EB-3,1403.0
2046,Capped,2024,category,EB-3,1637.0
2046,Capped,2025,category,EB-3,2041.0
2046,Capped,2026,category,EB-3,2134.0
2046,Capped,2027,category,EB-3,2650.0
2046,Capped,2028,category,EB-3,3025.0
2046,Capped,2029,category,EB-3,3106.0
2046,Capped,2030,category,EB-3,3561.0
2046,Capped,2031,category,EB-3,3050.0
2046,Capped,2032,category,EB-3,3160.0
2046,Capped,2033,category,EB-3,3572.0
2046,Capped,2034,category,EB-3,3995.0
2046,Capped,2035,category,EB-3,4599.0
2046,Capped,2036,category,EB-3,4997.0
2046,Capped,2037,category,EB-3,5508.0
2046,Capped,2038,category,EB-3,5634.0
2046,Capped,2039,category,EB-3,6146.0
2046,Capped,2040,category,EB-3,6681.0
2046,Capped,2009,category,EB-4,0.0
2046,Capped,2010,category,EB-4,0.0
2046,Capped,2011,category,EB-4,0.0
2046,Capped,2012,category,EB-4,0.0
2046,Capped,2013,category,EB-4,11.0
2046,Capped,2014,category,EB-4,32.0
2046,Capped,2015,category,EB-4,110.0
2046,Capped,2016,category,EB-4,207.0
2046,Capped,2017,category,EB-4,359.0
2046,Capped,2018,category,EB-4,497.0
2046,Capped,2019,category,EB-4,696.0
2046,Capped,2020,category,EB-4,888.0
2046,Capped,2021,category,EB-4,985.0
2046,Capped,2022,category,EB-4,959.0
2046,Capped,2023,category,EB-4,1077.0
2046,Capped,2024,category,EB-4,1339.0
2046,Capped,2025,category,EB-4,1488.0
2046,Capped,2026,category,EB-4,1713.0
2046,Capped,2027,category,EB-4,1937.0
2046,Capped,2028,category,EB-4,2034.0
2046,Capped,2029,category,EB-4,2343.0
2046,Capped,2030,category,EB-4,2689.0
2046,Capped,2031,category,EB-4,2843.0
2046,Capped,2032,category,EB-4,3132.0
2046,Capped,2033,category,EB-4,3147.0
2046,Capped,2034,category,EB-4,3616.0
2046,Capped,2035,category,EB-4,3661.0
2046,Capped,2036,category,EB-4,3907.0
2046,Capped,2037,category,EB-4,4056.0
2046,Capped,2038,category,EB-4,4073.0
2046,Capped,2039,category,EB-4,4207.0
2046,Capped,2040,category,EB-4,4537.0
2046,Capped,2009,category,EB-5,0.0
2046,Capped,2010,category,EB-5,0.0
2046,Capped,2011,category,EB-5,0.0
2046,Capped,2012,category,EB-5,0.0
2046,Capped,2013,category,EB-5,0.0
2046,Capped,2014,category,EB-5,0.0
2046,Capped,2015,category,EB-5,0.0
2046,Capped,2016,category,EB-5,0.0
2046,Capped,2017,category,EB-5,0.0
2046,Capped,2018,category,EB-5,0.0
2046,Capped,2019,category,EB-5,0.0
2046,Capped,2020,category,EB-5,0.0
2046,Capped,2021,category,EB-5,0.0
2046,Capped,2022,category,EB-5,5.0
2046,Capped,2023,category,EB-5,44.0
2046,Capped,2024,category,EB-5,136.0
2046,Capped,2025,category,EB-5,229.0
2046,Capped,2026,category,EB-5,148.0
2046,Capped,2027,category,EB-5,101.0
2046,Capped,2028,category,EB-5,55.0
2046,Capped,2029,category,EB-5,14.0
2046,Capped,2030,category,EB-5,18.0
2046,Capped,2031,category,EB-5,29.0
2046,Capped,2032,category,EB-5,31.0
2046,Capped,2033,category,EB-5,40.0
2046,Capped,2034,category,EB-5,39.0
2046,Capped,2035,category,EB-5,44.0
2046,Capped,2036,category,EB-5,52.0
2046,Capped,2037,category,EB-5,57.0
2046,Capped,2038,category,EB-5,77.0
2046,Capped,2039,category,EB-5,63.0
2046,Capped,2040,category,EB-5,96.0
2047,Uncapped,2009,overall,All,0.0
2047,Uncapped,2010,overall,All,0.0
2047,Uncapped,2011,overall,All,44.0
2047,Uncapped,2012,overall,All,146.0
2047,Uncapped,2013,overall,All,278.0
2047,Uncapped,2014,overall,All,319.0
2047,Uncapped,2015,overall,All,355.0
2047,Uncapped,2016,overall,All,784.0
2047,Uncapped,2017,overall,All,1049.0
2047,Uncapped,2018,overall,All,1323.0
2047,Uncapped,2019,overall,All,2129.0
2047,Uncapped,2020,overall,All,2518.0
2047,Uncapped,2021,overall,All,2857.0
2047,Uncapped,2022,overall,All,2891.0
2047,Uncapped,2023,overall,All,3803.0
2047,Uncapped,2024,overall,All,4824.0
2047,Uncapped,2025,overall,All,4955.0
2047,Uncapped,2026,overall,All,5001.0
2047,Uncapped,2027,overall,All,5593.0
2047,Uncapped,2028,overall,All,6574.0
