annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,seed
411,35406,EB-3,ROW,9925,Uncapped,2015,2035
103,715,EB-4,India,2679,Uncapped,2015,2035
0,401,EB-4,China,0,Uncapped,2015,2035
2684,9105,EB-4,ROW,52770,Uncapped,2015,2035
2,715,EB-5,India,102,Uncapped,2015,2035
44,4957,EB-5,China,5279,Uncapped,2015,2035
0,4549,EB-5,ROW,0,Uncapped,2015,2035
61,8858,EB-1,India,6489,Uncapped,2016,2035
41,5255,EB-1,China,3973,Uncapped,2016,2035
30,26027,EB-1,ROW,1943,Uncapped,2016,2035
2787,2810,EB-2,India,160263,Uncapped,2016,2035
509,2810,EB-2,China,21177,Uncapped,2016,2035
249,34520,EB-2,ROW,9557,Uncapped,2016,2035
2157,2810,EB-3,India,97924,Uncapped,2016,2035
864,2810,EB-3,China,23229,Uncapped,2016,2035
480,34520,EB-3,ROW,11537,Uncapped,2016,2035
126,698,EB-4,India,3246,Uncapped,2016,2035
0,228,EB-4,China,0,Uncapped,2016,2035
4022,9039,EB-4,ROW,75011,Uncapped,2016,2035
1,698,EB-5,India,244,Uncapped,2016,2035
68,5122,EB-5,China,8778,Uncapped,2016,2035
0,4145,EB-5,ROW,0,Uncapped,2016,2035
85,11409,EB-1,India,10103,Uncapped,2017,2035
93,6109,EB-1,China,5886,Uncapped,2017,2035
83,22409,EB-1,ROW,6158,Uncapped,2017,2035
3362,2795,EB-2,India,196486,Uncapped,2017,2035
696,2795,EB-2,China,25127,Uncapped,2017,2035
343,34337,EB-2,ROW,12726,Uncapped,2017,2035
2462,2795,EB-3,India,102822,Uncapped,2017,2035
1055,2795,EB-3,China,25287,Uncapped,2017,2035
567,34336,EB-3,ROW,13506,Uncapped,2017,2035
111,694,EB-4,India,3562,Uncapped,2017,2035
0,147,EB-4,China,0,Uncapped,2017,2035
4664,9071,EB-4,ROW,87540,Uncapped,2017,2035
8,694,EB-5,India,819,Uncapped,2017,2035
130,2567,EB-5,China,15593,Uncapped,2017,2035
0,6651,EB-5,ROW,0,Uncapped,2017,2035
120,11924,EB-1,India,12514,Uncapped,2018,2035
66,5996,EB-1,China,7463,Uncapped,2018,2035
107,21972,EB-1,ROW,7903,Uncapped,2018,2035
3988,2792,EB-2,India,230181,Uncapped,2018,2035
766,2792,EB-2,China,30815,Uncapped,2018,2035
423,34308,EB-2,ROW,15890,Uncapped,2018,2035
2569,2792,EB-3,India,107114,Uncapped,2018,2035
1117,2792,EB-3,China,27040,Uncapped,2018,2035
783,34308,EB-3,ROW,18757,Uncapped,2018,2035
146,693,EB-4,India,3642,Uncapped,2018,2035
0,107,EB-4,China,0,Uncapped,2018,2035
4938,9104,EB-4,ROW,91127,Uncapped,2018,2035
11,693,EB-5,India,1817,Uncapped,2018,2035
176,1080,EB-5,China,24215,Uncapped,2018,2035
0,8130,EB-5,ROW,0,Uncapped,2018,2035
138,9694,EB-1,India,15214,Uncapped,2019,2035
121,4714,EB-1,China,8786,Uncapped,2019,2035
62,25800,EB-1,ROW,5768,Uncapped,2019,2035
4740,2814,EB-2,India,267582,Uncapped,2019,2035
1013,2814,EB-2,China,38647,Uncapped,2019,2035
498,34579,EB-2,ROW,19682,Uncapped,2019,2035
2345,2814,EB-3,India,114780,Uncapped,2019,2035
1094,2814,EB-3,China,28352,Uncapped,2019,2035
1111,34579,EB-3,ROW,27825,Uncapped,2019,2035
164,699,EB-4,India,3993,Uncapped,2019,2035
0,191,EB-4,China,0,Uncapped,2019,2035
6221,9092,EB-4,ROW,114404,Uncapped,2019,2035
9,699,EB-5,India,1930,Uncapped,2019,2035
192,7067,EB-5,China,23529,Uncapped,2019,2035
0,2216,EB-5,ROW,0,Uncapped,2019,2035
156,10804,EB-1,India,16816,Uncapped,2020,2035
126,4766,EB-1,China,9386,Uncapped,2020,2035
0,33368,EB-1,ROW,0,Uncapped,2020,2035
5168,2599,EB-2,India,296279,Uncapped,2020,2035
1178,3118,EB-2,China,46232,Uncapped,2020,2035
558,36369,EB-2,ROW,20952,Uncapped,2020,2035
2416,2946,EB-3,India,120072,Uncapped,2020,2035
1121,2946,EB-3,China,30285,Uncapped,2020,2035
1309,36193,EB-3,ROW,33807,Uncapped,2020,2035
173,731,EB-4,India,4452,Uncapped,2020,2035
0,175,EB-4,China,0,Uncapped,2020,2035
7833,9542,EB-4,ROW,151704,Uncapped,2020,2035
6,731,EB-5,India,1957,Uncapped,2020,2035
224,1179,EB-5,China,24448,Uncapped,2020,2035
0,1686,EB-5,ROW,0,Uncapped,2020,2035
102,30825,EB-1,India,11272,Uncapped,2021,2035
111,9118,EB-1,China,8227,Uncapped,2021,2035
0,18498,EB-1,ROW,0,Uncapped,2021,2035
5368,28246,EB-2,India,316228,Uncapped,2021,2035
1318,6091,EB-2,China,50962,Uncapped,2021,2035
651,25404,EB-2,ROW,28082,Uncapped,2021,2035
3493,21408,EB-3,India,155403,Uncapped,2021,2035
1400,3914,EB-3,China,36869,Uncapped,2021,2035
1658,35173,EB-3,ROW,40619,Uncapped,2021,2035
159,972,EB-4,India,4549,Uncapped,2021,2035
0,58,EB-4,China,0,Uncapped,2021,2035
8468,12851,EB-4,ROW,165236,Uncapped,2021,2035
15,972,EB-5,India,1911,Uncapped,2021,2035
271,972,EB-5,China,25260,Uncapped,2021,2035
1,1005,EB-5,ROW,225,Uncapped,2021,2035
103,20550,EB-1,India,10916,Uncapped,2022,2035
94,11425,EB-1,China,6919,Uncapped,2022,2035
0,22162,EB-1,ROW,0,Uncapped,2022,2035
5397,59432,EB-2,India,329968,Uncapped,2022,2035
1401,8523,EB-2,China,54583,Uncapped,2022,2035
844,41355,EB-2,ROW,31997,Uncapped,2022,2035
3753,13919,EB-3,India,162161,Uncapped,2022,2035
1342,5510,EB-3,China,36483,Uncapped,2022,2035
1677,61946,EB-3,ROW,41671,Uncapped,2022,2035
207,1368,EB-4,India,5163,Uncapped,2022,2035
0,225,EB-4,China,0,Uncapped,2022,2035
9602,17950,EB-4,ROW,184613,Uncapped,2022,2035
13,1368,EB-5,India,1452,Uncapped,2022,2035
248,8469,EB-5,China,21857,Uncapped,2022,2035
0,1048,EB-5,ROW,0,Uncapped,2022,2035
141,15651,EB-1,India,15381,Uncapped,2023,2035
138,9464,EB-1,China,9237,Uncapped,2023,2035
0,30349,EB-1,ROW,0,Uncapped,2023,2035
5950,3882,EB-2,India,361529,Uncapped,2023,2035
1595,3882,EB-2,China,63217,Uncapped,2023,2035
1019,47699,EB-2,ROW,39562,Uncapped,2023,2035
3928,3882,EB-3,India,168986,Uncapped,2023,2035
1385,3882,EB-3,China,36354,Uncapped,2023,2035
2226,47699,EB-3,ROW,58058,Uncapped,2023,2035
214,964,EB-4,India,6191,Uncapped,2023,2035
0,206,EB-4,China,0,Uncapped,2023,2035
12006,12599,EB-4,ROW,232177,Uncapped,2023,2035
9,964,EB-5,India,1446,Uncapped,2023,2035
233,11211,EB-5,China,18218,Uncapped,2023,2035
0,1594,EB-5,ROW,0,Uncapped,2023,2035
164,12204,EB-1,India,18829,Uncapped,2024,2035
166,5615,EB-1,China,12598,Uncapped,2024,2035
0,30056,EB-1,ROW,0,Uncapped,2024,2035
6434,3351,EB-2,India,392414,Uncapped,2024,2035
1721,3351,EB-2,China,71837,Uncapped,2024,2035
1122,41173,EB-2,ROW,43733,Uncapped,2024,2035
4176,3351,EB-3,India,173504,Uncapped,2024,2035
1563,3351,EB-3,China,40200,Uncapped,2024,2035
2897,41172,EB-3,ROW,73338,Uncapped,2024,2035
259,832,EB-4,India,7195,Uncapped,2024,2035
0,317,EB-4,China,0,Uncapped,2024,2035
15284,10736,EB-4,ROW,294738,Uncapped,2024,2035
14,832,EB-5,India,2155,Uncapped,2024,2035
222,7071,EB-5,China,17948,Uncapped,2024,2035
0,3982,EB-5,ROW,0,Uncapped,2024,2035
0,5493,EB-1,India,0,Capped,2009,2035
0,4275,EB-1,China,0,Capped,2009,2035
0,29635,EB-1,ROW,0,Capped,2009,2035
183,9582,EB-2,India,11915,Capped,2009,2035
210,5716,EB-2,China,9039,Capped,2009,2035
0,32729,EB-2,ROW,0,Capped,2009,2035
2297,2304,EB-3,India,81557,Capped,2009,2035
1169,1077,EB-3,China,29662,Capped,2009,2035
2925,36941,EB-3,ROW,74578,Capped,2009,2035
0,534,EB-4,India,0,Capped,2009,2035
0,55,EB-4,China,0,Capped,2009,2035
4,9421,EB-4,ROW,62,Capped,2009,2035
0,74,EB-5,India,0,Capped,2009,2035
0,1433,EB-5,China,0,Capped,2009,2035
0,1718,EB-5,ROW,0,Capped,2009,2035
0,6143,EB-1,India,0,Capped,2010,2035
0,5577,EB-1,China,0,Capped,2010,2035
0,28255,EB-1,ROW,0,Capped,2010,2035
370,10224,EB-2,India,22353,Capped,2010,2035
247,5996,EB-2,China,8925,Capped,2010,2035
14,36959,EB-2,ROW,615,Capped,2010,2035
2280,3008,EB-3,India,84586,Capped,2010,2035
1074,3008,EB-3,China,27700,Capped,2010,2035
2646,36959,EB-3,ROW,67435,Capped,2010,2035
0,654,EB-4,India,0,Capped,2010,2035
0,14,EB-4,China,0,Capped,2010,2035
55,10001,EB-4,ROW,1221,Capped,2010,2035
0,148,EB-5,India,0,Capped,2010,2035
0,1368,EB-5,China,0,Capped,2010,2035
0,1948,EB-5,ROW,0,Capped,2010,2035
0,7222,EB-1,India,0,Capped,2011,2035
0,5020,EB-1,China,0,Capped,2011,2035
0,20479,EB-1,ROW,0,Capped,2011,2035
687,13994,EB-2,India,37836,Capped,2011,2035
219,8178,EB-2,China,7885,Capped,2011,2035
87,34262,EB-2,ROW,3222,Capped,2011,2035
2447,2789,EB-3,India,87876,Capped,2011,2035
1019,2789,EB-3,China,25768,Capped,2011,2035
2221,34262,EB-3,ROW,58584,Capped,2011,2035
6,93,EB-4,India,175,Capped,2011,2035
0,7,EB-4,China,14,Capped,2011,2035
281,6281,EB-4,ROW,4961,Capped,2011,2035
0,36,EB-5,India,0,Capped,2011,2035
0,2664,EB-5,China,0,Capped,2011,2035
0,1226,EB-5,ROW,0,Capped,2011,2035
0,8681,EB-1,India,0,Capped,2012,2035
0,5696,EB-1,China,0,Capped,2012,2035
0,20845,EB-1,ROW,0,Capped,2012,2035
988,12618,EB-2,India,53708,Capped,2012,2035
282,3285,EB-2,China,9715,Capped,2012,2035
94,35577,EB-2,ROW,3505,Capped,2012,2035
2431,2896,EB-3,India,88155,Capped,2012,2035
961,2896,EB-3,China,23638,Capped,2012,2035
1842,35577,EB-3,ROW,45408,Capped,2012,2035
22,294,EB-4,India,465,Capped,2012,2035
2,17,EB-4,China,22,Capped,2012,2035
609,7167,EB-4,ROW,11145,Capped,2012,2035
0,85,EB-5,India,0,Capped,2012,2035
0,7167,EB-5,China,0,Capped,2012,2035
0,1846,EB-5,ROW,0,Capped,2012,2035
0,11388,EB-1,India,0,Capped,2013,2035
0,6791,EB-1,China,0,Capped,2013,2035
0,22931,EB-1,ROW,0,Capped,2013,2035
1198,16206,EB-2,India,66346,Capped,2013,2035
290,3229,EB-2,China,10935,Capped,2013,2035
0,39012,EB-2,ROW,0,Capped,2013,2035
2350,3229,EB-3,India,87890,Capped,2013,2035
848,3229,EB-3,China,21427,Capped,2013,2035
1231,39665,EB-3,ROW,30150,Capped,2013,2035
38,253,EB-4,India,1256,Capped,2013,2035
3,13,EB-4,China,49,Capped,2013,2035
1301,6180,EB-4,ROW,24299,Capped,2013,2035
0,101,EB-5,India,0,Capped,2013,2035
0,7293,EB-5,China,0,Capped,2013,2035
0,1749,EB-5,ROW,0,Capped,2013,2035
0,14943,EB-1,India,110,Capped,2014,2035
2,7772,EB-1,China,57,Capped,2014,2035
0,23031,EB-1,ROW,0,Capped,2014,2035
1611,3030,EB-2,India,88446,Capped,2014,2035
332,3030,EB-2,China,12827,Capped,2014,2035
6,37229,EB-2,ROW,216,Capped,2014,2035
1977,3030,EB-3,India,88458,Capped,2014,2035
724,3030,EB-3,China,23056,Capped,2014,2035
681,37229,EB-3,ROW,17549,Capped,2014,2035
69,412,EB-4,India,1739,Capped,2014,2035
3,20,EB-4,China,91,Capped,2014,2035
1814,7857,EB-4,ROW,34831,Capped,2014,2035
0,379,EB-5,India,0,Capped,2014,2035
8,7765,EB-5,China,779,Capped,2014,2035
0,2602,EB-5,ROW,0,Capped,2014,2035
17,8622,EB-1,India,2610,Capped,2015,2035
20,5379,EB-1,China,1862,Capped,2015,2035
0,27169,EB-1,ROW,0,Capped,2015,2035
2079,2882,EB-2,India,116631,Capped,2015,2035
436,2882,EB-2,China,15897,Capped,2015,2035
72,35406,EB-2,ROW,2532,Capped,2015,2035
2052,2882,EB-3,India,91396,Capped,2015,2035
765,2882,EB-3,China,22138,Capped,2015,2035
411,35406,EB-3,ROW,9925,Capped,2015,2035
103,715,EB-4,India,2679,Capped,2015,2035
0,401,EB-4,China,0,Capped,2015,2035
2684,9105,EB-4,ROW,52770,Capped,2015,2035
2,715,EB-5,India,102,Capped,2015,2035
44,4957,EB-5,China,5279,Capped,2015,2035
0,4549,EB-5,ROW,0,Capped,2015,2035
61,8858,EB-1,India,6489,Capped,2016,2035
41,5255,EB-1,China,3973,Capped,2016,2035
30,26027,EB-1,ROW,1943,Capped,2016,2035
2787,2810,EB-2,India,160263,Capped,2016,2035
509,2810,EB-2,China,21177,Capped,2016,2035
249,34520,EB-2,ROW,9557,Capped,2016,2035
2157,2810,EB-3,India,97924,Capped,2016,2035
864,2810,EB-3,China,23229,Capped,2016,2035
480,34520,EB-3,ROW,11537,Capped,2016,2035
126,698,EB-4,India,3246,Capped,2016,2035
0,228,EB-4,China,0,Capped,2016,2035
4022,9039,EB-4,ROW,75011,Capped,2016,2035
1,698,EB-5,India,244,Capped,2016,2035
68,5122,EB-5,China,8778,Capped,2016,2035
0,4145,EB-5,ROW,0,Capped,2016,2035
85,11409,EB-1,India,10103,Capped,2017,2035
93,6109,EB-1,China,5886,Capped,2017,2035
83,22409,EB-1,ROW,6158,Capped,2017,2035
3362,2795,EB-2,India,196486,Capped,2017,2035
696,2795,EB-2,China,25127,Capped,2017,2035
343,34337,EB-2,ROW,12726,Capped,2017,2035
2462,2795,EB-3,India,102822,Capped,2017,2035
1055,2795,EB-3,China,25287,Capped,2017,2035
567,34336,EB-3,ROW,13506,Capped,2017,2035
111,694,EB-4,India,3562,Capped,2017,2035
0,147,EB-4,China,0,Capped,2017,2035
4664,9071,EB-4,ROW,87540,Capped,2017,2035
8,694,EB-5,India,819,Capped,2017,2035
130,2567,EB-5,China,15593,Capped,2017,2035
0,6651,EB-5,ROW,0,Capped,2017,2035
120,11924,EB-1,India,12514,Capped,2018,2035
66,5996,EB-1,China,7463,Capped,2018,2035
107,21972,EB-1,ROW,7903,Capped,2018,2035
3988,2792,EB-2,India,230181,Capped,2018,2035
766,2792,EB-2,China,30815,Capped,2018,2035
423,34308,EB-2,ROW,15890,Capped,2018,2035
2569,2792,EB-3,India,107114,Capped,2018,2035
1117,2792,EB-3,China,27040,Capped,2018,2035
783,34308,EB-3,ROW,18757,Capped,2018,2035
146,693,EB-4,India,3642,Capped,2018,2035
0,107,EB-4,China,0,Capped,2018,2035
4938,9104,EB-4,ROW,91127,Capped,2018,2035
11,693,EB-5,India,1817,Capped,2018,2035
176,1080,EB-5,China,24215,Capped,2018,2035
0,8130,EB-5,ROW,0,Capped,2018,2035
138,9694,EB-1,India,15214,Capped,2019,2035
121,4714,EB-1,China,8786,Capped,2019,2035
62,25800,EB-1,ROW,5768,Capped,2019,2035
4740,2814,EB-2,India,267582,Capped,2019,2035
1013,2814,EB-2,China,38647,Capped,2019,2035
498,34579,EB-2,ROW,19682,Capped,2019,2035
2345,2814,EB-3,India,114780,Capped,2019,2035
1094,2814,EB-3,China,28352,Capped,2019,2035
1111,34579,EB-3,ROW,27825,Capped,2019,2035
164,699,EB-4,India,3993,Capped,2019,2035
0,191,EB-4,China,0,Capped,2019,2035
6221,9092,EB-4,ROW,114404,Capped,2019,2035
9,699,EB-5,India,1930,Capped,2019,2035
192,7067,EB-5,China,23529,Capped,2019,2035
0,2216,EB-5,ROW,0,Capped,2019,2035
156,10804,EB-1,India,16816,Capped,2020,2035
126,4766,EB-1,China,9386,Capped,2020,2035
0,33368,EB-1,ROW,0,Capped,2020,2035
5168,2599,EB-2,India,296279,Capped,2020,2035
1178,3118,EB-2,China,46232,Capped,2020,2035
558,36369,EB-2,ROW,20952,Capped,2020,2035
2416,2946,EB-3,India,120072,Capped,2020,2035
1121,2946,EB-3,China,30285,Capped,2020,2035
1309,36193,EB-3,ROW,33807,Capped,2020,2035
173,731,EB-4,India,4452,Capped,2020,2035
0,175,EB-4,China,0,Capped,2020,2035
7833,9542,EB-4,ROW,151704,Capped,2020,2035
6,731,EB-5,India,1957,Capped,2020,2035
224,1179,EB-5,China,24448,Capped,2020,2035
0,1686,EB-5,ROW,0,Capped,2020,2035
102,30825,EB-1,India,11272,Capped,2021,2035
111,9118,EB-1,China,8227,Capped,2021,2035
0,18498,EB-1,ROW,0,Capped,2021,2035
5368,28246,EB-2,India,316228,Capped,2021,2035
1318,6091,EB-2,China,50962,Capped,2021,2035
651,25404,EB-2,ROW,28082,Capped,2021,2035
3493,21408,EB-3,India,155403,Capped,2021,2035
1400,3914,EB-3,China,36869,Capped,2021,2035
1658,35173,EB-3,ROW,40619,Capped,2021,2035
159,972,EB-4,India,4549,Capped,2021,2035
0,58,EB-4,China,0,Capped,2021,2035
8468,12851,EB-4,ROW,165236,Capped,2021,2035
15,972,EB-5,India,1911,Capped,2021,2035
271,972,EB-5,China,25260,Capped,2021,2035
1,1005,EB-5,ROW,225,Capped,2021,2035
103,20550,EB-1,India,10916,Capped,2022,2035
94,11425,EB-1,China,6919,Capped,2022,2035
0,22162,EB-1,ROW,0,Capped,2022,2035
5397,59432,EB-2,India,329968,Capped,2022,2035
1401,8523,EB-2,China,54583,Capped,2022,2035
844,41355,EB-2,ROW,31997,Capped,2022,2035
3753,13919,EB-3,India,162161,Capped,2022,2035
1342,5510,EB-3,China,36483,Capped,2022,2035
1677,61946,EB-3,ROW,41671,Capped,2022,2035
207,1368,EB-4,India,5163,Capped,2022,2035
0,225,EB-4,China,0,Capped,2022,2035
9602,17950,EB-4,ROW,184613,Capped,2022,2035
13,1368,EB-5,India,1452,Capped,2022,2035
248,8469,EB-5,China,21857,Capped,2022,2035
0,1048,EB-5,ROW,0,Capped,2022,2035
141,15651,EB-1,India,15381,Capped,2023,2035
138,9464,EB-1,China,9237,Capped,2023,2035
0,30349,EB-1,ROW,0,Capped,2023,2035
5950,3882,EB-2,India,361529,Capped,2023,2035
1595,3882,EB-2,China,63217,Capped,2023,2035
1019,47699,EB-2,ROW,39562,Capped,2023,2035
3928,3882,EB-3,India,168986,Capped,2023,2035
1385,3882,EB-3,China,36354,Capped,2023,2035
2226,47699,EB-3,ROW,58058,Capped,2023,2035
214,964,EB-4,India,6191,Capped,2023,2035
0,206,EB-4,China,0,Capped,2023,2035
12006,12599,EB-4,ROW,232177,Capped,2023,2035
9,964,EB-5,India,1446,Capped,2023,2035
233,11211,EB-5,China,18218,Capped,2023,2035
0,1594,EB-5,ROW,0,Capped,2023,2035
164,12204,EB-1,India,18829,Capped,2024,2035
166,5615,EB-1,China,12598,Capped,2024,2035
0,30056,EB-1,ROW,0,Capped,2024,2035
6434,3351,EB-2,India,392414,Capped,2024,2035
1721,3351,EB-2,China,71837,Capped,2024,2035
1122,41173,EB-2,ROW,43733,Capped,2024,2035
4176,3351,EB-3,India,173504,Capped,2024,2035
1563,3351,EB-3,China,40200,Capped,2024,2035
2897,41172,EB-3,ROW,73338,Capped,2024,2035
259,832,EB-4,India,7195,Capped,2024,2035
0,317,EB-4,China,0,Capped,2024,2035
15284,10736,EB-4,ROW,294738,Capped,2024,2035
14,832,EB-5,India,2155,Capped,2024,2035
222,7071,EB-5,China,17948,Capped,2024,2035
0,3982,EB-5,ROW,0,Capped,2024,2035
0,5224,EB-1,India,0,Uncapped,2009,2036
0,4570,EB-1,China,0,Uncapped,2009,2036
0,29434,EB-1,ROW,0,Uncapped,2009,2036
223,9466,EB-2,India,11950,Uncapped,2009,2036
244,5537,EB-2,China,9047,Uncapped,2009,2036
0,33203,EB-2,ROW,0,Uncapped,2009,2036
2205,2304,EB-3,India,81704,Uncapped,2009,2036
1138,1077,EB-3,China,29678,Uncapped,2009,2036
2878,36941,EB-3,ROW,74504,Uncapped,2009,2036
0,429,EB-4,India,0,Uncapped,2009,2036
0,20,EB-4,China,0,Uncapped,2009,2036
0,9545,EB-4,ROW,0,Uncapped,2009,2036
0,63,EB-5,India,0,Uncapped,2009,2036
0,1420,EB-5,China,0,Uncapped,2009,2036
0,1754,EB-5,ROW,0,Uncapped,2009,2036
0,6356,EB-1,India,0,Uncapped,2010,2036
0,5905,EB-1,China,0,Uncapped,2010,2036
0,27796,EB-1,ROW,0,Uncapped,2010,2036
397,10201,EB-2,India,22463,Uncapped,2010,2036
222,5857,EB-2,China,8918,Uncapped,2010,2036
14,36959,EB-2,ROW,540,Uncapped,2010,2036
2369,3008,EB-3,India,84738,Uncapped,2010,2036
1125,3008,EB-3,China,27643,Uncapped,2010,2036
2616,36959,EB-3,ROW,67087,Uncapped,2010,2036
0,610,EB-4,India,0,Uncapped,2010,2036
0,29,EB-4,China,0,Uncapped,2010,2036
50,10030,EB-4,ROW,1084,Uncapped,2010,2036
0,108,EB-5,India,0,Uncapped,2010,2036
0,1338,EB-5,China,0,Uncapped,2010,2036
0,2098,EB-5,ROW,0,Uncapped,2010,2036
0,7230,EB-1,India,0,Uncapped,2011,2036
0,4956,EB-1,China,0,Uncapped,2011,2036
0,20496,EB-1,ROW,0,Uncapped,2011,2036
708,14058,EB-2,India,37962,Uncapped,2011,2036
239,8183,EB-2,China,7850,Uncapped,2011,2036
68,34262,EB-2,ROW,3014,Uncapped,2011,2036
2466,2789,EB-3,India,87973,Uncapped,2011,2036
1031,2789,EB-3,China,25697,Uncapped,2011,2036
2295,34262,EB-3,ROW,58274,Uncapped,2011,2036
8,185,EB-4,India,174,Uncapped,2011,2036
2,2,EB-4,China,11,Uncapped,2011,2036
281,6194,EB-4,ROW,4890,Uncapped,2011,2036
0,46,EB-5,India,0,Uncapped,2011,2036
0,2595,EB-5,China,0,Uncapped,2011,2036
0,1255,EB-5,ROW,0,Uncapped,2011,2036
0,8650,EB-1,India,0,Uncapped,2012,2036
0,5427,EB-1,China,0,Uncapped,2012,2036
0,21242,EB-1,ROW,0,Uncapped,2012,2036
983,12471,EB-2,India,53812,Uncapped,2012,2036
232,3359,EB-2,China,9693,Uncapped,2012,2036
95,35577,EB-2,ROW,3301,Uncapped,2012,2036
2344,2896,EB-3,India,88524,Uncapped,2012,2036
905,2896,EB-3,China,23587,Uncapped,2012,2036
1827,35577,EB-3,ROW,44912,Uncapped,2012,2036
21,323,EB-4,India,480,Uncapped,2012,2036
1,18,EB-4,China,15,Uncapped,2012,2036
578,7137,EB-4,ROW,11056,Uncapped,2012,2036
0,118,EB-5,India,0,Uncapped,2012,2036
0,7099,EB-5,China,0,Uncapped,2012,2036
0,1857,EB-5,ROW,0,Uncapped,2012,2036
0,10777,EB-1,India,0,Uncapped,2013,2036
0,6901,EB-1,China,0,Uncapped,2013,2036
0,23412,EB-1,ROW,0,Uncapped,2013,2036
1161,16613,EB-2,India,66413,Uncapped,2013,2036
291,3229,EB-2,China,10886,Uncapped,2013,2036
0,38609,EB-2,ROW,0,Uncapped,2013,2036
2398,3229,EB-3,India,88117,Uncapped,2013,2036
891,3229,EB-3,China,21364,Uncapped,2013,2036
1188,39665,EB-3,ROW,29765,Uncapped,2013,2036
39,304,EB-4,India,1303,Uncapped,2013,2036
5,5,EB-4,China,48,Uncapped,2013,2036
1265,6137,EB-4,ROW,24220,Uncapped,2013,2036
0,97,EB-5,India,0,Uncapped,2013,2036
0,7201,EB-5,China,0,Uncapped,2013,2036
0,1861,EB-5,ROW,0,Uncapped,2013,2036
2,15061,EB-1,India,198,Uncapped,2014,2036
1,7663,EB-1,China,122,Uncapped,2014,2036
0,23022,EB-1,ROW,0,Uncapped,2014,2036
1499,3030,EB-2,India,88553,Uncapped,2014,2036
355,3030,EB-2,China,12769,Uncapped,2014,2036
11,37229,EB-2,ROW,323,Uncapped,2014,2036
1894,3030,EB-3,India,88758,Uncapped,2014,2036
799,3030,EB-3,China,22910,Uncapped,2014,2036
661,37229,EB-3,ROW,17286,Uncapped,2014,2036
61,370,EB-4,India,1774,Uncapped,2014,2036
3,7,EB-4,China,86,Uncapped,2014,2036
1819,7912,EB-4,ROW,34741,Uncapped,2014,2036
0,372,EB-5,India,0,Uncapped,2014,2036
2,7747,EB-5,China,767,Uncapped,2014,2036
0,2627,EB-5,ROW,0,Uncapped,2014,2036
20,8815,EB-1,India,2657,Uncapped,2015,2036
19,5421,EB-1,China,1840,Uncapped,2015,2036
0,26934,EB-1,ROW,0,Uncapped,2015,2036
2180,2882,EB-2,India,116529,Uncapped,2015,2036
396,2882,EB-2,China,15849,Uncapped,2015,2036
77,35406,EB-2,ROW,2725,Uncapped,2015,2036
1987,2882,EB-3,India,91781,Uncapped,2015,2036
811,2882,EB-3,China,21892,Uncapped,2015,2036
386,35406,EB-3,ROW,9804,Uncapped,2015,2036
88,715,EB-4,India,2711,Uncapped,2015,2036
0,363,EB-4,China,0,Uncapped,2015,2036
2850,9143,EB-4,ROW,52504,Uncapped,2015,2036
0,715,EB-5,India,95,Uncapped,2015,2036
32,4714,EB-5,China,5340,Uncapped,2015,2036
0,4792,EB-5,ROW,0,Uncapped,2015,2036
72,9006,EB-1,India,6515,Uncapped,2016,2036
45,5107,EB-1,China,3907,Uncapped,2016,2036
33,26027,EB-1,ROW,1871,Uncapped,2016,2036
2809,2810,EB-2,India,160112,Uncapped,2016,2036
549,2810,EB-2,China,20984,Uncapped,2016,2036
269,34520,EB-2,ROW,9655,Uncapped,2016,2036
2169,2810,EB-3,India,98302,Uncapped,2016,2036
878,2810,EB-3,China,22971,Uncapped,2016,2036
428,34520,EB-3,ROW,11399,Uncapped,2016,2036
114,698,EB-4,India,3308,Uncapped,2016,2036
0,290,EB-4,China,0,Uncapped,2016,2036
4026,8977,EB-4,ROW,74614,Uncapped,2016,2036
0,698,EB-5,India,255,Uncapped,2016,2036
60,4995,EB-5,China,8834,Uncapped,2016,2036
0,4272,EB-5,ROW,0,Uncapped,2016,2036
96,11537,EB-1,India,10113,Uncapped,2017,2036
71,5981,EB-1,China,5866,Uncapped,2017,2036
80,22409,EB-1,ROW,6242,Uncapped,2017,2036
3387,2795,EB-2,India,196601,Uncapped,2017,2036
651,2795,EB-2,China,24976,Uncapped,2017,2036
320,34337,EB-2,ROW,12504,Uncapped,2017,2036
2266,2795,EB-3,India,103505,Uncapped,2017,2036
972,2795,EB-3,China,24914,Uncapped,2017,2036
565,34336,EB-3,ROW,13381,Uncapped,2017,2036
142,694,EB-4,India,3524,Uncapped,2017,2036
0,201,EB-4,China,0,Uncapped,2017,2036
4662,9017,EB-4,ROW,87298,Uncapped,2017,2036
7,694,EB-5,India,888,Uncapped,2017,2036
111,2787,EB-5,China,15588,Uncapped,2017,2036
0,6431,EB-5,ROW,0,Uncapped,2017,2036
137,11948,EB-1,India,12688,Uncapped,2018,2036
72,5972,EB-1,China,7316,Uncapped,2018,2036
99,21972,EB-1,ROW,7965,Uncapped,2018,2036
3888,2792,EB-2,India,230525,Uncapped,2018,2036
792,2792,EB-2,China,30594,Uncapped,2018,2036
397,34308,EB-2,ROW,15611,Uncapped,2018,2036
2510,2792,EB-3,India,107806,Uncapped,2018,2036
1078,2792,EB-3,China,26568,Uncapped,2018,2036
719,34308,EB-3,ROW,18895,Uncapped,2018,2036
