annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,seed
0,174,EB-4,China,0,Uncapped,2023,2060
12175,12631,EB-4,ROW,232081,Uncapped,2023,2060
7,964,EB-5,India,1359,Uncapped,2023,2060
236,11226,EB-5,China,18302,Uncapped,2023,2060
0,1579,EB-5,ROW,0,Uncapped,2023,2060
182,12200,EB-1,India,18655,Uncapped,2024,2060
163,5912,EB-1,China,12294,Uncapped,2024,2060
0,29763,EB-1,ROW,0,Uncapped,2024,2060
6381,3351,EB-2,India,392285,Uncapped,2024,2060
1758,3351,EB-2,China,72026,Uncapped,2024,2060
1071,41173,EB-2,ROW,43282,Uncapped,2024,2060
4291,3351,EB-3,India,173488,Uncapped,2024,2060
1548,3351,EB-3,China,40277,Uncapped,2024,2060
2940,41172,EB-3,ROW,74054,Uncapped,2024,2060
276,832,EB-4,India,7236,Uncapped,2024,2060
0,372,EB-4,China,0,Uncapped,2024,2060
15422,10681,EB-4,ROW,294536,Uncapped,2024,2060
10,832,EB-5,India,2023,Uncapped,2024,2060
231,6936,EB-5,China,18044,Uncapped,2024,2060
0,4117,EB-5,ROW,0,Uncapped,2024,2060
0,5301,EB-1,India,0,Capped,2009,2060
0,4390,EB-1,China,0,Capped,2009,2060
0,29585,EB-1,ROW,0,Capped,2009,2060
220,9395,EB-2,India,11811,Capped,2009,2060
239,5681,EB-2,China,9108,Capped,2009,2060
0,33091,EB-2,ROW,0,Capped,2009,2060
2189,2304,EB-3,India,81320,Capped,2009,2060
1219,1077,EB-3,China,29935,Capped,2009,2060
2795,36941,EB-3,ROW,74669,Capped,2009,2060
0,495,EB-4,India,0,Capped,2009,2060
0,28,EB-4,China,0,Capped,2009,2060
1,9487,EB-4,ROW,48,Capped,2009,2060
0,61,EB-5,India,0,Capped,2009,2060
0,1360,EB-5,China,0,Capped,2009,2060
0,1791,EB-5,ROW,0,Capped,2009,2060
0,6243,EB-1,India,0,Capped,2010,2060
0,5671,EB-1,China,0,Capped,2010,2060
0,27968,EB-1,ROW,0,Capped,2010,2060
390,10112,EB-2,India,22316,Capped,2010,2060
232,6158,EB-2,China,9037,Capped,2010,2060
16,36959,EB-2,ROW,495,Capped,2010,2060
2299,3008,EB-3,India,84511,Capped,2010,2060
1158,3008,EB-3,China,27934,Capped,2010,2060
2558,36959,EB-3,ROW,67218,Capped,2010,2060
0,555,EB-4,India,0,Capped,2010,2060
0,19,EB-4,China,0,Capped,2010,2060
53,10095,EB-4,ROW,1158,Capped,2010,2060
0,119,EB-5,India,0,Capped,2010,2060
0,1357,EB-5,China,0,Capped,2010,2060
0,2031,EB-5,ROW,0,Capped,2010,2060
0,7483,EB-1,India,0,Capped,2011,2060
0,4886,EB-1,China,0,Capped,2011,2060
0,20144,EB-1,ROW,0,Capped,2011,2060
692,14145,EB-2,India,37818,Capped,2011,2060
208,8279,EB-2,China,7975,Capped,2011,2060
86,34262,EB-2,ROW,2885,Capped,2011,2060
2408,2789,EB-3,India,87838,Capped,2011,2060
1008,2789,EB-3,China,26041,Capped,2011,2060
2378,34262,EB-3,ROW,58282,Capped,2011,2060
2,133,EB-4,India,177,Capped,2011,2060
1,2,EB-4,China,10,Capped,2011,2060
280,6246,EB-4,ROW,4951,Capped,2011,2060
0,39,EB-5,India,0,Capped,2011,2060
0,2632,EB-5,China,0,Capped,2011,2060
0,1211,EB-5,ROW,0,Capped,2011,2060
0,8650,EB-1,India,0,Capped,2012,2060
0,5386,EB-1,China,0,Capped,2012,2060
0,21069,EB-1,ROW,0,Capped,2012,2060
918,12730,EB-2,India,53546,Capped,2012,2060
240,3348,EB-2,China,9756,Capped,2012,2060
101,35577,EB-2,ROW,3321,Capped,2012,2060
2351,2896,EB-3,India,88341,Capped,2012,2060
876,2896,EB-3,China,23977,Capped,2012,2060
1812,35577,EB-3,ROW,44919,Capped,2012,2060
26,300,EB-4,India,476,Capped,2012,2060
1,12,EB-4,China,20,Capped,2012,2060
552,7166,EB-4,ROW,11179,Capped,2012,2060
0,84,EB-5,India,0,Capped,2012,2060
0,7126,EB-5,China,0,Capped,2012,2060
0,1830,EB-5,ROW,0,Capped,2012,2060
0,11205,EB-1,India,0,Capped,2013,2060
0,6667,EB-1,China,0,Capped,2013,2060
0,23271,EB-1,ROW,0,Capped,2013,2060
1193,16121,EB-2,India,66134,Capped,2013,2060
273,3229,EB-2,China,11019,Capped,2013,2060
0,39066,EB-2,ROW,0,Capped,2013,2060
2339,3229,EB-3,India,88008,Capped,2013,2060
904,3229,EB-3,China,21793,Capped,2013,2060
1078,39665,EB-3,ROW,29795,Capped,2013,2060
29,245,EB-4,India,1242,Capped,2013,2060
5,6,EB-4,China,61,Capped,2013,2060
1264,6195,EB-4,ROW,24405,Capped,2013,2060
0,92,EB-5,India,0,Capped,2013,2060
0,7284,EB-5,China,0,Capped,2013,2060
0,1765,EB-5,ROW,0,Capped,2013,2060
0,14986,EB-1,India,157,Capped,2014,2060
1,7893,EB-1,China,70,Capped,2014,2060
0,22867,EB-1,ROW,0,Capped,2014,2060
1618,3030,EB-2,India,88121,Capped,2014,2060
324,3030,EB-2,China,12928,Capped,2014,2060
5,37229,EB-2,ROW,320,Capped,2014,2060
1945,3030,EB-3,India,88664,Capped,2014,2060
747,3030,EB-3,China,23303,Capped,2014,2060
631,37229,EB-3,ROW,17353,Capped,2014,2060
55,478,EB-4,India,1734,Capped,2014,2060
8,10,EB-4,China,88,Capped,2014,2060
1787,7801,EB-4,ROW,34927,Capped,2014,2060
0,352,EB-5,India,0,Capped,2014,2060
2,7792,EB-5,China,806,Capped,2014,2060
0,2602,EB-5,ROW,0,Capped,2014,2060
14,8801,EB-1,India,2642,Capped,2015,2060
23,5273,EB-1,China,1823,Capped,2015,2060
0,27096,EB-1,ROW,0,Capped,2015,2060
2129,2882,EB-2,India,116099,Capped,2015,2060
442,2882,EB-2,China,16010,Capped,2015,2060
75,35406,EB-2,ROW,2790,Capped,2015,2060
2058,2882,EB-3,India,91628,Capped,2015,2060
828,2882,EB-3,China,22329,Capped,2015,2060
386,35406,EB-3,ROW,9995,Capped,2015,2060
99,715,EB-4,India,2716,Capped,2015,2060
0,413,EB-4,China,0,Capped,2015,2060
2803,9093,EB-4,ROW,52752,Capped,2015,2060
0,715,EB-5,India,99,Capped,2015,2060
33,4771,EB-5,China,5319,Capped,2015,2060
0,4735,EB-5,ROW,0,Capped,2015,2060
60,9056,EB-1,India,6588,Capped,2016,2060
50,5057,EB-1,China,3943,Capped,2016,2060
21,26027,EB-1,ROW,1803,Capped,2016,2060
2752,2810,EB-2,India,159442,Capped,2016,2060
539,2810,EB-2,China,21229,Capped,2016,2060
256,34520,EB-2,ROW,9862,Capped,2016,2060
2200,2810,EB-3,India,98103,Capped,2016,2060
872,2810,EB-3,China,23412,Capped,2016,2060
441,34520,EB-3,ROW,11542,Capped,2016,2060
141,698,EB-4,India,3302,Capped,2016,2060
0,207,EB-4,China,0,Capped,2016,2060
4069,9060,EB-4,ROW,74774,Capped,2016,2060
0,698,EB-5,India,254,Capped,2016,2060
65,5026,EB-5,China,8803,Capped,2016,2060
0,4241,EB-5,ROW,0,Capped,2016,2060
103,11615,EB-1,India,10284,Capped,2017,2060
63,5903,EB-1,China,5880,Capped,2017,2060
85,22409,EB-1,ROW,5924,Capped,2017,2060
3439,2795,EB-2,India,195744,Capped,2017,2060
625,2795,EB-2,China,25291,Capped,2017,2060
323,34337,EB-2,ROW,12774,Capped,2017,2060
2454,2795,EB-3,India,103075,Capped,2017,2060
1017,2795,EB-3,China,25404,Capped,2017,2060
564,34336,EB-3,ROW,13680,Capped,2017,2060
121,694,EB-4,India,3631,Capped,2017,2060
0,112,EB-4,China,0,Capped,2017,2060
4699,9106,EB-4,ROW,87323,Capped,2017,2060
0,694,EB-5,India,851,Capped,2017,2060
122,2717,EB-5,China,15564,Capped,2017,2060
0,6501,EB-5,ROW,0,Capped,2017,2060
138,12028,EB-1,India,12812,Capped,2018,2060
106,5892,EB-1,China,7378,Capped,2018,2060
98,21972,EB-1,ROW,7604,Capped,2018,2060
3880,2792,EB-2,India,229669,Capped,2018,2060
740,2792,EB-2,China,30856,Capped,2018,2060
406,34308,EB-2,ROW,15930,Capped,2018,2060
2463,2792,EB-3,India,107346,Capped,2018,2060
1087,2792,EB-3,China,27080,Capped,2018,2060
748,34308,EB-3,ROW,19281,Capped,2018,2060
166,693,EB-4,India,3714,Capped,2018,2060
0,135,EB-4,China,0,Capped,2018,2060
4969,9076,EB-4,ROW,90859,Capped,2018,2060
9,693,EB-5,India,1757,Capped,2018,2060
163,1009,EB-5,China,24304,Capped,2018,2060
0,8201,EB-5,ROW,0,Capped,2018,2060
149,9701,EB-1,India,15528,Capped,2019,2060
121,4707,EB-1,China,8711,Capped,2019,2060
68,25800,EB-1,ROW,5391,Capped,2019,2060
4580,2814,EB-2,India,267228,Capped,2019,2060
1042,2814,EB-2,China,38653,Capped,2019,2060
566,34579,EB-2,ROW,19550,Capped,2019,2060
2246,2814,EB-3,India,114972,Capped,2019,2060
1026,2814,EB-3,China,28443,Capped,2019,2060
1114,34579,EB-3,ROW,28484,Capped,2019,2060
131,699,EB-4,India,4032,Capped,2019,2060
0,178,EB-4,China,0,Capped,2019,2060
6040,9105,EB-4,ROW,114360,Capped,2019,2060
12,699,EB-5,India,1864,Capped,2019,2060
188,7019,EB-5,China,23657,Capped,2019,2060
0,2264,EB-5,ROW,0,Capped,2019,2060
158,12130,EB-1,India,16641,Capped,2020,2060
112,4766,EB-1,China,9229,Capped,2020,2060
0,32042,EB-1,ROW,0,Capped,2020,2060
5237,2599,EB-2,India,295882,Capped,2020,2060
1147,3118,EB-2,China,46220,Capped,2020,2060
530,36369,EB-2,ROW,20890,Capped,2020,2060
2474,2946,EB-3,India,120132,Capped,2020,2060
1188,2946,EB-3,China,30349,Capped,2020,2060
1371,36193,EB-3,ROW,34567,Capped,2020,2060
163,731,EB-4,India,4567,Capped,2020,2060
0,203,EB-4,China,0,Capped,2020,2060
7836,9514,EB-4,ROW,151705,Capped,2020,2060
8,731,EB-5,India,1882,Capped,2020,2060
253,1250,EB-5,China,24532,Capped,2020,2060
0,1615,EB-5,ROW,0,Capped,2020,2060
95,30825,EB-1,India,10879,Capped,2021,2060
103,9118,EB-1,China,8122,Capped,2021,2060
0,18912,EB-1,ROW,0,Capped,2021,2060
5214,28246,EB-2,India,315840,Capped,2021,2060
1290,6091,EB-2,China,51234,Capped,2021,2060
716,25404,EB-2,ROW,27863,Capped,2021,2060
3387,20994,EB-3,India,155615,Capped,2021,2060
1398,3914,EB-3,China,36967,Capped,2021,2060
1650,35173,EB-3,ROW,41590,Capped,2021,2060
184,972,EB-4,India,4606,Capped,2021,2060
0,66,EB-4,China,0,Capped,2021,2060
8467,12843,EB-4,ROW,165271,Capped,2021,2060
13,972,EB-5,India,1798,Capped,2021,2060
256,972,EB-5,China,25345,Capped,2021,2060
4,1005,EB-5,ROW,237,Capped,2021,2060
112,20328,EB-1,India,10411,Capped,2022,2060
98,11425,EB-1,China,6838,Capped,2022,2060
0,22384,EB-1,ROW,0,Capped,2022,2060
5574,59432,EB-2,India,329373,Capped,2022,2060
1428,8523,EB-2,China,54985,Capped,2022,2060
854,41355,EB-2,ROW,31712,Capped,2022,2060
3756,13919,EB-3,India,162383,Capped,2022,2060
1414,5510,EB-3,China,36521,Capped,2022,2060
1651,61946,EB-3,ROW,42657,Capped,2022,2060
221,1368,EB-4,India,5351,Capped,2022,2060
0,183,EB-4,China,0,Capped,2022,2060
9610,17992,EB-4,ROW,184639,Capped,2022,2060
8,1368,EB-5,India,1374,Capped,2022,2060
245,8446,EB-5,China,21904,Capped,2022,2060
0,1071,EB-5,ROW,0,Capped,2022,2060
133,15214,EB-1,India,14997,Capped,2023,2060
119,9602,EB-1,China,9138,Capped,2023,2060
0,30648,EB-1,ROW,0,Capped,2023,2060
6011,3882,EB-2,India,360946,Capped,2023,2060
1572,3882,EB-2,China,63750,Capped,2023,2060
1031,47699,EB-2,ROW,39171,Capped,2023,2060
4074,3882,EB-3,India,169157,Capped,2023,2060
1433,3882,EB-3,China,36396,Capped,2023,2060
2356,47699,EB-3,ROW,58857,Capped,2023,2060
240,964,EB-4,India,6316,Capped,2023,2060
0,174,EB-4,China,0,Capped,2023,2060
12175,12631,EB-4,ROW,232081,Capped,2023,2060
7,964,EB-5,India,1359,Capped,2023,2060
236,11226,EB-5,China,18302,Capped,2023,2060
0,1579,EB-5,ROW,0,Capped,2023,2060
182,12200,EB-1,India,18655,Capped,2024,2060
163,5912,EB-1,China,12294,Capped,2024,2060
0,29763,EB-1,ROW,0,Capped,2024,2060
6381,3351,EB-2,India,392285,Capped,2024,2060
1758,3351,EB-2,China,72026,Capped,2024,2060
1071,41173,EB-2,ROW,43282,Capped,2024,2060
4291,3351,EB-3,India,173488,Capped,2024,2060
1548,3351,EB-3,China,40277,Capped,2024,2060
2940,41172,EB-3,ROW,74054,Capped,2024,2060
276,832,EB-4,India,7236,Capped,2024,2060
0,372,EB-4,China,0,Capped,2024,2060
15422,10681,EB-4,ROW,294536,Capped,2024,2060
10,832,EB-5,India,2023,Capped,2024,2060
231,6936,EB-5,China,18044,Capped,2024,2060
0,4117,EB-5,ROW,0,Capped,2024,2060
0,5417,EB-1,India,0,Uncapped,2009,2061
0,4266,EB-1,China,0,Uncapped,2009,2061
0,29285,EB-1,ROW,0,Uncapped,2009,2061
211,9534,EB-2,India,11892,Uncapped,2009,2061
203,5793,EB-2,China,9033,Uncapped,2009,2061
0,33177,EB-2,ROW,0,Uncapped,2009,2061
2125,2304,EB-3,India,81759,Uncapped,2009,2061
1095,1077,EB-3,China,29459,Uncapped,2009,2061
2925,36941,EB-3,ROW,74778,Uncapped,2009,2061
0,464,EB-4,India,0,Uncapped,2009,2061
0,29,EB-4,China,0,Uncapped,2009,2061
1,9517,EB-4,ROW,33,Uncapped,2009,2061
0,49,EB-5,India,0,Uncapped,2009,2061
0,1393,EB-5,China,0,Uncapped,2009,2061
0,1741,EB-5,ROW,0,Uncapped,2009,2061
0,6279,EB-1,India,0,Uncapped,2010,2061
0,5632,EB-1,China,0,Uncapped,2010,2061
0,28206,EB-1,ROW,0,Uncapped,2010,2061
402,9945,EB-2,India,22466,Uncapped,2010,2061
246,6026,EB-2,China,8915,Uncapped,2010,2061
18,36959,EB-2,ROW,532,Uncapped,2010,2061
2315,3008,EB-3,India,84859,Uncapped,2010,2061
1085,3008,EB-3,China,27471,Uncapped,2010,2061
2750,36959,EB-3,ROW,67222,Uncapped,2010,2061
0,574,EB-4,India,0,Uncapped,2010,2061
0,33,EB-4,China,0,Uncapped,2010,2061
70,10062,EB-4,ROW,1103,Uncapped,2010,2061
0,133,EB-5,India,0,Uncapped,2010,2061
0,1339,EB-5,China,0,Uncapped,2010,2061
0,2099,EB-5,ROW,0,Uncapped,2010,2061
0,7197,EB-1,India,0,Uncapped,2011,2061
0,4903,EB-1,China,0,Uncapped,2011,2061
0,20529,EB-1,ROW,0,Uncapped,2011,2061
664,14276,EB-2,India,37791,Uncapped,2011,2061
233,8039,EB-2,China,7904,Uncapped,2011,2061
91,34262,EB-2,ROW,3244,Uncapped,2011,2061
2257,2789,EB-3,India,88385,Uncapped,2011,2061
984,2789,EB-3,China,25587,Uncapped,2011,2061
2301,34262,EB-3,ROW,58272,Uncapped,2011,2061
1,168,EB-4,India,163,Uncapped,2011,2061
1,6,EB-4,China,7,Uncapped,2011,2061
234,6207,EB-4,ROW,4974,Uncapped,2011,2061
0,44,EB-5,India,0,Uncapped,2011,2061
0,2606,EB-5,China,0,Uncapped,2011,2061
0,1225,EB-5,ROW,0,Uncapped,2011,2061
0,8873,EB-1,India,0,Uncapped,2012,2061
0,5577,EB-1,China,0,Uncapped,2012,2061
0,20599,EB-1,ROW,0,Uncapped,2012,2061
1001,12886,EB-2,India,53349,Uncapped,2012,2061
245,3239,EB-2,China,9709,Uncapped,2012,2061
101,35577,EB-2,ROW,3766,Uncapped,2012,2061
2347,2896,EB-3,India,88921,Uncapped,2012,2061
928,2896,EB-3,China,23483,Uncapped,2012,2061
1778,35577,EB-3,ROW,44996,Uncapped,2012,2061
9,279,EB-4,India,454,Uncapped,2012,2061
0,9,EB-4,China,20,Uncapped,2012,2061
589,7190,EB-4,ROW,11121,Uncapped,2012,2061
0,92,EB-5,India,0,Uncapped,2012,2061
0,7207,EB-5,China,0,Uncapped,2012,2061
0,1750,EB-5,ROW,0,Uncapped,2012,2061
0,11116,EB-1,India,0,Uncapped,2013,2061
0,6670,EB-1,China,0,Uncapped,2013,2061
0,23068,EB-1,ROW,0,Uncapped,2013,2061
1170,16360,EB-2,India,66117,Uncapped,2013,2061
271,3229,EB-2,China,11002,Uncapped,2013,2061
0,39181,EB-2,ROW,0,Uncapped,2013,2061
2409,3229,EB-3,India,88562,Uncapped,2013,2061
890,3229,EB-3,China,21274,Uncapped,2013,2061
1167,39665,EB-3,ROW,29811,Uncapped,2013,2061
38,251,EB-4,India,1250,Uncapped,2013,2061
3,19,EB-4,China,50,Uncapped,2013,2061
1341,6176,EB-4,ROW,24248,Uncapped,2013,2061
0,110,EB-5,India,0,Uncapped,2013,2061
0,7247,EB-5,China,0,Uncapped,2013,2061
0,1719,EB-5,ROW,0,Uncapped,2013,2061
0,14709,EB-1,India,127,Uncapped,2014,2061
0,7681,EB-1,China,61,Uncapped,2014,2061
0,23356,EB-1,ROW,0,Uncapped,2014,2061
1606,3030,EB-2,India,87968,Uncapped,2014,2061
337,3030,EB-2,China,12837,Uncapped,2014,2061
17,37229,EB-2,ROW,591,Uncapped,2014,2061
1896,3030,EB-3,India,89173,Uncapped,2014,2061
758,3030,EB-3,China,22852,Uncapped,2014,2061
647,37229,EB-3,ROW,17261,Uncapped,2014,2061
49,406,EB-4,India,1724,Uncapped,2014,2061
4,16,EB-4,China,101,Uncapped,2014,2061
1833,7867,EB-4,ROW,34778,Uncapped,2014,2061
0,373,EB-5,India,0,Uncapped,2014,2061
4,7824,EB-5,China,774,Uncapped,2014,2061
0,2549,EB-5,ROW,0,Uncapped,2014,2061
23,8876,EB-1,India,2542,Uncapped,2015,2061
25,5381,EB-1,China,1761,Uncapped,2015,2061
0,26913,EB-1,ROW,0,Uncapped,2015,2061
2119,2882,EB-2,India,115925,Uncapped,2015,2061
434,2882,EB-2,China,15837,Uncapped,2015,2061
68,35406,EB-2,ROW,3185,Uncapped,2015,2061
2076,2882,EB-3,India,92060,Uncapped,2015,2061
733,2882,EB-3,China,21964,Uncapped,2015,2061
399,35406,EB-3,ROW,9935,Uncapped,2015,2061
124,715,EB-4,India,2610,Uncapped,2015,2061
0,458,EB-4,China,0,Uncapped,2015,2061
2817,9048,EB-4,ROW,52710,Uncapped,2015,2061
1,715,EB-5,India,63,Uncapped,2015,2061
33,4783,EB-5,China,5319,Uncapped,2015,2061
0,4723,EB-5,ROW,0,Uncapped,2015,2061
55,8997,EB-1,India,6554,Uncapped,2016,2061
44,5116,EB-1,China,3885,Uncapped,2016,2061
20,26027,EB-1,ROW,1720,Uncapped,2016,2061
2879,2810,EB-2,India,159196,Uncapped,2016,2061
541,2810,EB-2,China,21130,Uncapped,2016,2061
261,34520,EB-2,ROW,10310,Uncapped,2016,2061
2201,2810,EB-3,India,98647,Uncapped,2016,2061
904,2810,EB-3,China,23032,Uncapped,2016,2061
427,34520,EB-3,ROW,11458,Uncapped,2016,2061
113,698,EB-4,India,3179,Uncapped,2016,2061
0,238,EB-4,China,0,Uncapped,2016,2061
3978,9029,EB-4,ROW,74926,Uncapped,2016,2061
3,698,EB-5,India,298,Uncapped,2016,2061
67,5087,EB-5,China,8722,Uncapped,2016,2061
0,4180,EB-5,ROW,0,Uncapped,2016,2061
82,11639,EB-1,India,9966,Uncapped,2017,2061
69,5879,EB-1,China,5974,Uncapped,2017,2061
83,22409,EB-1,ROW,5981,Uncapped,2017,2061
3514,2795,EB-2,India,195251,Uncapped,2017,2061
638,2795,EB-2,China,24958,Uncapped,2017,2061
357,34337,EB-2,ROW,13571,Uncapped,2017,2061
2299,2795,EB-3,India,103682,Uncapped,2017,2061
994,2795,EB-3,China,25175,Uncapped,2017,2061
537,34336,EB-3,ROW,13510,Uncapped,2017,2061
120,694,EB-4,India,3476,Uncapped,2017,2061
0,148,EB-4,China,0,Uncapped,2017,2061
4703,9070,EB-4,ROW,87498,Uncapped,2017,2061
5,694,EB-5,India,923,Uncapped,2017,2061
124,2717,EB-5,China,15449,Uncapped,2017,2061
0,6501,EB-5,ROW,0,Uncapped,2017,2061
97,11925,EB-1,India,12569,Uncapped,2018,2061
98,5995,EB-1,China,7370,Uncapped,2018,2061
104,21972,EB-1,ROW,7758,Uncapped,2018,2061
3991,2792,EB-2,India,229078,Uncapped,2018,2061
769,2792,EB-2,China,30487,Uncapped,2018,2061
439,34308,EB-2,ROW,16809,Uncapped,2018,2061
2571,2792,EB-3,India,108071,Uncapped,2018,2061
1107,2792,EB-3,China,26795,Uncapped,2018,2061
783,34308,EB-3,ROW,18858,Uncapped,2018,2061
130,693,EB-4,India,3602,Uncapped,2018,2061
0,108,EB-4,China,0,Uncapped,2018,2061
4998,9103,EB-4,ROW,90993,Uncapped,2018,2061
14,693,EB-5,India,1848,Uncapped,2018,2061
193,980,EB-5,China,24158,Uncapped,2018,2061
0,8230,EB-5,ROW,0,Uncapped,2018,2061
130,9549,EB-1,India,15395,Uncapped,2019,2061
119,4859,EB-1,China,8573,Uncapped,2019,2061
70,25800,EB-1,ROW,5586,Uncapped,2019,2061
4511,2814,EB-2,India,266641,Uncapped,2019,2061
907,2814,EB-2,China,38327,Uncapped,2019,2061
545,34579,EB-2,ROW,20641,Uncapped,2019,2061
2245,2814,EB-3,India,115897,Uncapped,2019,2061
1008,2814,EB-3,China,28081,Uncapped,2019,2061
1076,34579,EB-3,ROW,27940,Uncapped,2019,2061
175,699,EB-4,India,3946,Uncapped,2019,2061
0,234,EB-4,China,0,Uncapped,2019,2061
6107,9049,EB-4,ROW,114431,Uncapped,2019,2061
13,699,EB-5,India,1974,Uncapped,2019,2061
189,7086,EB-5,China,23426,Uncapped,2019,2061
0,2197,EB-5,ROW,0,Uncapped,2019,2061
175,10887,EB-1,India,16894,Uncapped,2020,2061
131,4766,EB-1,China,9110,Uncapped,2020,2061
0,33285,EB-1,ROW,0,Uncapped,2020,2061
5032,2599,EB-2,India,295043,Uncapped,2020,2061
1223,3118,EB-2,China,46069,Uncapped,2020,2061
538,36369,EB-2,ROW,22030,Uncapped,2020,2061
2460,2946,EB-3,India,121169,Uncapped,2020,2061
1155,2946,EB-3,China,29978,Uncapped,2020,2061
1309,36193,EB-3,ROW,33912,Uncapped,2020,2061
150,731,EB-4,India,4434,Uncapped,2020,2061
0,201,EB-4,China,0,Uncapped,2020,2061
7941,9516,EB-4,ROW,151682,Uncapped,2020,2061
10,731,EB-5,India,1993,Uncapped,2020,2061
231,1223,EB-5,China,24329,Uncapped,2020,2061
0,1642,EB-5,ROW,0,Uncapped,2020,2061
92,30825,EB-1,India,11390,Uncapped,2021,2061
97,9118,EB-1,China,7982,Uncapped,2021,2061
0,18696,EB-1,ROW,0,Uncapped,2021,2061
5282,28246,EB-2,India,315003,Uncapped,2021,2061
1245,6091,EB-2,China,50825,Uncapped,2021,2061
743,25404,EB-2,ROW,29197,Uncapped,2021,2061
3391,21210,EB-3,India,156347,Uncapped,2021,2061
1372,3914,EB-3,China,36917,Uncapped,2021,2061
1646,35173,EB-3,ROW,40792,Uncapped,2021,2061
170,972,EB-4,India,4496,Uncapped,2021,2061
0,66,EB-4,China,0,Uncapped,2021,2061
8650,12843,EB-4,ROW,164995,Uncapped,2021,2061
12,972,EB-5,India,1942,Uncapped,2021,2061
290,972,EB-5,China,25116,Uncapped,2021,2061
2,1005,EB-5,ROW,209,Uncapped,2021,2061
111,20130,EB-1,India,11060,Uncapped,2022,2061
96,11425,EB-1,China,6665,Uncapped,2022,2061
0,22582,EB-1,ROW,0,Uncapped,2022,2061
5463,59432,EB-2,India,328713,Uncapped,2022,2061
1333,8523,EB-2,China,54714,Uncapped,2022,2061
845,41355,EB-2,ROW,33123,Uncapped,2022,2061
3762,13919,EB-3,India,162917,Uncapped,2022,2061
1458,5510,EB-3,China,36536,Uncapped,2022,2061
1627,61946,EB-3,ROW,42057,Uncapped,2022,2061
235,1368,EB-4,India,5162,Uncapped,2022,2061
0,190,EB-4,China,0,Uncapped,2022,2061
9798,17985,EB-4,ROW,184133,Uncapped,2022,2061
12,1368,EB-5,India,1506,Uncapped,2022,2061
274,8552,EB-5,China,21629,Uncapped,2022,2061
0,965,EB-5,ROW,0,Uncapped,2022,2061
142,15921,EB-1,India,15382,Uncapped,2023,2061
119,8782,EB-1,China,9230,Uncapped,2023,2061
0,30761,EB-1,ROW,0,Uncapped,2023,2061
6200,3882,EB-2,India,359933,Uncapped,2023,2061
1637,3882,EB-2,China,63379,Uncapped,2023,2061
1007,47699,EB-2,ROW,40758,Uncapped,2023,2061
3975,3882,EB-3,India,169775,Uncapped,2023,2061
1325,3882,EB-3,China,36478,Uncapped,2023,2061
2282,47699,EB-3,ROW,58251,Uncapped,2023,2061
245,964,EB-4,India,6169,Uncapped,2023,2061
0,173,EB-4,China,0,Uncapped,2023,2061
12021,12632,EB-4,ROW,231645,Uncapped,2023,2061
8,964,EB-5,India,1517,Uncapped,2023,2061
230,11237,EB-5,China,18013,Uncapped,2023,2061
0,1568,EB-5,ROW,0,Uncapped,2023,2061
201,12352,EB-1,India,18780,Uncapped,2024,2061
160,5692,EB-1,China,12678,Uncapped,2024,2061
0,29831,EB-1,ROW,0,Uncapped,2024,2061
6510,3351,EB-2,India,390651,Uncapped,2024,2061
1821,3351,EB-2,China,71870,Uncapped,2024,2061
1200,41173,EB-2,ROW,44974,Uncapped,2024,2061
4143,3351,EB-3,India,174135,Uncapped,2024,2061
1525,3351,EB-3,China,40356,Uncapped,2024,2061
2883,41172,EB-3,ROW,73782,Uncapped,2024,2061
288,832,EB-4,India,7123,Uncapped,2024,2061
0,300,EB-4,China,0,Uncapped,2024,2061
15198,10753,EB-4,ROW,294243,Uncapped,2024,2061
9,832,EB-5,India,2248,Uncapped,2024,2061
249,7172,EB-5,China,17665,Uncapped,2024,2061
0,3881,EB-5,ROW,0,Uncapped,2024,2061
0,5417,EB-1,India,0,Capped,2009,2061
0,4266,EB-1,China,0,Capped,2009,2061
0,29285,EB-1,ROW,0,Capped,2009,2061
211,9534,EB-2,India,11892,Capped,2009,2061
203,5793,EB-2,China,9033,Capped,2009,2061
0,33177,EB-2,ROW,0,Capped,2009,2061
2125,2304,EB-3,India,81759,Capped,2009,2061
1095,1077,EB-3,China,29459,Capped,2009,2061
2925,36941,EB-3,ROW,74778,Capped,2009,2061
0,464,EB-4,India,0,Capped,2009,2061
0,29,EB-4,China,0,Capped,2009,2061
1,9517,EB-4,ROW,33,Capped,2009,2061
0,49,EB-5,India,0,Capped,2009,2061
0,1393,EB-5,China,0,Capped,2009,2061
0,1741,EB-5,ROW,0,Capped,2009,2061
0,6279,EB-1,India,0,Capped,2010,2061
0,5632,EB-1,China,0,Capped,2010,2061
0,28206,EB-1,ROW,0,Capped,2010,2061
402,9945,EB-2,India,22466,Capped,2010,2061
246,6026,EB-2,China,8915,Capped,2010,2061
18,36959,EB-2,ROW,532,Capped,2010,2061
2315,3008,EB-3,India,84859,Capped,2010,2061
1085,3008,EB-3,China,27471,Capped,2010,2061
2750,36959,EB-3,ROW,67222,Capped,2010,2061
0,574,EB-4,India,0,Capped,2010,2061
0,33,EB-4,China,0,Capped,2010,2061
70,10062,EB-4,ROW,1103,Capped,2010,2061
0,133,EB-5,India,0,Capped,2010,2061
0,1339,EB-5,China,0,Capped,2010,2061
