year,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
2034,nationality,China,Uncapped,50,1006.82,33.04399664516558,4.673126821060421,997.4290000604326,1016.2109999395675,940.9,1077.825
2035,nationality,China,Uncapped,50,1070.76,30.003782074523706,4.243175553227818,1062.2330194814413,1079.2869805185587,1010.85,1127.3
2036,nationality,China,Uncapped,50,1152.32,37.026984092961285,5.23640630780387,1141.79704755229,1162.8429524477099,1090.225,1218.775
2037,nationality,China,Uncapped,50,1247.68,35.39020964582593,5.004931445635415,1237.6222137033217,1257.7377862966785,1180.8,1300.0
2038,nationality,China,Uncapped,50,1339.18,33.81141577536637,4.781656275255874,1329.5709019567823,1348.7890980432178,1290.675,1426.2749999999999
2039,nationality,China,Uncapped,50,1424.58,41.855967804081736,5.9193277334784,1412.6846655663494,1436.4753344336505,1351.7,1486.325
2040,nationality,China,Uncapped,50,1522.98,38.578565477292116,5.455833051488498,1512.0160930018176,1533.9439069981825,1444.95,1607.6
2009,nationality,ROW,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,nationality,ROW,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,nationality,ROW,Uncapped,50,32.92,6.499105118932819,0.9191122602483199,31.072974761663094,34.76702523833691,22.225,44.0
2012,nationality,ROW,Uncapped,50,80.82,10.924023329995489,1.544890194895972,77.71542692025328,83.92457307974671,65.225,104.1
2013,nationality,ROW,Uncapped,50,55.82,7.032548236157186,0.994552509361648,53.82137190516209,57.81862809483791,39.9,68.55
2014,nationality,ROW,Uncapped,50,47.92,6.6634550087069115,0.9423548445576244,46.02626703978822,49.81373296021178,38.0,58.775
2015,nationality,ROW,Uncapped,50,87.02,9.496486998154763,1.3430060707690228,84.32112825686833,89.71887174313166,69.675,106.0
2016,nationality,ROW,Uncapped,50,192.78,14.52835369973108,2.0546194841113024,188.65108756300668,196.90891243699332,168.0,218.0
2017,nationality,ROW,Uncapped,50,322.24,17.861782254470647,2.5260374712427467,317.16373764973,327.31626235027,293.125,358.525
2018,nationality,ROW,Uncapped,50,477.46,22.345350609859562,3.16010978884453,471.1095216217283,483.8104783782717,440.675,523.75
2019,nationality,ROW,Uncapped,50,673.06,26.237852388470817,3.710592669531873,665.6032848562354,680.5167151437645,624.35,717.775
2020,nationality,ROW,Uncapped,50,829.64,30.900604313488362,4.3700053705659805,820.8581454211889,838.4218545788111,778.675,882.55
2021,nationality,ROW,Uncapped,50,897.78,33.82264064806536,4.783243711976556,888.1677118832578,907.3922881167422,840.25,953.875
2022,nationality,ROW,Uncapped,50,927.28,28.94402761700378,4.093303640566816,919.0541983658659,935.5058016341341,859.225,973.3
2023,nationality,ROW,Uncapped,50,1051.54,33.20757843182972,4.696260779186186,1042.1025106310462,1060.9774893689537,993.0,1102.55
2024,nationality,ROW,Uncapped,50,1285.18,36.91451238320501,5.2205004060718085,1274.689011658535,1295.670988341465,1215.7,1340.55
2025,nationality,ROW,Uncapped,50,1515.42,44.066781417410056,6.2319839930631975,1502.8963592893545,1527.9436407106457,1444.925,1596.875
2026,nationality,ROW,Uncapped,50,1889.4,45.414642968082084,6.422600401579359,1876.4933012750098,1902.3066987249904,1813.8,1969.425
2027,nationality,ROW,Uncapped,50,2328.92,48.92469849114024,6.9189972141185025,2315.0157545327415,2342.8242454672586,2235.0,2415.975
2028,nationality,ROW,Uncapped,50,2913.14,63.19003085930565,8.936419864800445,2895.181591931107,2931.0984080688927,2821.225,3010.975
2029,nationality,ROW,Uncapped,50,3621.92,62.157088682381094,8.790339781225056,3604.255150849698,3639.584849150302,3487.175,3705.325
2030,nationality,ROW,Uncapped,50,4574.36,79.76720209843295,11.280785904015948,4551.690411991933,4597.029588008067,4448.7,4738.55
2031,nationality,ROW,Uncapped,50,5492.52,65.53367727468722,9.267861519404416,5473.895534989462,5511.144465010539,5378.6,5601.925
2032,nationality,ROW,Uncapped,50,6508.84,102.79092312821702,14.536831757677476,6479.627142873457,6538.052857126543,6314.825,6644.2
2033,nationality,ROW,Uncapped,50,7378.82,100.39670089709327,14.198237602618438,7350.2875733029005,7407.352426697099,7147.225,7536.775
2034,nationality,ROW,Uncapped,50,8404.86,90.78950986783009,12.839575617629125,8379.057906783564,8430.662093216437,8236.425,8562.625
2035,nationality,ROW,Uncapped,50,9092.72,98.52815613326177,13.933985467927265,9064.718607849134,9120.721392150865,8930.725,9319.75
2036,nationality,ROW,Uncapped,50,9937.9,111.24439907937213,15.73233379160931,9906.28469159013,9969.51530840987,9731.125,10138.75
2037,nationality,ROW,Uncapped,50,10795.9,109.3045268588485,15.457994431255779,10764.835997175267,10826.964002824732,10642.9,11030.5
2038,nationality,ROW,Uncapped,50,11657.42,111.38828759005543,15.75268269993711,11625.763798927852,11689.076201072148,11443.2,11858.05
2039,nationality,ROW,Uncapped,50,12471.52,133.38164362888492,18.863012939158395,12433.613356299818,12509.426643700182,12233.45,12730.575
2040,nationality,ROW,Uncapped,50,13086.02,123.492458664239,17.46447098937656,13050.923831570188,13121.116168429813,12870.05,13340.575
2009,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-1,Uncapped,50,0.62,0.9233921492109892,0.13058737008030216,0.35757485480479306,0.882425145195207,0.0,3.0
2020,category,EB-1,Uncapped,50,1.48,1.129204162592543,0.1596935841426528,1.1590837277785104,1.8009162722214895,0.0,4.0
2021,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,category,EB-1,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,category,EB-1,Uncapped,50,7.9,3.183182850736742,0.4501700359025352,6.995349443352685,8.804650556647315,2.225,13.774999999999999
2027,category,EB-1,Uncapped,50,10.58,3.4881139281150504,0.4932938024242795,9.588688990018845,11.571311009981155,4.225,18.0
2028,category,EB-1,Uncapped,50,14.6,3.45820526768863,0.489064079103534,13.617188937264123,15.582811062735876,9.225,23.099999999999994
2029,category,EB-1,Uncapped,50,17.14,4.802252872669371,0.679141114247418,15.77521483429203,18.504785165707972,9.0,24.0
2030,category,EB-1,Uncapped,50,21.08,4.763123653525647,0.6736074070076057,19.726335235330676,22.43366476466932,13.225,27.775
2031,category,EB-1,Uncapped,50,24.18,4.6453399954652825,0.6569502823421174,22.85980898058022,25.50019101941978,16.45,33.324999999999996
2032,category,EB-1,Uncapped,50,27.12,5.370516639913877,0.7595057469116588,25.593716058548985,28.646283941451017,19.0,39.55
2033,category,EB-1,Uncapped,50,36.2,5.466036134202569,0.7730142433410676,34.6465697186336,37.753430281366406,26.225,48.775
2034,category,EB-1,Uncapped,50,40.66,6.310373707359225,0.8924216080590004,38.86661163536557,42.45338836463442,29.45,53.55
2035,category,EB-1,Uncapped,50,49.96,7.8166750068853,1.1054447807399999,47.738525542611136,52.181474457388866,34.9,65.32499999999999
2036,category,EB-1,Uncapped,50,57.0,7.401047912564925,1.04666623337224,54.89664545587581,59.10335454412419,42.675,69.775
2037,category,EB-1,Uncapped,50,69.06,8.1975855081399,1.1593136604324585,66.73027197592928,71.38972802407072,54.225,83.0
2038,category,EB-1,Uncapped,50,98.56,10.369027663859208,1.4664019550851501,95.61315494338298,101.50684505661702,77.675,117.775
2039,category,EB-1,Uncapped,50,121.2,11.073041357186344,1.565964526405111,118.05307646551347,124.34692353448654,104.45,141.875
2040,category,EB-1,Uncapped,50,154.7,12.688175436932111,1.794378978467856,151.09406043884573,158.30593956115425,131.225,179.1
2009,category,EB-2,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-2,Uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-2,Uncapped,50,0.14,0.3505098327538656,0.0495695759225642,0.040386207711017225,0.2396137922889828,0.0,1.0
2012,category,EB-2,Uncapped,50,1.26,1.2747148540688122,0.1802719034782555,0.8977300468199454,1.6222699531800546,0.0,4.774999999999999
2013,category,EB-2,Uncapped,50,4.54,2.1685130803368096,0.3066740608395773,3.9237154014669198,5.15628459853308,1.225,9.0
2014,category,EB-2,Uncapped,50,21.8,4.562491263620375,0.6452337023220694,20.50335432965235,23.09664567034765,14.225,30.775
2015,category,EB-2,Uncapped,50,60.18,8.230580111972172,1.1639798020549312,57.84089501327182,62.51910498672818,43.45,75.55
2016,category,EB-2,Uncapped,50,106.78,9.491757971406305,1.3423372853925732,104.0824722313998,109.4775277686002,91.45,124.55
2017,category,EB-2,Uncapped,50,171.78,13.689397058918802,1.9359730981433327,167.8895164022228,175.6704835977772,148.0,197.55
2018,category,EB-2,Uncapped,50,271.54,17.44520283747989,2.467124245111366,266.58212821010306,276.497871789897,244.0,304.0
2019,category,EB-2,Uncapped,50,443.28,18.617569055895036,2.6329218657264417,437.98894541734,448.57105458265994,411.675,475.325
2020,category,EB-2,Uncapped,50,682.98,23.501185380438034,3.3235695096859774,676.3010370144573,689.6589629855428,644.35,720.775
2021,category,EB-2,Uncapped,50,819.06,26.129512597280275,3.69527110932724,811.6340746842168,826.4859253157831,766.375,861.0
2022,category,EB-2,Uncapped,50,820.3,27.151314471881843,3.839775716239219,812.5836818045154,828.0163181954845,772.8,870.775
2023,category,EB-2,Uncapped,50,1196.62,35.57165232287632,5.03059131510321,1186.510648265051,1206.7293517349488,1137.25,1261.875
2024,category,EB-2,Uncapped,50,1699.04,38.36875854980274,5.426161871254968,1688.1357194708712,1709.9442805291287,1637.225,1768.75
2025,category,EB-2,Uncapped,50,1939.6,43.405539005137705,6.138470194318012,1927.2642823036426,1951.9357176963572,1872.25,2020.2
2026,category,EB-2,Uncapped,50,2288.06,51.49416848299525,7.282375145177706,2273.4255192407654,2302.6944807592345,2209.45,2412.125
2027,category,EB-2,Uncapped,50,2726.04,52.365263451323635,7.405566577010203,2711.1579567899284,2740.9220432100715,2628.725,2831.2
2028,category,EB-2,Uncapped,50,3185.68,51.28688418880521,7.253060719166657,3171.104428785368,3200.255571214632,3091.375,3271.075
2029,category,EB-2,Uncapped,50,3745.5,55.912924284469476,7.907281583503671,3729.609722736783,3761.390277263217,3653.675,3847.75
2030,category,EB-2,Uncapped,50,4371.62,63.65945430530314,9.002806365183002,4353.528183263858,4389.711816736141,4265.225,4474.2
2031,category,EB-2,Uncapped,50,5077.14,71.83200639587581,10.158579765751847,5056.725569658343,5097.554430341657,4936.75,5190.425
2032,category,EB-2,Uncapped,50,5778.04,80.95576015356052,11.448873396138868,5755.032627530091,5801.047372469909,5643.125,5931.275
2033,category,EB-2,Uncapped,50,6708.92,84.64495838259852,11.970604813117701,6684.864168994099,6732.9758310059015,6577.125,6876.025
2034,category,EB-2,Uncapped,50,7581.66,91.0365726014573,12.874515564494383,7555.787692331557,7607.532307668443,7413.775,7762.35
2035,category,EB-2,Uncapped,50,8460.9,86.5174867307418,12.235420311704933,8436.312002325729,8485.48799767427,8305.925,8604.875
2036,category,EB-2,Uncapped,50,9454.02,106.07092159571005,15.000693589406636,9423.874977622965,9484.165022377036,9284.55,9677.375
2037,category,EB-2,Uncapped,50,10385.82,101.24383377545034,14.31804028318891,10357.046820802685,10414.593179197314,10221.475,10582.425
2038,category,EB-2,Uncapped,50,11300.5,102.76250606646971,14.532812978264891,11271.295218913048,11329.704781086952,11125.9,11468.525
